Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Meghna Rose,Bulk Carrier,31254,56023,2006,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Bangladesh,,IFO 180,Diesel 2-Stroke,,,2400,7080,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1659,Bulkers,31
Triton Valk,Bulk Carrier,31251,55651,2009,189.99,In Service,Triton Navigation,Sumitomo Corp,Mitsui OSK Lines,Panama,,IFO 380,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.7,12.58,32.26,MAN Energy Solutions,Japan,Japan,1704,Bulkers,31.5
Akij Moon,Bulk Carrier,31251,55953,2005,189.99,In Service,Alunited Maritime,Alunited Maritime,Alunited Maritime,Bangladesh,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1598,Bulkers,31
Nur Awliya,Bulk Carrier,31251,55924,2006,189.99,In Service,Gurita Lintas,Gurita Lintas,Gurita Lintas,Indonesia,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,12.55,32.26,MAN Energy Solutions,Japan,Indonesia,1599,Bulkers,27
Emelda,Bulk Carrier,31251,55638,2009,189.99,In Service,Serenity Ship Mgmt,Serenity Ship Mgmt,Serenity Ship Mgmt,Malta,,IFO 380,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.3,12.58,32.26,MAN Energy Solutions,Japan,U.A.E.,1705,Bulkers,
Lumoso Lestari,Bulk Carrier,31250,55677,2005,189.99,In Service,Lumoso Pratama,Tanto Intim Line,Lumoso Pratama,Indonesia,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Indonesia,1622,Bulkers,31
Yasa Kaptan Erbil,Bulk Carrier,31250,56169,2010,189.99,In Service,Yasa Shipping,Yasa Shipping,Yasa Shipping,Turkey,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.25,MAN Energy Solutions,Japan,Turkey,1774,Bulkers,31
Fortune Wing,Bulk Carrier,31250,55650,2011,189.99,In Service,Cido Shipping,Cido Shipping,Pacific Carriers,Hong Kong,,IFO 180,Diesel 2-Stroke,,,,9473,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,South Korea,1759,Bulkers,31
Triton Swallow,Bulk Carrier,31250,55580,2011,189.99,In Service,Triton Navigation,Sumitomo Corp,,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1760,Bulkers,31
Nord Fuji,Bulk Carrier,31250,55628,2011,189.99,In Service,Norden A/S,Norden A/S,Norden A/S,Panama,,IFO 180,Diesel 2-Stroke,,,1590,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Denmark,1761,Bulkers,31
Fortune Bird,Bulk Carrier,31248,55640,2010,189.99,In Service,Cido Shipping,Cido Shipping,,Hong Kong,,IFO 180,Diesel 2-Stroke,,,,9473,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,South Korea,1758,Bulkers,31
Feronia,Bulk Carrier,31247,56058,2007,189.99,In Service,TST Group,TST Group,TST Group,Malta,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1653,Bulkers,29
Thor Monadic,Bulk Carrier,31247,56026,2006,189.99,In Service,Thoresen Shpg Sing,Thoresen Thai Agen,Thoresen Shpg Sing,Singapore,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Thailand,1627,Bulkers,31
Meghna Harmony,Bulk Carrier,31247,56042,2006,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Bangladesh,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1628,Bulkers,31.5
Abdul Hamid,Bulk Carrier,31247,56011,2005,189.99,In Service,Gurita Lintas,Gurita Lintas,Gurita Lintas,Indonesia,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.1,12.55,32.26,MAN Energy Solutions,Japan,Indonesia,1618,Bulkers,31.5
Thor Magnhild,Bulk Carrier,31247,56023,2006,189.99,In Service,Thoresen Shpg Sing,Thoresen Thai Agen,Thoresen Shpg Sing,Singapore,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Thailand,1614,Bulkers,31
Ibrahim Jahan,Bulk Carrier,31247,56034,2005,189.99,In Service,Brave Royal Shipping,Kabir Steel,Brave Royal Shipping,Bangladesh,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1589,Bulkers,31
Windsor Adventure,Bulk Carrier,31247,55975,2008,189.99,In Service,Keymax Maritime,Keymax Group,Fednav,South Africa,,IFO 180,Diesel 2-Stroke,,,1830,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1666,Bulkers,31
Royal Fairness,Bulk Carrier,31246,55654,2011,189.99,In Service,MMSL Japan,Marubeni Corp,MMSL Japan,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9473,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1749,Bulkers,31
Nippon Maru,Bulk Carrier,31244,55581,2011,189.99,In Service,Hayama Senpaku KK,Hayama Senpaku KK,Hayama Senpaku KK,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1740,Bulkers,31
Unity,Bulk Carrier,31244,56017,2007,189.99,In Service,Mariteam Services,Mariteam Services,Mariteam Services,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1657,Bulkers,31
New Galaxy,Bulk Carrier,31244,55594,2011,189.99,In Service,New Vision Shpg,New Vision Shpg,New Vision Shpg,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1727,Bulkers,31
Tegea,Bulk Carrier,31243,55616,2011,189.99,In Service,Equinox Maritime,Equinox Maritime,Equinox Maritime,Cayman Islands,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1739,Bulkers,31
Luzon,Bulk Carrier,31243,55657,2010,189.99,In Service,Unisea Shipping,Unisea Shipping,Unisea Shipping,Liberia,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1756,Bulkers,31
Lumoso Karunia VIII,Bulk Carrier,31243,55610,2010,189.99,In Service,Lumoso Pratama,Tanto Intim Line,Lumoso Pratama,Indonesia,,IFO 180,Diesel 2-Stroke,,,2400,9475,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Indonesia,1738,Bulkers,31
PPS Tomo,Bulk Carrier,31243,55621,2010,189.99,In Service,Punggol Park,Punggol Park,Punggol Park,Singapore,,IFO 380,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,India,1755,Bulkers,31
Gant Muse,Bulk Carrier,31242,56024,2004,189.99,In Service,Th. Giavridis Bros.,Th. Giavridis Bros.,Th. Giavridis Bros.,Liberia,,IFO 180,Diesel 2-Stroke,,,1440,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1577,Bulkers,31
SSI Challenger,Bulk Carrier,31242,56042,2004,189.99,In Service,Densay Shpg & T'dg,Densay Group,Densay Shpg & T'dg,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Turkey,1578,Bulkers,31
Ocean Grace,Bulk Carrier,31242,56029,2005,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1582,Bulkers,31
Captain Karam,Bulk Carrier,31242,56018,2006,189.99,In Service,Nomikos Transworld,Nomikos Transworld,Nomikos Transworld,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1612,Bulkers,31
MDM Baluran,Bulk Carrier,31241,53297,2011,189.99,In Service,Meratus Advance Mari,Meratus Advance Mari,Meratus Advance Mari,Liberia,Fitted,IFO 180,Diesel 2-Stroke,,,3120,9473,IFO 380,,,,,35,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,12.49,32.26,MAN Energy Solutions,China P.R.,Indonesia,DY117,Bulkers,31
Aqua Atlantic,Bulk Carrier,31240,55499,2010,189.99,In Service,Kotoku Kaiun KK,Kotoku Kaiun KK,Kotoku Kaiun KK,Bahamas,,IFO 380,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1746,Bulkers,31
Alam Manis,Bulk Carrier,31238,55652,2007,189.99,In Service,Chiba Shipping,Chiba Shipping,Malaysian BC,Singapore,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1692,Bulkers,32.5
African Blue Crane,Bulk Carrier,31238,55970,2007,189.99,In Service,Orient Line Co. Ltd.,Orient Line Co. Ltd.,MUR Shipping BV,Bahamas,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1664,Bulkers,31
Sri Ganesh,Bulk Carrier,31238,56039,2007,189.99,In Service,Mercator,Mercator,Mercator,India,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,12.55,32.26,MAN Energy Solutions,Japan,India,1650,Bulkers,33
Aquitania,Bulk Carrier,31238,55916,2006,189.99,In Service,British Marine,British Marine,British Marine,United Kingdom,Fitted,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1651,Bulkers,31
Orion,Bulk Carrier,31236,56071,2007,189.99,In Service,Seastar Chartering,Seastar Chartering,Seastar Chartering,Liberia,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1639,Bulkers,31
Mighty Ocean,Bulk Carrier,31236,56083,2007,189.99,In Service,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Panama,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1640,Bulkers,31
Torenia,Bulk Carrier,31236,56049,2007,189.99,In Service,Yamamaru Kisen,Yamamaru Kisen,Yamamaru Kisen,Panama,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.1,12.55,32.26,MAN Energy Solutions,Japan,Japan,1648,Bulkers,32.9
Christinab,Bulk Carrier,31236,56071,2007,189.99,In Service,Technomar Shipping,Technomar Shipping,Technomar Shipping,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1649,Bulkers,31
Icarius,Bulk Carrier,31236,55921,2007,189.99,In Service,Frangoulis S/Mgmt,Frangoulis S/Mgmt,Frangoulis S/Mgmt,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1638,Bulkers,31
Vinalines Sunrise,Bulk Carrier,31236,56057,2006,189.99,In Service,Vinalines,Vinalines,Vinalines,Vietnam,,IFO 180,Diesel 2-Stroke,,,1650,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Vietnam,1636,Bulkers,31
Jahan Brothers II,Bulk Carrier,31236,56014,2008,189.99,In Service,Brave Royal Shipping,Kabir Steel,Brave Royal Shipping,Panama,,IFO 180,Diesel 2-Stroke,,,,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.7,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1662,Bulkers,31.5
Lumoso Berkat,Bulk Carrier,31236,56610,2007,189.99,In Service,Lumoso Pratama,Tanto Intim Line,Lumoso Pratama,Indonesia,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Indonesia,1671,Bulkers,31
Orange River,Bulk Carrier,31236,55687,2007,189.99,In Service,Pacific Basin Shpg,Pacific Basin Shpg,Pacific Basin Shpg,Hong Kong,Fitted,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Hong Kong,1590,Bulkers,31
Kitakami,Bulk Carrier,31236,55668,2009,189.99,In Service,U.S. Bank,U.S. Bancorp,,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.57,32.26,MAN Energy Solutions,Japan,United States,1703,Bulkers,31
Coral Breeze,Bulk Carrier,31236,55582,2009,189.99,In Service,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.4,12.57,32.26,MAN Energy Solutions,Japan,Japan,1719,Bulkers,31
Nord Emperor,Bulk Carrier,31236,55692,2010,189.99,In Service,Marubeni Corp,Marubeni Corp,Marubeni Corp,Panama,,IFO 180,Diesel 2-Stroke,,,1650,9475,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1744,Bulkers,31
Cerulean Phoenix,Bulk Carrier,31236,55691,2009,189.99,In Service,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1824,Bulkers,31
Nafisa Jahan,Bulk Carrier,31236,56070,2006,189.99,In Service,Brave Royal Shipping,Kabir Steel,Brave Royal Shipping,Bangladesh,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1613,Bulkers,31
Columbia River,Bulk Carrier,31236,56013,2006,189.99,In Service,Pacific Basin Shpg,Pacific Basin Shpg,Pacific Basin Shpg,Hong Kong,Fitted,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Hong Kong,1643,Bulkers,31
Akij Heritage,Bulk Carrier,31236,56055,2008,189.99,In Service,Alunited Maritime,Alunited Maritime,Alunited Maritime,Bangladesh,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1655,Bulkers,31
Kouroupi,Bulk Carrier,31236,56047,2008,189.99,In Service,Franco Comp. Nav.,Franco Comp. Nav.,Franco Comp. Nav.,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1656,Bulkers,31
Royal Epic,Bulk Carrier,31236,56026,2008,189.99,In Service,Tokei Kaiun,Tokei Kaiun,Tokei Kaiun,Panama,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1661,Bulkers,31
Agia Eirini Force,Bulk Carrier,31236,55624,2008,189.99,In Service,Polforce Shpg.,Polforce Shpg.,Polforce Shpg.,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1674,Bulkers,28.5
Noble Halo,Bulk Carrier,31236,56089,2008,189.99,In Service,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Panama,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1625,Bulkers,31
Meghna Energy,Bulk Carrier,31236,55641,2008,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Bangladesh,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1685,Bulkers,31
Anikitos,Bulk Carrier,31236,55666,2009,189.99,In Service,August Marine Ltd.,August Marine Ltd.,August Marine Ltd.,Cyprus,,IFO 180,Diesel 2-Stroke,,,1600,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Greece,1701,Bulkers,31
Advance,Bulk Carrier,31236,55638,2007,189.99,In Service,Target Marine,Target Marine,Target Marine,Liberia,,IFO 180,Diesel 2-Stroke,,,1650,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.57,32.26,MAN Energy Solutions,Japan,Greece,1722,Bulkers,31.2
Elizabeth River,Bulk Carrier,31235,56035,2005,189.99,In Service,Pacific Basin Shpg,Pacific Basin Shpg,Pacific Basin Shpg,Hong Kong,Fitted,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Hong Kong,1594,Bulkers,31
Ocean Glory,Bulk Carrier,31234,55903,2006,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1658,Bulkers,31.5
Ocean Pride,Bulk Carrier,31234,56045,2006,189.99,In Service,Meghna Marine,Meghna Group,Meghna Marine,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Bangladesh,1644,Bulkers,31
Atlantic Maya,Bulk Carrier,31232,56052,2005,189.99,In Service,Pacific Carriers,Pacific Carriers,Pacific Carriers,Singapore,,IFO 180,Diesel 2-Stroke,,,,9480,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,12.55,32.26,MAN Energy Solutions,Japan,Singapore,1597,Bulkers,30
Spring Hawk,Bulk Carrier,31232,55688,2010,189.99,In Service,Tsurumi Kisen,Tsurumi Kisen,Tsurumi Kisen,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9475,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1720,Bulkers,31
Nord Trust,Bulk Carrier,31232,55693,2009,189.99,In Service,MK Ship Management,Keymax Group,MK Ship Management,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,12.55,32.26,MAN Energy Solutions,Japan,Japan,1710,Bulkers,31.2
