Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Patriot,Chem Parcel Tanker,4472,7758,1990,106.5,In Service,PML Co Ltd,PML Co Ltd,PML Co Ltd,Russia,,IFO 380,Diesel 2-Stroke,,,,3089,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13,7.19,18.2,MAN Energy Solutions,Japan,Russia,352,Chemical Tankers,9.4
Gem Feeder,Chem Parcel Tanker,4984,9141,1990,113.95,In Service,Trump Marine,Trump Marine,Trump Marine,Panama,,IFO 380,Diesel 2-Stroke,,,,3354,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13,7.91,18.4,MAN Energy Solutions,Japan,Taiwan,983,Chemical Tankers,11
Yong Hua 156,Chem Parcel Tanker,4801,7974,1991,111.3,In Service,Yonghua Shipping,Yonghua Shipping,SC Shipping,China P.R.,,IFO 180,Diesel 2-Stroke,,,,3089,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,12.5,7.31,18.2,Mitsubishi HI,Japan,China P.R.,355,Chemical Tankers,12.3
Patriot Bahagia,Tanker,3727,6500,1991,104.02,Laid Up,Indo Mega Maritim,Indo Mega Maritim,,Indonesia,,IFO 380,Diesel 4-Stroke,,,,2611,Unspec,,,,,0,,N,ESL16MK2,ESL,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Blackstone,10,8,16.81,Blackstone,Malaysia,Indonesia,44,Product Tankers,8
Lotus River,Chem Parcel Tanker,4521,8073,1991,108,In Service,Vanguard Shipping,Vanguard Shipping,Vanguard Shipping,Sierra Leone,,IFO 380,Diesel 2-Stroke,,,,3089,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,13,7.22,18.2,Mitsubishi HI,Japan,Taiwan,1610,Chemical Tankers,12
Get Luck,Chem Parcel Tanker,4974,8789,1991,113.95,In Service,Billion Star Marine,Billion Star Marine,Billion Star Marine,Panama,,IFO 380,Diesel 2-Stroke,,,,3016,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,14.2,7.91,18.4,MAN Energy Solutions,Japan,Taiwan,985,Chemical Tankers,12.8
Dawn Luck,Chemical & Oil Carrier,3685,6349,1991,105,In Service,Ever Union Int,Ever Union Int,Ever Union Int,Panama,,IFO 380,Diesel 4-Stroke,,,,2427,Unspec,,,,,0,,N,6EL40,EL40,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,12.2,6.04,16,Hanshin,Japan,China P.R.,365,Product Tankers,9
Parsa,Chem Parcel Tanker,4988,8224,1991,115.2,In Service,Beykar Denizcilik,Beykar Denizcilik,Beykar Denizcilik,Turkey,,IFO 380,Diesel 2-Stroke,,,,3360,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13,7.73,18.15,MAN Energy Solutions,Japan,Turkey,292,Chemical Tankers,14.5
New Energy,Tanker,3575,5953,1993,89.97,In Service,Energy Shipping,Energy Shipping,Energy Shipping,Taiwan,,IFO 380,Diesel 4-Stroke,,,,2427,Unspec,,,,,0,,N,A41,A41,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Akasaka,11.5,6.42,17.5,Akasaka,Japan,Taiwan,306,Product Tankers,
Germes,Chem Parcel Tanker,3267,4999,1992,97.81,In Service,Niko OOO,Niko OOO,Niko OOO,Russia,,IFO 380,Diesel 2-Stroke,,,,2063,Unspec,,,,,0,,N,6L35MC-E Mk3,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,12.5,6.51,16,MAN Energy Solutions,Japan,Russia,332,Chemical Tankers,7.2
Pornnutcha 3,Tanker,2995,5489,1992,104.92,In Service,PINK Transport,PINK Transport,PINK Transport,Thailand,,IFO 380,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,6EL44,EL44,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13.3,6.72,15.2,Hanshin,Japan,Thailand,2742,Product Tankers,
Glorisky,Chem Parcel Tanker,3853,5749,1992,99.9,In Service,Stukita Shipping,Stukita Shipping,Stukita Shipping,Sierra Leone,,IFO 180,Diesel 2-Stroke,,,,2574,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,12.75,6.76,16.8,Mitsubishi HI,Japan,Cyprus,1167,Chemical Tankers,9.7
Ark Pioneer,Chem Parcel Tanker,4526,7877,1992,108,In Service,Epic Overseas,Epic Overseas,Epic Overseas,India,,IFO 380,Diesel 2-Stroke,,,,3087,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,13,7.23,18.22,Mitsubishi HI,Japan,India,1613,Chemical Tankers,11.2
Searich,Chemical & Oil Carrier,3240,4999,1992,99.8,In Service,Unknown,Unknown,,Panama,,IFO 380,Diesel 2-Stroke,,,,2188,Unspec,,,,,0,,N,6S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12.4,5.97,15.8,MAN Energy Solutions,South Korea,Unknown,379,Product Tankers,8
Taurus,Chemical Bulk Tanker,6534,10776,1993,129.05,In Service,Salmar Shipping,Salmar Shipping,Prime Shipping Co,Russia,,IFO 380,Diesel 4-Stroke,,,,3295,Unspec,,,,,0,,N,9M453C,M453,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,MaK,12.5,8.12,18.3,Caterpillar,Norway,Greece,254,Chemical Tankers,11
Kapidag,Chem Parcel Tanker,5499,8674,1993,113.64,In Service,Hicri Ercili,Hicri Ercili,Hicri Ercili,Panama,,IFO 380,Diesel 4-Stroke,,,,5280,MDO,,,,,0,,N,8L38,38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,13.2,8.01,17.5,Wartsila,Netherlands,Turkey,257,Chemical Tankers,15
Aysenaz,Chem Parcel Tanker,5401,9108,1993,113.64,In Service,Hicri Ercili,Hicri Ercili,Hicri Ercili,Turkey,,IFO 380,Diesel 4-Stroke,,,,3642,Unspec,,,,,0,,N,BRM-9,BRM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ulstein Bergen,13.2,8,17.5,Rolls-Royce,Netherlands,Turkey,258,Chemical Tankers,15
Patriot Ceria,Product Carrier,3727,7033,1992,104.3,In Service,Indo Mega Maritim,Indo Mega Maritim,Indo Mega Maritim,Indonesia,,IFO 380,Diesel 4-Stroke,,,,2574,Unspec,,,,,0,,N,ESL16MK2,ESL,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Blackstone,10,6.73,16.8,Blackstone,Malaysia,Indonesia,45,Product Tankers,9
Syatt,Product Carrier,4744,5895,1992,102.64,In Service,Ocean Grow,Ocean Grow,Ocean Grow,Panama,,IFO 380,Diesel 2-Stroke,,,,3604,Unspec,,,,,0,,N,7UEC37LA,UEC37,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,Mitsubishi,13.5,7.01,16.8,Mitsubishi HI,Japan,Taiwan,4862,Product Tankers,
Chloe,Tanker,3338,5800,1992,96.2,Idle,Unknown,Unknown,,Togo,,IFO 180,Diesel 4-Stroke,,,,2205,MGO,,,,,0,,N,6M453C,M453,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,12.5,6.55,16.07,Caterpillar,United Kingdom,Unknown,173,Product Tankers,
Infinite Luck,Chem Parcel Tanker,4623,7902,1992,112.09,In Service,Uniform Shipping,Uniform Shipping,Uniform Shipping,Panama,,MDO,Diesel 2-Stroke,,,,2993,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,12.75,6.94,18.6,Mitsubishi HI,Japan,Hong Kong,411,Chemical Tankers,11.5
Liquid Era,Chem Parcel Tanker,4989,9035,1992,111.56,Idle,Elmira Shipping,Elmira Shipping,,Palau,,IFO 380,Diesel 2-Stroke,,,,3530,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13.4,7.6,18.8,MAN Energy Solutions,Japan,Greece,365,Chemical Tankers,13
Keoje Kirin,Tanker,3058,5300,1993,105,In Service,Keoje Marine,Keoje Marine,Keoje Marine,Mongolia,,IFO 380,Diesel 2-Stroke,,,,2942,Unspec,,,,,0,,N,5L35MC Mk1,L35,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,13.7,6.15,15.38,MAN Energy Solutions,Japan,South Korea,358,Product Tankers,
Audrey,Product Carrier,2992,5398,1993,105.29,In Service,PT Bahari Nusantara,PT Bahari Nusantara,PT Bahari Nusantara,Indonesia,,,Diesel 4-Stroke,,,478,2942,Unspec,,,,,0,,N,6EL44,EL44,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13,6.74,15.52,Hanshin,Japan,Indonesia,582,Product Tankers,
Pornnutcha 5,Tanker,2998,5494,1993,104.52,Idle,PINK Transport,PINK Transport,,Thailand,,IFO 380,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,A45,A45,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Akasaka,13.3,6.7,15.2,Akasaka,Japan,Thailand,2773,Product Tankers,
Au Aries,Chem Parcel Tanker,3679,9061,1992,111.56,In Service,ICOF Shipping,ICOF Shipping,ICOF Shipping,Indonesia,,IFO 180,Diesel 2-Stroke,,,1323,2971,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13,7.61,18.8,MAN Energy Solutions,Japan,Singapore,366,Chemical Tankers,12
Glorisilver,Chem Parcel Tanker,3679,5457,1992,103.98,In Service,Stukita Shipping,Stukita Shipping,Stukita Shipping,Sierra Leone,,IFO 180,Diesel 4-Stroke,,,,2960,MGO,,,,,0,,N,8R32D,VASA 32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.41,15.85,Wartsila,Italy,Cyprus,761,Chemical Tankers,12
Narlica,Chem Parcel Tanker,3679,5430,1992,103.98,In Service,Beykim Petrolculuk,Beykim Petrolculuk,Beykim Petrolculuk,Turkey,,IFO 180,Diesel 4-Stroke,,,,2971,Unspec,,,,,0,,N,8R32D,VASA 32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.41,15.85,Wartsila,Italy,Turkey,762,Chemical Tankers,12
Prosperitai,Chem Parcel Tanker,5210,9202,1992,113.9,In Service,Sino Chance,Sino Chance,Sino Chance,Sierra Leone,,IFO 380,Diesel 2-Stroke,,,,3244,Unspec,,,,,0,,N,7UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,13,7.81,18.2,Mitsubishi HI,Japan,Taiwan,334,Chemical Tankers,15.1
Sea Voyager,Tanker,4176,6666,1992,109.2,Idle,Soc. Cabotage Pet.,Soc. Cabotage Pet.,,Nigeria,,IFO 180,Diesel 2-Stroke,,,,2942,MGO,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,11.7,6.75,16.5,MAN Energy Solutions,South Korea,Morocco,378,Product Tankers,8
Saphina,Product Carrier,3885,6979,1992,104.3,In Service,Marlow Shipmanagment,Marlow Shipmanagment,Marlow Shipmanagment,Panama,,IFO 380,Diesel 4-Stroke,,,,2644,Unspec,,,,,0,,N,ESL16MK2,ESL,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Blackstone,11.5,6.68,16.8,Blackstone,Malaysia,Hong Kong,52,Product Tankers,7.5
Ray Mega,Chem Parcel Tanker,3853,5737,1993,99.9,In Service,Mega Glory,Mega Glory,Mega Glory,Panama,,IFO 180,Diesel 2-Stroke,,,,2574,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,12.75,6.76,16.8,Mitsubishi HI,Japan,Hong Kong,1170,Chemical Tankers,9.7
Kurau/Pertamina 59,Tanker,4731,6500,1993,105,In Service,Pertamina Direktorat,Pertamina,Pertamina Direktorat,Indonesia,,IFO 380,Diesel 2-Stroke,,,,2575,Unspec,,,,,0,,N,8S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12,6.49,18.8,MAN Energy Solutions,Indonesia,Indonesia,99,Product Tankers,9.5
Heroine Luck,Chem Parcel Tanker,5019,9149,1993,111.56,In Service,Uniform Shipping,Uniform Shipping,Uniform Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,,3604,Unspec,,,,,0,,N,7UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,13.3,7.63,18.8,Mitsubishi HI,Japan,Hong Kong,367,Chemical Tankers,13
Bountiful 5,Tanker,2990,5385,1992,104.52,In Service,Gold Advance Corp,Gold Advance Corp,Gold Advance Corp,Sierra Leone,,IFO 380,Diesel 4-Stroke,,,,3310,Unspec,,,,,0,,N,6LF50A,LF50,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13.2,6.79,15.2,Hanshin,Japan,Taiwan,2747,Product Tankers,11
Kun Shan,Chemical & Oil Carrier,2920,4999,1993,103,In Service,Houyou Kaiun K.K.,Houyou Kaiun K.K.,Houyou Kaiun K.K.,Malaysia,,IFO 380,Diesel 4-Stroke,,,706,2942,Unspec,,,,,0,,N,6EL44,EL44,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13.3,6.44,15,Hanshin,Japan,Japan,415,Product Tankers,
Vemaoil XXIII,Chem Parcel Tanker,4893,8256,1994,110.5,In Service,Queensway Nav,Queensway Nav,Queensway Nav,Malta,,IFO 380,Diesel 2-Stroke,,,,3089,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,12.9,7.5,18.2,Mitsubishi HI,Japan,Greece,1177,Chemical Tankers,13
Attair,Product Carrier,4842,6417,1993,101.6,Idle,Emirates Shipping,Emirates Shipping,,Panama,,IFO 180,Diesel 4-Stroke,,,,2611,Unspec,,,,,0,,N,ESL16MK2,ESL,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Blackstone,12,6.85,17.5,Blackstone,Malaysia,U.A.E.,54,Product Tankers,12
Soon Faat 66,Tanker,2972,5552,1993,102.21,Idle,Billion Star Marine,Billion Star Marine,,Sierra Leone,,IFO 380,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,6LF50,LF50,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13.5,6.55,15.5,Hanshin,Japan,Taiwan,374,Product Tankers,
Paphatsorn,Tanker,2999,5080,1993,104.97,In Service,Unknown,Unknown,,Thailand,,IFO 380,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,6LF50,LF50,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,13.9,6.4,15.4,Hanshin,Japan,Unknown,377,Product Tankers,
Marmara,Chem Parcel Tanker,3335,4852,1996,96.9,In Service,Gemiciler Denizcilik,Gemiciler Denizcilik,Gemiciler Denizcilik,Malta,,IFO 380,Diesel 2-Stroke,,,,2555,,,,,,0,,N,7S26MC Mk3,S26,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,12,6.41,16,MAN Energy Solutions,Singapore,Turkey,118,Chemical Tankers,11
Catur Samudra,Methanol Carrier,4455,5500,1994,100,In Service,Humpuss Intermoda,Humpuss Intermoda,Humpuss Intermoda,Indonesia,,,Diesel 4-Stroke,,,753,1673,Unspec,,,,,0,,N,6SW280,SW280,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Stork Werkspoor,10,5.5,19.52,Wartsila,Malaysia,Indonesia,57,Product Tankers,
June Luck,Tanker,2998,5671,1993,103.66,In Service,Morning On Corp,Morning On Corp,Morning On Corp,Sierra Leone,,IFO 380,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,6DLM-40,DLM,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Daihatsu,13.5,6.9,15.5,Daihatsu,Japan,Hong Kong,552,Product Tankers,
Surya Chandra,Tanker,4629,6863,1994,102.47,In Service,APOL,APOL,APOL,Indonesia,,IFO 380,Diesel 4-Stroke,,,,2501,Unspec,,,,,0,,N,6N280-EN,N280,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,,6.01,18.8,Yanmar,Singapore,Indonesia,1042,Product Tankers,
Shatt Alarab 1,Tanker,6922,9917,1995,128.2,Idle,Babil Marine,Babil Marine,,Unknown,,IFO 380,Diesel 4-Stroke,,,,6400,Unspec,,,,,0,,N,8ATL-25H,25H,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Sulzer,12.5,6.08,20.5,Sulzer,Argentina,U.A.E.,157,Product Tankers,14
Fadl-e-Rabbi,Chemical Bulk Tanker,5387,9141,1993,112.02,Under Arrest,Seven Seas Line,Seven Seas Line,,Panama,,IFO 380,Diesel 2-Stroke,,,,3354,Unspec,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,12.5,7.79,18.6,MAN Energy Solutions,Japan,Singapore,431,Chemical Tankers,
Viveka,Asphalt & Bitumen Carrier,5942,9776,1994,121,In Service,Maritec NV,Maritec NV,Maritec NV,Panama,,IFO 180,Diesel 4-Stroke,,,,3273,,,,,,0,,N,8R32E,VASA 32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,12.5,7.4,18.5,Wartsila,Spain,Belgium,225,Product Tankers,13
Aitens,Tanker,3449,5577,1993,104.7,In Service,Unknown,Unknown,,Greece,,IFO 380,Diesel 4-Stroke,,,800,2574,Unspec,,,,,0,,N,A45,A45,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Akasaka,13,7.15,15.4,Akasaka,Japan,Unknown,312,Product Tankers,11
Wila,Chemical Bulk Tanker,5431,8055,1997,109,In Service,Palermo SA,Palermo SA,Palermo SA,Liberia,,IFO 180,Diesel 2-Stroke,,,1650,2506,MGO,,,,,0,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,14.2,7.65,18.6,MAN Energy Solutions,Russia,Greece,2720,Chemical Tankers,12.5
Olamiposi,Product Carrier,3581,6033,1994,93.5,Laid Up,Seajammer,Seajammer,,Nigeria,,,Diesel 4-Stroke,,,,1993,MGO,,,,,0,,N,6R32,VASA 32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,6.35,17.5,Wartsila,Malaysia,Nigeria,60,Product Tankers,
PV Alliance,Product Carrier,3581,6012,1994,93.5,Idle,Alliance Maritime,Alliance Maritime,,Vietnam,,,Diesel 4-Stroke,,,,2221,MGO,,,,,0,,N,6R32,VASA 32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,6.35,17.5,Wartsila,Malaysia,Vietnam,61,Product Tankers,9
Alatepe,Chem Parcel Tanker,4450,6240,1995,115.5,In Service,Beykar Denizcilik,Beykar Denizcilik,Beykar Denizcilik,Turkey,,IFO 380,Diesel 4-Stroke,,,,3691,MGO,,,,,0,,N,9R32D,VASA 32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,14,6.33,16,Wartsila,Italy,Turkey,244,Chemical Tankers,12
Kaiko Maru,Chemical Unknown Carrier,2973,4991,1994,104.98,In Service,Showa Nittan Corp,Showa Nittan Corp,Showa Nittan Corp,Japan,,IFO 380,Diesel 2-Stroke,,,,2942,Unspec,,,,,0,,N,5L35MC Mk1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13.6,6.22,15.38,MAN Energy Solutions,Japan,Japan,365,Chemical Tankers,
Al Ezz Al Saudi,Product Carrier,3478,4913,1994,104.52,In Service,Intl Bunkering,Intl Bunkering,Intl Bunkering,Saudi Arabia,,IFO 380,Diesel 4-Stroke,,,,3309,Unspec,,,,,0,,N,6LH46LAG,LH46,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,14,6.55,15.6,Hanshin,Japan,Saudi Arabia,2838,Product Tankers,12.4
Marwah 8,Chemical & Oil Carrier,4228,6506,1995,110,In Service,Saudi Shipping & Mar,Saudi Shipping & Mar,Saudi Shipping & Mar,Saudi Arabia,,IFO 380,Diesel 2-Stroke,,,,2405,IFO 380,,,,,0,10,N,6S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12.2,6.76,16.06,MAN Energy Solutions,Japan,Saudi Arabia,1183,Product Tankers,9.19
Twins Bull,Chemical & Oil Carrier,4228,6502,1995,110,In Service,Unknown,Unknown,,Palau,,IFO 380,Diesel 2-Stroke,,,,2045,Unspec,,,,,0,10,N,6S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12.2,6.76,16.06,MAN Energy Solutions,Japan,Unknown,1184,Product Tankers,9.19
NGOL Dande 1,Product Carrier,3984,6512,1995,109.5,Idle,Sonaship Navigation,Sonangol,,Togo,,IFO 180,Diesel 2-Stroke,,,2613,2405,,,,,,0,9.96,N,6S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12,6.81,16.06,MAN Energy Solutions,South Korea,Angola,5,Product Tankers,9
Victoria 267,Product Carrier,3984,6525,1996,109.5,In Service,Vivcore,Vivcore,Vivcore,Panama,,IFO 380,Diesel 2-Stroke,,,,2405,Unspec,,,,,0,9.96,N,6S26MC Mk3,S26,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W.,12,6.81,16.08,MAN Energy Solutions,South Korea,Maldive Is.,6,Product Tankers,10
Sea Star,Tanker,2528,5504,1993,91.9,In Service,Unknown,Unknown,,Cambodia,,IFO 380,Diesel 4-Stroke,,,,2059,,,,,,0,,N,6M28AFTE,AFTE,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Niigata,10,5,19.5,IHI Power Systems,South Korea,Unknown,9139,Product Tankers,7.68
Rennes,Oil & Liquid Gas Carrier,3239,5278,1994,103.55,In Service,Mare Shipmanagement,Mare Shipmanagement,Mare Shipmanagement,Liberia,,MDO,Diesel 4-Stroke,,,,2552,,,,,,0,,N,3516-TA,3516,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Caterpillar,12,5.55,14.75,Caterpillar,Netherlands,Greece,865,Product Tankers,11.5
Ahmet Telli,Chem Parcel Tanker,4050,6049,1994,114.87,In Service,Gemiciler Denizcilik,Gemiciler Denizcilik,Gemiciler Denizcilik,Turkey,,IFO 180,Diesel 4-Stroke,,,,3376,Unspec,,,,,0,,N,8R32D,VASA 32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.09,16,Wartsila,Italy,Turkey,241,Chemical Tankers,12
Lovely George,Tanker,4147,7000,1981,118.8,In Service,Unknown,Unknown,,Nigeria,,IFO 380,Diesel 4-Stroke,,,,2942,,,,,,0,,N,8MG40CX,CX,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Niigata,11.5,7.37,16.15,IHI Power Systems,Turkey,Unknown,75-1,Product Tankers,8
Ji Tai,Tanker,3507,5232,1986,107.84,In Service,Unknown,Unknown,,Mongolia,,IFO 380,Diesel 2-Stroke,,,,1500,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,Mitsubishi,12.5,6.29,15,Mitsubishi HI,Japan,Unknown,1130,Product Tankers,7.5
Hai Soon 12,Product Carrier,3243,5423,1993,101.73,In Service,Hai Soon Diesel,Hai Soon Diesel,Hai Soon Diesel,Cook Islands,,,Diesel 4-Stroke,,,,2942,Unspec,,,,,0,,N,DM47M,DM47,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Akasaka,12.7,6.66,14.6,Akasaka,Japan,Singapore,351,Product Tankers,
Jian She  9,Product Carrier,3335,5329,1987,107.42,In Service,Jiuzhou Shipping,Jiuzhou Shipping,Jiuzhou Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,2501,,,,,,0,,N,5RTA38,RTA38,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,Sulzer,13.2,6.4,15,Sulzer,China P.R.,China P.R.,701,Product Tankers,
Gulf Glow II,Product Carrier,5237,6882,1995,114.36,In Service,Glow Shipping Lines,Glow Shipping Lines,Glow Shipping Lines,Panama,,IFO 380,Diesel 4-Stroke,,,750,2536,Unspec,,,,,0,,N,6N280-EN,N280,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12,6.01,18.8,Yanmar,Singapore,U.A.E.,1045,Product Tankers,11
Jin Yuan 518,Product Carrier,3748,5158,1992,106.68,In Service,Nanjing Jinyuan Co,Nanjing Jinyuan Co,Nanjing Jinyuan Co,China P.R.,,IFO 180,Diesel 2-Stroke,,,,2210,,,,,,0,,N,Unknown,,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,HHM,11.9,5.25,17.6,CSSC,China P.R.,China P.R.,,Product Tankers,
Astrakhan City,Chemical Unknown Carrier,4407,5872,1994,138,In Service,Oil Marine Group,Oil Marine Group,AET Tankers,Russia,,MDO,Diesel 4-Stroke,,,,1764,Unspec,,,,,0,,N,8NVDS48A-2U,48,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,SKL,10.75,4.09,17,SKL,Bulgaria,Russia,107,Chemical Tankers,
Seafortune,Chem Parcel Tanker,4815,8406,1995,106.5,Idle,Zhong Fu Intl,Zhong Fu Intl,,Panama,,IFO 380,Diesel 2-Stroke,,,,3089,Unspec,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,13,7.82,18.22,Mitsubishi HI,Japan,Hong Kong,386,Chemical Tankers,12.2
