Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Swarna Jayanti,Product Carrier,57702,104903,2010,243.98,In Service,Shpg Corp of India,Shpg Corp of India,Koch Shipping,India,,IFO 380,Diesel 2-Stroke,,,3960,14280,IFO 380,,15.2,,,0,71.58,N,6S60MC-C8.2,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15.2,15.02,42,MAN Energy Solutions,South Korea,India,2136,Product Tankers,
Swarna Kamal,Product Carrier,57702,104903,2010,243.98,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,3150,14280,IFO 380,,15.2,,,0,71.58,N,6S60MC-C8.2,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15.2,15.02,42,MAN Energy Solutions,South Korea,India,2137,Product Tankers,
Desh Suraksha,Tanker,64937,115611,2011,249.98,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,3150,15820,IFO 380,,15.1,,,0,,N,7S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.1,15.12,44.04,MAN Energy Solutions,South Korea,India,2140,Crude Tankers,61
Desh Samman,Tanker,64937,115611,2011,249.98,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,3150,15820,IFO 380,,15.1,,,0,,N,7S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.1,15.12,44.04,MAN Energy Solutions,South Korea,India,2141,Crude Tankers,61
Jal Doot 1,Chem Parcel Tanker,4225,6308,2008,121.62,In Service,Folk Shipping,Folk Shipping,Folk Shipping,U.A.E.,,IFO 180,Diesel 4-Stroke,,,1545,2610,Unspec,,,,,0,,N,9H25/33P,25/33,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,HHI-EMD (HiMSEN),14,6.33,16,Hyundai HI Group,Turkey,U.A.E.,45,Chemical Tankers,
FNSA 10,Asphalt & Bitumen Carrier,4030,6453,2007,113.08,In Service,Fujairah Shpg Agy,Fujairah Shpg Agy,Fujairah Shpg Agy,U.A.E.,,,Diesel 4-Stroke,,,1653,2040,Unspec,,,,,0,,N,G8300ZC16B-1,G300,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wuxi Wandi,15,6.4,15.7,Cummins Inc,China P.R.,U.A.E.,06-007,Product Tankers,
Fortune Pacific XLIX,Asphalt & Bitumen Carrier,4032,6459,2008,113.08,In Service,PT Sukses Osean,Soechi Lines,PT Sukses Osean,Indonesia,,MDO,Diesel 4-Stroke,,,1197,1980,Unspec,,,,,0,,N,6L27/38,27/38,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN Energy Solutions,11.7,6.4,15.7,MAN Energy Solutions,China P.R.,Indonesia,06-008,Product Tankers,
Jane Asphalt,Asphalt & Bitumen Carrier,5076,6033,2008,109.99,In Service,Unknown,Unknown,,Panama,,IFO 380,Diesel 2-Stroke,,,1065,3120,IFO 380,,,,,0,,N,6UEC37LA,UEC37,Diesel 2-Stroke,"Small Product Tankers 2-9,999 dwt",,Mitsubishi,11.5,6.01,18.2,Mitsubishi HI,Japan,Unknown,402,Product Tankers,
Alpine Aqualina,Product Carrier,57237,105304,2011,243.98,In Service,Oceangold Tankers,Oceangold Tankers,ST Shipping & Trans,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,2400,14280,ULS IFO 380,,,,,0,,N,6S60MC-C8.2,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15.4,15.02,42,MAN Energy Solutions,South Korea,Greece,2115,Product Tankers,
HRA,Tanker,162203,320105,2011,333,In Service,Vanda Marine Corp,Vanda Marine Corp,Vanda Marine Corp,Malta,Pending,IFO 380,Diesel 2-Stroke,,,4440,26480,,,,,,0,,N,7RT-flex84T-D,flex84T,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Wartsila 2-stroke,15.9,22.52,60,CSSC,South Korea,Greece,5315,Crude Tankers,105
Amphitrite,Tanker,162203,320137,2010,333,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Malta,Pending,IFO 380,Diesel 2-Stroke,,,4440,26480,,,,,,0,,N,7RT-flex84T-D,flex84T,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Wartsila 2-stroke,15.9,22.49,60,CSSC,South Korea,Greece,5313,Crude Tankers,105
Stolt Fuji,Asphalt & Bitumen Carrier,5539,6065,2010,106.99,In Service,Stolt-Nielsen Trans,Stolt-Nielsen,Stolt-Nielsen Trans,United Kingdom,,IFO 380,Diesel 4-Stroke,,,1275,3060,,,,,,0,,N,9L26,26,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.5,17.59,Wartsila,China P.R.,Norway,XS-0805,Product Tankers,
Acacia Rubra,Asphalt & Bitumen Carrier,5539,6066,2011,106.84,In Service,Wisby Tankers AB,Wisby Tankers AB,Wisby Tankers AB,Malta,,IFO 380,Diesel 4-Stroke,,,1275,3060,,,,,,0,,N,9L26,26,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.5,17.6,Wartsila,China P.R.,Sweden,XS-0806,Product Tankers,
Sloman Helios,Chemical Bulk Tanker,11246,16421,2011,145.17,In Service,Sloman Neptun Schiff,Sloman Neptun Schiff,Handytankers KS,Antigua & B.,,IFO 380,Diesel 2-Stroke,,,1800,4440,IFO 380,,13,,,0,,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.4,8.8,23,MAN Energy Solutions,China P.R.,Germany,1021,Chemical Tankers,
Jey Hope,Chem Parcel Tanker,5667,8981,2008,114.4,In Service,SM Maritime,SM Maritime,SM Maritime,South Korea,,IFO 380,Diesel 2-Stroke,,,,3900,Unspec,,,,,0,,N,6L35MC6.1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13.5,7.81,18.2,MAN Energy Solutions,South Korea,South Korea,101,Chemical Tankers,
Agility,Chem Parcel Tanker,6389,7900,2008,110,In Service,Hong Lam Marine,Hong Lam Marine,,Singapore,,IFO 380,Diesel 4-Stroke,,,1200,3300,Unspec,,,,,0,,N,6DKM-36,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,12,7.8,18.6,Daihatsu,China P.R.,Singapore,6016,Chemical Tankers,
Atherina,Tanker,169919,319471,2011,339.76,In Service,Tanker Ventures Ltd,Tanker Ventures Ltd,Navig8 Tankers,Liberia,,IFO 380,Diesel 2-Stroke,,,3480,31640,IFO 380,,,,,0,,N,7RT-flex82T-A,flex82T,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Wartsila 2-stroke,15.9,22.31,60,CSSC,Unknown,Greece,2068,Crude Tankers,
Delhi,Product Carrier,2148,3600,2009,83.4,In Service,Medallion Reederei,Medallion Reederei,Medallion Reederei,Liberia,,,Diesel 4-Stroke,,,,1600,,,,,,0,,N,8L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,11,5.66,13,Wartsila,Netherlands,Germany,2006-24,Product Tankers,
Bayrakli,Product Carrier,2148,3799,2009,83.4,In Service,Arkas Petrol Urunler,Arkas Shipping,Arkas Petrol Urunler,Turkey,,IFO 180,Diesel 4-Stroke,,,,1560,,,,,,0,,N,8L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,11,5.66,12.9,Wartsila,China P.R.,Turkey,2006-25,Product Tankers,
Atlantic Breeze,Chemical & Oil Carrier,29266,49999,2007,183.17,In Service,Diamond S Shipping,Diamond S Shipping,Koch Shipping,Hong Kong,,IFO 180,Diesel 2-Stroke,,,,9960,IFO 380,,,,,0,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.21,32.24,MAN Energy Solutions,South Korea,United States,2018,Product Tankers,35
SLNC Goodwill,Chemical & Oil Carrier,30241,50326,2009,183.18,In Service,Norden A/S,Norden A/S,Patriot Contract,United States,,IFO 380,Diesel 2-Stroke,,,2664,9960,IFO 380,,,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.6,32.23,MAN Energy Solutions,China P.R.,Denmark,6130056,Product Tankers,
Phoenix Admiral,Tanker,62234,114024,2011,250,In Service,Phoenix Tankers,Mitsui OSK Lines,Phillips 66,Singapore,,IFO 380,Diesel 2-Stroke,,,2400,15820,IFO 380,,15.7,,,0,72.5,N,7S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.5,14.92,44,MAN Energy Solutions,South Korea,Japan,2196,Crude Tankers,
Seaways Milos,Chemical & Oil Carrier,30031,50378,2011,183,In Service,Intl Seaways,Intl Seaways,Intl Seaways,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2700,9480,MDO,,,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15.8,13.07,32.2,MAN Energy Solutions,South Korea,United States,S5051,Product Tankers,
Seaways Leyte,Product Carrier,42153,74192,2011,229,In Service,Intl Seaways,Intl Seaways,Panamax Intl,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,3000,9480,IFO 380,,15.8,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,15.8,14.25,32.24,MAN Energy Solutions,South Korea,United States,S5059,Product Tankers,
Seaways Samar,Product Carrier,42200,74192,2011,229,In Service,Intl Seaways,Intl Seaways,Panamax Intl,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,3000,13560,,,15.8,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,15.8,14.27,32.25,MAN Energy Solutions,South Korea,United States,S5063,Product Tankers,
BD 51,Asphalt & Bitumen Carrier,5493,6163,2009,106.84,In Service,Motardship Ltd,Motardship Ltd,Motardship Ltd,Panama,,IFO 380,Diesel 4-Stroke,,,900,3310,Unspec,,,,,0,,N,8N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,13,6.5,17.6,Yanmar,China P.R.,South Korea,2,Product Tankers,12.7
Ross Sea,Tanker,59259,114542,2011,243.8,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,,,13550,IFO 380,,15.7,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14.9,15.62,42,MAN Energy Solutions,Japan,Singapore,771,Crude Tankers,49
Leo Sun,Tanker,59180,114531,2011,243.8,In Service,Zodiac Maritime,Zodiac Maritime,,Liberia,,IFO 380,Diesel 2-Stroke,,,,13550,IFO 380,,,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14.9,15.62,42,MAN Energy Solutions,Japan,United Kingdom,772,Crude Tankers,49
FPMC P Ideal,Product Carrier,59174,114406,2012,243.8,In Service,Formosa Plastics Co,Formosa Plastics,ST Shipping & Trans,Liberia,,IFO 380,Diesel 2-Stroke,,,,13560,IFO 380,,14.5,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,14.9,15.62,42,MAN Energy Solutions,Japan,Taiwan,774,Product Tankers,49
Falcon Bay,Chemical & Oil Carrier,29130,47147,2009,183.17,In Service,Asiatic Lloyd,Asiatic Lloyd,D'Amico Soc di Nav,Singapore,,IFO 380,Diesel 2-Stroke,,,2400,8598,IFO 380,,,,,0,,N,6S50MC-C7.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.42,32.2,MAN Energy Solutions,South Korea,Germany,2199,Product Tankers,
Mariano Abasolo,Chemical & Oil Carrier,23313,37809,2009,184.32,In Service,Pemex,Pemex,Pemex,Mexico,,IFO 380,Diesel 2-Stroke,,,,7860,,,,,,0,,N,6S46MC-C,S46,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.52,27.4,MAN Energy Solutions,South Korea,Mexico,2204,Product Tankers,
RBD Gino Ferretti,Tanker,60205,107546,2011,243.8,In Service,RBD Armatori,RBD Armatori,RBD Armatori,Italy,,IFO 380,Diesel 2-Stroke,,,2040,13560,,,15.6,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.6,14.85,42,MAN Energy Solutions,Japan,Italy,1460,Crude Tankers,
Ginga Lynx,Chem Parcel Tanker,16222,26040,2009,159.98,In Service,Unix Line,Mitsui OSK Lines,MOL Chemical Tankers,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2235,7075,IFO 380,,,,,0,,N,6UEC52LA,UEC52,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,15.5,10.08,26.8,Mitsubishi HI,Japan,Japan,5493,Chemical Tankers,
Chemroute Brilliant,Chem Parcel Tanker,16360,25594,2009,159.03,In Service,Iino Kaiun Kaisha,Iino Kaiun Kaisha,Fairfield Chemical,Panama,,IFO 380,Diesel 2-Stroke,,,2340,7075,IFO 380,,,,,0,,N,6UEC52LA,UEC52,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,14.8,9.87,27.1,Mitsubishi HI,Japan,Japan,5561,Chemical Tankers,
Atalanta T,Product Carrier,28049,45971,2010,179.88,In Service,Transocean Maritime,Transocean Maritime,Maersk MR Pool,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,12.07,32.2,MAN Energy Solutions,Japan,Monaco,5601,Product Tankers,
Eagle Matsuyama,Product Carrier,28725,45992,2010,181.53,In Service,Santoku Shipping,Santoku Shipping,AET Tankers,Panama,,IFO 380,Diesel 2-Stroke,,,2400,9480,IFO 380,,,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.17,32.23,MAN Energy Solutions,Japan,Japan,5605,Product Tankers,
Argent Iris,Chem Parcel Tanker,20334,34862,2011,174.4,In Service,Unix Line,Mitsui OSK Lines,MOL Chemical Tankers,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2640,8670,IFO 380,,,,,0,,N,6UEC50LSII,UEC50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,15,11.41,27.7,Mitsubishi HI,Japan,Japan,5542,Chemical Tankers,
Alpine Marina,Chemical & Oil Carrier,29130,46162,2010,183.17,In Service,Oxygen Maritime,Oxygen Maritime,Oxygen Maritime,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,8598,,,,,,0,,N,6S50MC-C7.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.22,32.2,MAN Energy Solutions,South Korea,Greece,2143,Product Tankers,
Songa Opal,Chem Parcel Tanker,11259,17588,2009,144.06,In Service,Arne Blystad AS,Arne Blystad AS,Arne Blystad AS,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,,,4440,IFO 380,,,,,0,42,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,9.21,22.6,MAN Energy Solutions,South Korea,Norway,1206,Chemical Tankers,
Emerald,Chem Parcel Tanker,11259,17567,2009,144.06,In Service,National Shipping,National Shipping,National Shipping,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,,,4440,IFO 380,,,,,0,42,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,9.21,22.6,MAN Energy Solutions,South Korea,Argentina,1208,Chemical Tankers,
MP MR Tanker 1,Chemical & Oil Carrier,29700,51745,2011,183.31,In Service,Pallonji & Co,Pallonji & Co,Norient Product Pool,Singapore,,IFO 180,Diesel 2-Stroke,,,2400,7752,IFO 380,,15.2,,,0,,N,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,13.32,32.2,MAN Energy Solutions,South Korea,India,2197,Product Tankers,
Gagasan Johor,Chemical Bulk Tanker,5104,7618,2009,118,Under Arrest,Gagasan Carriers,Gagasan Carriers,,Malaysia,,IFO 380,Diesel 4-Stroke,,,951,2574,Unspec,,,,,0,,N,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,10,6.79,17.6,Yanmar,China P.R.,Malaysia,VXF0701,Chemical Tankers,
Shamrock Mercury,Chem Parcel Tanker,11628,19998,2010,145.5,In Service,Daitoh Trading,Daitoh Trading,Odfjell ASA,Panama,,IFO 380,Diesel 2-Stroke,,,2400,4523,IFO 380,,,,,0,,N,6S42MC7.2,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.5,9.72,23.73,MAN Energy Solutions,Japan,Japan,1725,Chemical Tankers,
Nave Polaris,Chem Parcel Tanker,17800,25029,2011,170,In Service,Navios Acquisition,Navios Holdings,Navig8 Chemicals,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,15.5,,,0,,N,6S46MC-C7.2,S46,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,15.5,10.12,26.2,MAN Energy Solutions,South Korea,Greece,494,Chemical Tankers,31
Constancy,Chem Parcel Tanker,7284,11314,2008,130.1,In Service,Adamas Marine,Hong Lam Marine,Adamas Marine,Malaysia,,IFO 180,Diesel 4-Stroke,,,1350,3298,Unspec,,,,,0,,N,6DKM-36,DKM,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,Daihatsu,13,8,18.6,Daihatsu,China P.R.,Singapore,6018,Chemical Tankers,
Angel No. 2,Chemical Bulk Tanker,5053,7739,2010,118,In Service,Angel Shipping,Angel Shipping,Dingheng Shipping,Hong Kong,,IFO 180,Diesel 4-Stroke,,,849,2968,,,,,,0,,N,9M25C,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,13,6.8,17.6,Caterpillar,China P.R.,China P.R.,XL8800-05,Chemical Tankers,
Heng Xin,Chemical Unknown Carrier,8814,13898,2010,142.6,In Service,Dingheng Shipping,Dingheng Group,Dingheng Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2400,4440,IFO 380,,,,,0,,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.5,8.62,20.8,MAN Energy Solutions,China P.R.,China P.R.,HB2001,Chemical Tankers,
Liang Sheng,Chemical Unknown Carrier,8814,13968,2010,142.6,In Service,Xuanrun Shipping,Xuanrun Shipping,Xuanrun Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2400,4440,IFO 380,,,,,0,,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.5,8.62,20.8,MAN Energy Solutions,China P.R.,China P.R.,HB2002,Chemical Tankers,
Diamond-T,Chem Parcel Tanker,17712,26215,2011,169.9,In Service,Galata Denizcilik,Galata Denizcilik,Petroruss,Panama,,IFO 380,Diesel 2-Stroke,,,2400,8280,IFO 380,,,,,0,,N,6S46MC-C8.2,S46,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,10.9,25.4,MAN Energy Solutions,Turkey,Turkey,17,Chemical Tankers,
Kalamas,Tanker,55909,105391,2011,228.6,In Service,Pleiades Shpg Agcy,Pleiades Shpg Agcy,Pleiades Shpg Agcy,Liberia,,IFO 380,Diesel 2-Stroke,,,3120,12350,IFO 380,,,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15,14.81,42,MAN Energy Solutions,Japan,Greece,1358,Crude Tankers,
Pamisos,Tanker,55909,105335,2011,228.6,In Service,Pleiades Shpg Agcy,Pleiades Shpg Agcy,Pleiades Shpg Agcy,Liberia,,IFO 380,Diesel 2-Stroke,,,3120,12350,IFO 380,,,,,0,,N,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15,14.93,42,MAN Energy Solutions,Japan,Greece,1359,Crude Tankers,
New Prospect,Tanker,156921,297934,2009,330,In Service,China VLCC,China Merchants,China VLCC,Liberia,,IFO 380,Diesel 2-Stroke,,,,25480,IFO 380,,16,,,0,,N,7S80MC6.2,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.5,21.5,60,MAN Energy Solutions,Japan,China P.R.,90,Crude Tankers,
Acacia,Chemical Unknown Carrier,8535,13566,2010,132.4,In Service,Kokuka Sangyo,Kokuka Sangyo,Kokuka Sangyo,Panama,,IFO 380,Diesel 2-Stroke,,,2400,4896,,,,,,0,,N,7S35MC7,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,8.81,20,MAN Energy Solutions,Japan,Japan,1355,Chemical Tankers,
YC Dahlia,Chemical Unknown Carrier,7072,10977,2010,121.4,In Service,Young Chang Ent,Young Chang Ent,Young Chang Ent,South Korea,,IFO 380,Diesel 2-Stroke,,,1680,4440,Unspec,,,,,0,,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,8.3,19.2,MAN Energy Solutions,South Korea,South Korea,424,Chemical Tankers,17.1
Seongho Ace,Chem Parcel Tanker,8577,13127,2009,128.6,In Service,Seong Ho Shipping,Seong Ho Shipping,JX Ocean,South Korea,,IFO 380,Diesel 2-Stroke,,,,4440,IFO 380,,,,,0,,N,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.4,8.71,20.4,MAN Energy Solutions,South Korea,South Korea,07-140,Chemical Tankers,
Stanley Park,Chem Parcel Tanker,11590,19994,2008,145.53,In Service,Zodiac Maritime,Zodiac Maritime,,United Kingdom,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,,0,,N,6S42MC7.1,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.6,9.71,23.7,MAN Energy Solutions,Japan,United Kingdom,1710,Chemical Tankers,25.3
Ebony Ray,Chem Parcel Tanker,11590,19998,2008,145.5,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,Ace Quantum,Singapore,,IFO 380,Diesel 2-Stroke,,,1500,6480,IFO 380,,,,,0,,N,6S42MC7.1,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.6,9.72,23.7,MAN Energy Solutions,Japan,Singapore,1711,Chemical Tankers,25.3
Ning Hua 421,Chem Parcel Tanker,4359,6566,2010,105.06,In Service,Nanjing Yangyang,China Merchants,Nanjing Yangyang,China P.R.,,IFO 180,Diesel 4-Stroke,,,1050,1913,,,,,,0,,N,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,,6,17.5,Daihatsu,China P.R.,China P.R.,HT0111,Chemical Tankers,
Ning Hua 423,Chem Parcel Tanker,4359,6566,2011,105.06,In Service,Nanjing Yangyang,China Merchants,Nanjing Yangyang,China P.R.,,IFO 180,Diesel 4-Stroke,,,1050,1913,,,,,,0,,N,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,,6,17.5,Daihatsu,China P.R.,China P.R.,HT0113,Chemical Tankers,
Ning Hua 424,Chem Parcel Tanker,4359,6566,2011,105.06,In Service,Nanjing Yangyang,China Merchants,Nanjing Yangyang,China P.R.,,IFO 180,Diesel 4-Stroke,,,,2500,,,,,,0,,N,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,,6,17.5,Daihatsu,China P.R.,China P.R.,HT0114,Chemical Tankers,
Melody,Chemical & Oil Carrier,24066,38499,2008,183,In Service,Roxana Shipping,Kristen Marine SA,Roxana Shipping,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1776,9480,IFO 380,,,,,0,,N,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.62,27.43,MAN Energy Solutions,China P.R.,Greece,6131014,Product Tankers,
Kirkeholmen,Chemical Bulk Tanker,11908,17091,2010,144.22,In Service,Alliance Tankers,Alliance Maritime,Alliance Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,1980,5176,IFO 380,,,,,0,,N,7S35MC7,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,8.9,23,MAN Energy Solutions,China P.R.,Netherlands,12,Chemical Tankers,20.5
Genuine Hercules,Chem Parcel Tanker,19899,33559,2013,170.17,In Service,K-Line Pte Ltd,K-Line,Hansa Tankers,Singapore,,IFO 380,Diesel 2-Stroke,,,1600,7980,IFO 380,,,,,0,,N,6UEC50LSII,UEC50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,14.8,11.32,26.63,Mitsubishi HI,Japan,Japan,532,Chemical Tankers,
Da Kun Shan,Asphalt & Bitumen Carrier,5493,6163,2009,106.84,In Service,Tianjin SW Maritime,Wideshine Enterprise,Tianjin SW Maritime,Hong Kong,,IFO 380,Diesel 4-Stroke,,,900,3310,Unspec,,,,,0,,N,8N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,13,6.5,17.6,Yanmar,China P.R.,China P.R.,GMSC-086,Product Tankers,12.7
Turmoil,Chemical & Oil Carrier,29419,50358,2011,182.5,In Service,Mitsubishi Corp,Mitsubishi Corp,Transpetrol Services,Panama,,IFO 380,Diesel 2-Stroke,,,2640,8574,,,,,,0,,N,6S50MC6.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,13.11,32.2,MAN Energy Solutions,Japan,Japan,565,Product Tankers,
Straits Energy,Oil Bunkering Tanker,4568,6190,2008,102.7,Idle,May Maritime Serv,May Maritime Serv,,Malaysia,,,Diesel 4-Stroke,,,,2610,Unspec,,,,,0,,N,9H25/33P,25/33,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,HHI-EMD (HiMSEN),12.5,6.5,17.8,Hyundai HI Group,China P.R.,Malaysia,FS1003,Product Tankers,9.8
