Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Wesley,Chemical Bulk Tanker,9382,15015,1995,145,In Service,Union Maritime Ltd,Union Maritime Ltd,Union Maritime Ltd,Marshall Is.,,IFO 380,Diesel 4-Stroke,,,2328,4854,Unspec,,,,IC,3,,Y,12V32,32,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,Wartsila 4-stroke,13.8,8.32,22.5,Wartsila,Singapore,United Kingdom,8633,Chemical Tankers,21
Mercury,Chem Parcel Tanker,4471,7100,2004,119.1,In Service,Niko Co Ltd,Niko Co Ltd,Niko Co Ltd,Russia,,IFO 380,Diesel 2-Stroke,,,,3250,Unspec,,,,IC,3,,Y,5L35MC6.1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,13.5,6.76,16.9,MAN Energy Solutions,Turkey,Russia,44,Chemical Tankers,13
Fotini Lady,Product Carrier,42058,71864,2004,228,In Service,Colonial Navigation,Colonial Navigation,Colonial Navigation,Liberia,,IFO 380,Diesel 2-Stroke,,,,13560,,,,,IC,3,32,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,15,13.85,32.24,MAN Energy Solutions,South Korea,United States,1111,Product Tankers,
Petali Lady,Product Carrier,42058,71830,2004,228,In Service,Colonial Navigation,Colonial Navigation,Clearlake Shpg,Liberia,,IFO 380,Diesel 2-Stroke,,,,13560,IFO 380,,,,IC,3,32,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.9,13.87,32.24,MAN Energy Solutions,South Korea,United States,1114,Product Tankers,
Cap Leon,Tanker,81328,159048,2003,274.3,In Service,Euronav NV,Euronav NV,Euronav NV,Liberia,,IFO 380,Diesel 2-Stroke,,,,17297,IFO 380,,15.2,,IC,3,46.5,Y,6S70MC-C7.1,S70,Diesel 2-Stroke,"Suezmax 125-199,999 dwt",,MAN B. & W.,15.7,17.02,48,MAN Energy Solutions,South Korea,Belgium,1434,Crude Tankers,
Cap Pierre,Tanker,81328,159048,2004,274.3,In Service,Euronav NV,Euronav NV,Euronav NV,Liberia,,IFO 380,Diesel 2-Stroke,,,3552,17298,IFO 380,,15.2,,IC,3,46.5,Y,6S70MC-C7.1,S70,Diesel 2-Stroke,"Suezmax 125-199,999 dwt",,MAN B. & W.,15.7,17.02,48,MAN Energy Solutions,South Korea,Belgium,1435,Crude Tankers,
Seajewel,Tanker,62877,114500,2004,249.87,In Service,Thenamaris,Thenamaris,Thenamaris,Malta,,IFO 380,Diesel 2-Stroke,,,,12879,IFO 380,,,,IC,3,,Y,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,14.92,43.8,MAN Energy Solutions,South Korea,Greece,1443,Crude Tankers,42
Seatrust,Tanker,62877,114550,2004,250,In Service,Thenamaris,Thenamaris,Thenamaris,Malta,,IFO 380,Diesel 2-Stroke,,,,12879,IFO 380,,,,IC,3,,Y,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15,14.92,43.8,MAN Energy Solutions,South Korea,Greece,1444,Crude Tankers,
Tessa PG,Chemical & Oil Carrier,4666,7010,2005,119.6,In Service,Pritchard-Gordon,Pritchard-Gordon,Pritchard-Gordon,Isle of Man,,IFO 380,Diesel 4-Stroke,,,,3840,Unspec,,,,IC,3,,Y,6M32,M32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,13,6.75,16.9,Caterpillar,Turkey,United Kingdom,127,Product Tankers,13
Minerva Helen,Tanker,58156,103643,2004,243.56,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Greece,,IFO 380,Diesel 2-Stroke,,,3762,14511,IFO 380,,15.2,,IC,3,36.5,Y,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.4,14.77,42,MAN Energy Solutions,South Korea,Greece,1451,Crude Tankers,
Minerva Eleonora,Tanker,58156,103622,2004,243.56,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Greece,,IFO 380,Diesel 2-Stroke,,,3762,14511,IFO 380,,15.2,,IC,3,36.5,Y,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15.4,14.77,42.03,MAN Energy Solutions,South Korea,Greece,1452,Crude Tankers,
Furevik,Chemical Bulk Tanker,26634,37082,2005,185.6,In Service,Furetank Rederi,Furetank Rederi,Furetank Chart,Faeroes,,IFO 180,Diesel 2-Stroke,,,,8463,IFO 380,,,,IC,3,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,15.2,10.6,31.03,MAN Energy Solutions,China P.R.,Sweden,02-0505,Chemical Tankers,
Maersk Elliot,Chemical Bulk Tanker,27335,36809,2005,186.3,In Service,Maersk Tankers,A.P. Moller Holding,Handytankers KS,Singapore,,IFO 180,Diesel 2-Stroke,,,,8463,IFO 380,,,,IC,3,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.5,10.06,31,MAN Energy Solutions,China P.R.,Denmark,02-0506,Chemical Tankers,
Rica,Chemical & Oil Carrier,693,1118,1968,59.69,In Service,Unknown,Unknown,,Cambodia,,MDO,Diesel 4-Stroke,,,,736,Unspec,,,,IC,3,,Y,6Z451AK,Z451,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,MaK,11.5,3.89,10.2,Caterpillar,Denmark,Unknown,137,Product Tankers,3.5
Surfer Rosa,Chemical & Oil Carrier,29327,46719,2004,183,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Malta,,IFO 380,Diesel 2-Stroke,,,3960,9480,IFO 380,,,,IC,3,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.6,12.2,32.2,MAN Energy Solutions,South Korea,Greece,202,Product Tankers,
Monolit Petroleum,Chem Parcel Tanker,1631,2662,1995,79.7,In Service,Monolit-D,Monolit-D,Monolit-D,Azerbaijan,,MDO,Diesel 4-Stroke,,,,1235,,,,,IC,3,,Y,SBV6M628,M628,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Deutz,11,5.01,10.94,Wartsila,Netherlands,Azerbaijan,708,Chemical Tankers,
Mozart,Chem Parcel Tanker,2199,3050,2000,93.6,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,,1980,MGO,,,,IC,3,,Y,8L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,13,4.65,12.5,MAN Energy Solutions,Netherlands,Germany,719,Chemical Tankers,8.5
Donizetti,Chem Parcel Tanker,2335,3614,2000,99.99,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,,1980,,,,,IC,3,,Y,8L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,13,4.9,12.5,MAN Energy Solutions,Czech Republic,Germany,720,Chemical Tankers,
G. Rossini,Chem Parcel Tanker,2195,3093,1998,93.63,In Service,Lukoil Oil Co,Lukoil Oil Co,Lukoil Oil Co,Russia,,IFO 380,Diesel 4-Stroke,,,,1980,,,,,IC,3,,Y,8L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,12.5,4.65,12.5,MAN Energy Solutions,Netherlands,Russia,709,Chemical Tankers,
Galaxy Eco,Chem Parcel Tanker,2349,2698,1993,89.6,In Service,Cosmos Shipping Ad,Cosmos Shipping Ad,Cosmos Shipping Ad,Bulgaria,,IFO 380,Diesel 4-Stroke,,,,2204,Unspec,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,13.5,5.22,14,Yanmar,Italy,Bulgaria,785,Chemical Tankers,10
Sarah Wonsild,Chem Parcel Tanker,2349,2698,1994,89.6,In Service,Etnea Marittima,Amoretti Armatori,ExxonMobil,Italy,,IFO 380,Diesel 4-Stroke,,,,2204,Unspec,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,13.5,5.21,14,Yanmar,Italy,Italy,786,Chemical Tankers,10
Piero N,Chem Parcel Tanker,2349,2698,1993,89.6,In Service,Giuliana Bunkeraggi,Giuliana Bunkeraggi,Giuliana Bunkeraggi,Italy,,IFO 380,Diesel 4-Stroke,,,,2204,Unspec,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,13.5,5.21,14,Yanmar,Italy,Italy,787,Chemical Tankers,10
Free Star II,Chem Parcel Tanker,2349,2698,1994,89.6,In Service,Musandam Shipping,Musandam Shipping,Musandam Shipping,Palau,,MDO,Diesel 4-Stroke,,,,2204,IFO 180,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,12.5,5.22,14,Yanmar,Italy,U.A.E.,788,Chemical Tankers,6
Coralwater,Chem Parcel Tanker,1895,3370,1998,93.44,Laid Up,Clearwater Group,Clearwater Group,GEFO,Netherlands,,MDO,Diesel 4-Stroke,,,,1192,Unspec,,,,IC,3,,Y,6MDZC,MDZC,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,A.B.C.,10.5,5,11,A.B.C.,Belgium,Netherlands,A2600,Chemical Tankers,
Kaprifol,Chemical Bulk Tanker,1845,2800,2000,89.37,In Service,Vaderotank Rederi,Vaderotank Rederi,Sea Tank Chartering,Cyprus,,IFO 380,Diesel 4-Stroke,,,,1320,MGO,,,,IC,3,,Y,8L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,11,5.1,12,Wartsila,Turkey,Sweden,46,Chemical Tankers,6
G. Puccini,Chem Parcel Tanker,2195,3053,1998,94.03,In Service,Lukoil Oil Co,Lukoil Oil Co,Lukoil Oil Co,Russia,,IFO 380,Diesel 4-Stroke,,,,1980,,,,,IC,3,,Y,8L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,11.5,4.65,12.5,MAN Energy Solutions,Netherlands,Russia,710,Chemical Tankers,
Frances Wonsild,Chem Parcel Tanker,2349,2698,1994,89.6,In Service,Nautica Mostra,Amoretti Armatori,ExxonMobil,Italy,,IFO 380,Diesel 4-Stroke,,,,2204,Unspec,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,13.5,5.22,14,Yanmar,Italy,Italy,766,Chemical Tankers,10
Bellini,Chem Parcel Tanker,2195,3050,2000,93.6,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,,1980,MGO,,,,IC,3,,Y,8L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,13,4.65,12.5,MAN Energy Solutions,Czech Republic,Germany,713,Chemical Tankers,
Elan Vital,Product Carrier,41787,71522,2003,228,In Service,Product Shpg & Trdg,Product Shpg & Trdg,Product Shpg & Trdg,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,,3060,12261,IFO 380,,,,IC,3,,Y,6S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.9,13.82,32.24,MAN Energy Solutions,South Korea,Greece,1099,Product Tankers,32
Mammad Amin Resulzadeh,Product Carrier,4606,6590,1998,129.3,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Liberia,,IFO 380,Diesel 4-Stroke,,,,1800,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,10,4.98,16.5,Caterpillar,Russia,Turkey,1,Product Tankers,10
Jaguar S,Product Carrier,4000,6590,1999,129.3,In Service,Unknown,Unknown,,Panama,,IFO 380,Diesel 4-Stroke,,,,1802,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,10,4.98,16.5,Caterpillar,Russia,Unknown,2,Product Tankers,10
Marmara Mariner,Product Carrier,4606,6620,2000,129.3,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Malta,,IFO 380,Diesel 4-Stroke,,,,1802,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,10,4.98,16.5,Caterpillar,Russia,Turkey,4,Product Tankers,10
Baltic Mariner,Product Carrier,4606,6620,2001,129.3,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Malta,,IFO 380,Diesel 4-Stroke,,,,1802,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,10,4.98,16.5,Caterpillar,Russia,Turkey,5,Product Tankers,10
Vedmata,Product Carrier,4606,6623,2002,129.3,In Service,Deep Frontline,Deep Frontline,Deep Frontline,Nigeria,,IFO 380,Diesel 4-Stroke,,,,1802,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,9,5.02,16.5,Caterpillar,Russia,Nigeria,6,Product Tankers,
Ecostory,Product Carrier,4606,6623,2002,129.3,In Service,HEC,HEC,HEC,Malta,,IFO 380,Diesel 4-Stroke,,,,1802,IFO 180,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,9,5.02,16.5,Caterpillar,Russia,Greece,7,Product Tankers,
Vishvamata,Product Carrier,4606,6625,2002,129.3,In Service,Deep Frontline,Deep Frontline,Deep Frontline,Nigeria,,IFO 380,Diesel 4-Stroke,,,,1802,,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,10.5,5.02,16.5,Caterpillar,Russia,Nigeria,8,Product Tankers,8
Prisco Alfa,Chemical Bulk Tanker,6206,8941,1998,115.3,In Service,Prisco Shipping,Prisco Shipping,Prisco Shipping,Russia,,IFO 180,Diesel 4-Stroke,,,,3957,Unspec,,,,IC,3,20.5,Y,9L32/40,32/40,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,13,8.02,18.6,MAN Energy Solutions,Spain,Russia,1568,Chemical Tankers,14
Ivan Poddubny,Chemical Bulk Tanker,3457,5500,2000,109.23,In Service,Yugbunkerservis,Yugbunkerservis,Yugbunkerservis,Russia,,MDO,Diesel 4-Stroke,,,,2721,Unspec,,,,IC,3,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,14,5.74,16,MAN Energy Solutions,Turkey,Russia,29,Chemical Tankers,10
Nikolay Shalavin,Chemical Bulk Tanker,3457,5500,2001,109.23,In Service,Far Eastern Tanker,Far Eastern Tanker,Far Eastern Tanker,Russia,,IFO 380,Diesel 2-Stroke,,,,3250,Unspec,,,,IC,3,,Y,5L35MC6.1,L35,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W.,14,5.74,16,MAN Energy Solutions,Turkey,Russia,30,Chemical Tankers,10
Karadeniz Powership Selma Sultan,Product Carrier,4606,6620,2003,129.3,In Service,Karpowership,Karadeniz Holding,Karpowership,Liberia,,MDO,Diesel 4-Stroke,,,,1802,IFO 180,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,9,5,16.5,Caterpillar,Russia,Turkey,10,Product Tankers,
East Wind II,Chemical Bulk Tanker,3490,5654,2001,109.1,In Service,Alba Petroleum,Alba Petroleum,Alba Petroleum,St. Vincent & G.,,IFO 180,Diesel 4-Stroke,,,842,1839,MGO,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,12,5.8,16,Caterpillar,Turkey,Kenya,32,Chemical Tankers,7
Ceibo,Chemical Bulk Tanker,1780,2581,1974,80.78,In Service,Unknown Nigerian,Unknown Nigerian,Unknown Nigerian,Nigeria,,IFO 380,Diesel 4-Stroke,,,,2008,,,,,IC,3,,Y,307HDK,307,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Smit-Bolnes,12.75,5.39,12.7,Royal IHC,Netherlands,Nigeria,382,Chemical Tankers,10.5
Vassilio XVIII,Asphalt & Bitumen Carrier,1530,2575,1977,69.68,Laid Up,Sanahil IO,Sanahil IO,,Togo,,MDO,Diesel 4-Stroke,,,,971,,,,,IC,3,,Y,8NVD48A-2,48,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,SKL,10,5.4,12.7,SKL,Norway,Netherlands,60,Product Tankers,2.7
West Stream,Chemical Unknown Carrier,1834,2550,1979,80.17,In Service,Fjord Shipping AS,Fjord Shipping AS,Sea Tank Chartering,Bahamas,,IFO 380,Diesel 4-Stroke,,,,1655,Unspec,,,,IC,3,,Y,KVMB-12,KVMB,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Bergen Normo,13,5.18,13.01,Rolls-Royce,Norway,Norway,262,Chemical Tankers,7
Flandriya,Tanker,2183,2800,1986,80.93,In Service,NT Bunkering,NT Bunkering,NT Bunkering,Russia,,IFO 380,Diesel 4-Stroke,,,,2251,,,,,IC,3,,Y,6R32,VASA 32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,11,5.48,14.51,Wartsila,Norway,Russia,51,Product Tankers,
Matrix Treasure,Tanker,2867,3679,1979,97.8,In Service,Matrix Energy,Matrix Energy,Matrix Energy,Nigeria,,MDO,Diesel 4-Stroke,,,636,1655,Unspec,,,,IC,3,,Y,6M453AK,M453,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MaK,13,5.8,13.71,Caterpillar,Germany,Nigeria,S180,Product Tankers,8
Neva Lux,Chemical & Oil Carrier,884,1246,1968,62.8,In Service,Lukoil Arctic,Lukoil Oil Co,Lukoil Arctic,Russia,,MGO,Diesel 4-Stroke,,,,735,Unspec,,,,IC,3,,Y,6MU451AK,MU451,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,MaK,9.5,3.75,10.52,Caterpillar,Germany,Russia,955,Product Tankers,2.75
Green 1,Asphalt & Bitumen Carrier,1838,2950,1981,76.92,In Service,Blue Bird Ships,Blue Bird Ships,Blue Bird Ships,Comoro Islands,,,Diesel 4-Stroke,,,,1986,,,,,IC,3,,Y,TBD510-6,510,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MWM,9,5.76,12.63,Caterpillar,Norway,U.A.E.,73,Product Tankers,5.8
Gektor,Tanker,2238,2898,1986,81,In Service,Morskoy Standart,Morskoy Standart,Morskoy Standart,Russia,,IFO 380,Diesel 4-Stroke,,,,2004,,,,,IC,3,,Y,6R32D,VASA 32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,5.53,13.98,Wartsila,Germany,Russia,955,Product Tankers,
Grumant,Tanker,2021,2992,1977,83,In Service,Fast Bunkering Ltd.,Fast Bunkering Ltd.,Fast Bunkering Ltd.,Lithuania,,IFO 380,Diesel 4-Stroke,,,,1839,Unspec,,,,IC,3,,Y,307HDK,307,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Smit-Bolnes,13,5.89,14.25,Royal IHC,Norway,Latvia,19,Product Tankers,11
Maria Soltin,Chem Parcel Tanker,805,1132,1972,65.81,Laid Up,Oilgate Global,Oilgate Global,,Tanzania,,MDO,Diesel 4-Stroke,,,,1140,Unspec,,,,IC,3,,Y,12V23L-VO,V23,Diesel 4-Stroke,"Small Chemical Tankers <2,000",,B. & W. Alpha,11.5,3.89,9.83,MAN Energy Solutions,Germany,Nigeria,1382,Chemical Tankers,4
Matiota,Chemical & Oil Carrier,1142,1981,1983,66,In Service,Kross-Sky Group,Kross-Sky Group,Kross-Sky Group,Angola,,MDO,Diesel 4-Stroke,,,,1103,,,,,IC,3,,Y,SBV6M628,M628,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Deutz,12.5,4.1,11,Wartsila,Norway,Angola,235,Product Tankers,5.5
Toufik Massry,Chemical & Oil Carrier,499,1220,1968,60.58,In Service,Unknown,Unknown,,Unknown,,MDO,Diesel 4-Stroke,,,,588,Unspec,,,,IC,3,,Y,8M452AK,M452,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,MaK,10.5,4.22,10.29,Caterpillar,Denmark,Unknown,284,Product Tankers,4
Gazpromneft East,Chem Parcel Tanker,1666,2774,1992,79,In Service,Gazpromneft Marine,Gazprom,Gazpromneft Marine,Russia,,MDO,Diesel 4-Stroke,,,,1324,Unspec,,,,IC,3,,Y,6L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,12.4,5.22,13,MAN Energy Solutions,Denmark,Russia,197,Chemical Tankers,6
Gazpromneft West,Chem Parcel Tanker,1666,2774,1992,79,In Service,Gazpromneft Marine,Gazprom,Gazpromneft Marine,Russia,,MDO,Diesel 4-Stroke,,,,1324,Unspec,,,,IC,3,,Y,6L28/32A,L28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN B. & W. Alpha,12.4,5.22,13,MAN Energy Solutions,Denmark,Russia,198,Chemical Tankers,6
Sepen,Chem Parcel Tanker,2701,3500,2004,92.86,In Service,Dinamarin d.o.o.,Dinamarin d.o.o.,Dinamarin d.o.o.,Croatia,,MDO,Diesel 4-Stroke,,,1240,2010,,,,,IC,3,,Y,6L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,12,5.5,14.1,MAN Energy Solutions,Turkey,Croatia,101,Chemical Tankers,8.8
Amak Swan,Chemical Bulk Tanker,2611,3476,2005,92.86,In Service,Uni-Tankers,Uni-Tankers,Uni-Tankers,Danish Int'l,,MDO,Diesel 4-Stroke,,,,2040,Unspec,,,,IC,3,,Y,6L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,13.5,5.7,14.1,MAN Energy Solutions,Turkey,Denmark,21,Chemical Tankers,10
Northsea Logic,Chem Parcel Tanker,3981,5565,2007,108.5,In Service,Clearwater Group,Clearwater Group,North Sea Tankers,Malta,,MDO,Diesel 4-Stroke,,,2241,2682,Unspec,,,,IC,3,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,16,5.7,16,MAN Energy Solutions,Turkey,Netherlands,58,Chemical Tankers,13
Susanne Theresa,Chemical Bulk Tanker,2623,3464,2006,92.86,In Service,Christiania Shipping,Christiania Shipping,Christiania Shipping,Danish Int'l,,IFO 180,Diesel 4-Stroke,,,930,1980,Unspec,,,,IC,3,,Y,6M25,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,13,5.7,14.1,Caterpillar,Turkey,Denmark,24,Chemical Tankers,9
Gizemdeniz Sultan,Chem Parcel Tanker,3934,5809,2006,105.5,In Service,Bilka Denizcilik,Bilka Denizcilik,Bilka Denizcilik,Marshall Is.,,IFO 180,Diesel 4-Stroke,,,,2995,IFO 180,,,,IC,3,,Y,6L32,32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,6.29,16.8,Wartsila,Turkey,Turkey,80,Chemical Tankers,9.3
African Chaser,Chem Parcel Tanker,4012,5812,2005,105.5,Long Term Storage (>28 days),Monjasa AS,Monjasa AS,Monjasa AS,Malta,,IFO 380,Diesel 4-Stroke,,,1170,2959,Unspec,,,,IC,3,,Y,6L32,32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,13,6.29,16.8,Wartsila,Turkey,Denmark,76,Chemical Tankers,10.5
Dugi Otok,Tanker,59315,108932,2008,247.24,In Service,Tankerska Plovidba,Tankerska Plovidba,Tankerska Plovidba,Croatia,,IFO 380,Diesel 2-Stroke,,,2880,13560,IFO 380,,,,IC,3,59.5,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,16.1,15.02,42.04,MAN Energy Solutions,Croatia,Croatia,460,Crude Tankers,
Olib,Tanker,59315,108433,2009,247.24,In Service,Tankerska Plovidba,Tankerska Plovidba,Tankerska Plovidba,Croatia,,IFO 380,Diesel 2-Stroke,,,2880,13560,,,,,IC,3,59.5,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,16.1,15.02,42,MAN Energy Solutions,Croatia,Croatia,461,Crude Tankers,
Cap Lara,Tanker,81324,158826,2007,274.2,In Service,Euronav NV,Euronav NV,Euronav NV,Greece,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,15.2,,IC,3,,Y,6S70MC-C7.1,S70,Diesel 2-Stroke,"Suezmax 125-199,999 dwt",,MAN B. & W.,15.4,17.02,48,MAN Energy Solutions,South Korea,Belgium,1602,Crude Tankers,
Maersk Brigit,Chemical Bulk Tanker,19758,29017,2006,175.24,In Service,Maersk Tankers,A.P. Moller Holding,Handytankers KS,Singapore,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,IC,3,,Y,5S50MC6.1,S50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.5,9.5,29.2,MAN Energy Solutions,China P.R.,Denmark,3130011,Chemical Tankers,
Maersk Beaufort,Chemical Bulk Tanker,19758,29015,2006,175.25,In Service,Maersk Tankers,A.P. Moller Holding,Handytankers KS,Singapore,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,IC,3,,Y,5S50MC6.1,S50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.5,9.5,29.2,MAN Energy Solutions,China P.R.,Denmark,3130012,Chemical Tankers,
Favour,Chem Parcel Tanker,3753,5820,2005,105.5,Idle,Delmar Petroleum,Delmar Petroleum,,Nigeria,,IFO 380,Diesel 4-Stroke,,,1064,2608,Unspec,,,,IC,3,,Y,9H25/33,25/33,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,HHI-EMD (HiMSEN),13,6.29,16.8,Hyundai HI Group,Turkey,Nigeria,104,Chemical Tankers,9.5
