Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Wan Hai 308,Fully Cellular Container,28150,37800,2005,221.72,In Service,V. Ships (Hamburg),V. Group,Wan Hai Lines,Madeira,,IFO 380,Diesel 2-Stroke,,2742,4620,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.5,29.8,MAN Energy Solutions,Germany,Isle of Man,112,Containerships,88
Northern Vivacity,Fully Cellular Container,28150,37800,2005,221.6,In Service,V. Ships (Hamburg),V. Group,Evergreen Marine,Madeira,,IFO 380,Diesel 2-Stroke,,2742,4989,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.8,11.4,29.8,MAN Energy Solutions,Germany,Isle of Man,114,Containerships,88
Northern Volition,Fully Cellular Container,28150,37800,2005,226.4,In Service,V. Ships (Hamburg),V. Group,CK Line,Madeira,,IFO 380,Diesel 2-Stroke,,2742,4989,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.8,11.43,29.8,MAN Energy Solutions,Germany,Isle of Man,115,Containerships,88
Xin Fu Zhou,Fully Cellular Container,66452,69023,2004,279.9,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,5618,,54803,,,,,Category II,1,55,Y,12K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,25.5,14,40.3,MAN Energy Solutions,China P.R.,China P.R.,H1353A,Containerships,202
Xin Yan Tai,Fully Cellular Container,66452,69023,2005,279.9,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,5618,,54803,,,,,Category II,1,55,Y,12K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,25.5,14,40.3,MAN Energy Solutions,China P.R.,China P.R.,H1354A,Containerships,202
Xin Chang Shu,Fully Cellular Container,66452,69023,2005,279.9,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,5688,,54803,,,,,Category II,1,55,Y,12K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,25.5,14,40.3,MAN Energy Solutions,China P.R.,China P.R.,H1355A,Containerships,202
MSC Nina F,Fully Cellular Container,9981,11798,2005,139,In Service,Technomar Shipping,Technomar Shipping,MSC,Madeira,,IFO 380,Diesel 4-Stroke,,957,,9200,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18,8.8,22.6,MAN Energy Solutions,China P.R.,Greece,2017,Containerships,37
Vega Omikron,Fully Cellular Container,9981,11500,2005,139,In Service,Vega-Reederei,Vega-Reederei,,Liberia,,IFO 380,Diesel 4-Stroke,,957,1950,9200,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18.8,8.8,22.6,MAN Energy Solutions,China P.R.,Germany,2018,Containerships,37
Contship Fun,Fully Cellular Container,9981,11836,2006,139.49,In Service,Contships Management,Contships Management,CMA CGM,Cyprus,,IFO 380,Diesel 4-Stroke,,957,1776,9200,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18.8,8.8,22.6,MAN Energy Solutions,China P.R.,Greece,2020,Containerships,37
MSC Luna F,Fully Cellular Container,9981,11500,2006,139.49,In Service,Technomar Shipping,Technomar Shipping,MSC,Madeira,,IFO 380,Diesel 4-Stroke,,957,,9600,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18.8,8.8,22.6,MAN Energy Solutions,China P.R.,Greece,2021,Containerships,37
Mizar,Fully Cellular Container,16162,17350,2005,161.3,In Service,Horst Zeppenfeld,Horst Zeppenfeld,X-Press Feeders,Liberia,,IFO 380,Diesel 2-Stroke,,1341,3520,12640,IFO 380,,,,Category II,1,,Y,8S50MC-C8.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,9.5,25,MAN Energy Solutions,China P.R.,Germany,655C,Containerships,52
Pinara,Fully Cellular Container,18334,23286,2004,175,In Service,Atlantica Shipping,Atlantica Shipping,CMA CGM,Liberia,,IFO 180,Diesel 2-Stroke,,1740,3780,15820,IFO 380,,,,Category II,1,20.8,Y,7S60MC-C7.1,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,10.9,27.4,MAN Energy Solutions,China P.R.,Norway,312,Containerships,54
Golbon,Fully Cellular Container,27800,37600,2004,221.62,Idle,HDS Lines,IRISL,HDS Lines,Iran,,IFO 380,Diesel 2-Stroke,,2724,,21249,,,,,Category II,1,,Y,7RTA72U-B,RTA72,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22.1,11,29.8,Sulzer,Germany,Iran,24,Containerships,74
Xin Bin Zhou,Fully Cellular Container,32322,39128,1999,210.88,In Service,Fujian Changan Shpg,Fujian Changan Shpg,Fujian Changan Shpg,China P.R.,,IFO 180,Diesel 2-Stroke,,2708,5280,21735,,,,,Category II,1,,Y,7S70MC-C7,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.5,12,32.26,MAN Energy Solutions,Poland,China P.R.,8184/2,Containerships,85.5
Alk,Fully Cellular Container,6704,8330,2004,132.55,In Service,Lubeca Marine,Lubeca Marine,North Sea Cont. Line,Antigua & B.,,IFO 180,Diesel 4-Stroke,,660,882,5939,,,,,Category II,1,,Y,7M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.22,19.2,Caterpillar,China P.R.,Germany,2012,Containerships,26.8
Bien Dong Mariner,Fully Cellular Container,9503,12474,2004,149.5,In Service,Bien Dong Shipping,Bien Dong Shipping,Bien Dong Shipping,Vietnam,,IFO 380,Diesel 2-Stroke,,1016,,7980,,,,,Category II,1,19.2,Y,6L50MC6.1,L50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,17.5,8.25,22.3,MAN Energy Solutions,Vietnam,Vietnam,B138/38,Containerships,30.5
Biendong Navigator,Fully Cellular Container,9503,12474,2005,149.5,In Service,Bien Dong Shipping,Bien Dong Shipping,Bien Dong Shipping,Vietnam,,IFO 380,Diesel 2-Stroke,,1016,,7980,,,,,Category II,1,19.2,Y,6L50MC6.1,L50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,17.5,8.25,22.3,MAN Energy Solutions,Vietnam,Vietnam,B183-III/9,Containerships,30.5
Shamim,Fully Cellular Container,23285,30146,2004,187.25,Idle,HDS Lines,IRISL,HDS Lines,Iran,,IFO 380,Diesel 2-Stroke,,2188,,16980,,,,,Category II,1,,Y,6L70MC6.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,20.9,11.55,29.8,MAN Energy Solutions,Germany,Iran,536,Containerships,68
Shiba,Fully Cellular Container,23289,30238,2010,187.11,In Service,HDS Lines,IRISL,HDS Lines,Iran,,IFO 380,Diesel 2-Stroke,,2188,,16980,,,,,Category II,1,,Y,6L70MC6.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,20.9,11.55,29.8,MAN Energy Solutions,Iran,Iran,101,Containerships,68
Shahr-e-Kord,Fully Cellular Container,23289,23500,2012,187.14,In Service,HDS Lines,IRISL,HDS Lines,Iran,,IFO 380,Diesel 2-Stroke,,2188,,18660,,,,,Category II,1,,Y,6L70MC-C7.2,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21,11.55,29.8,MAN Energy Solutions,Iran,Iran,104,Containerships,
Monte Cervantes,Fully Cellular Container,68500,64730,2004,272,In Service,Hamburg Sud,A.P. Moller,Hamburg Sud,Singapore,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Denmark,4096,Containerships,
Monte Olivia,Fully Cellular Container,68500,64730,2004,272,In Service,Hamburg Sud,A.P. Moller,Hamburg Sud,Singapore,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Denmark,4097,Containerships,
Monte Pascoal,Fully Cellular Container,68500,64730,2005,272,In Service,Hamburg Sud,A.P. Moller,Hamburg Sud,Singapore,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Denmark,4098,Containerships,
Monte Rosa,Fully Cellular Container,67330,64730,2005,272,In Service,Hamburg Sud,A.P. Moller,Hamburg Sud,Singapore,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Denmark,4099,Containerships,
Monte Sarmiento,Fully Cellular Container,67330,64730,2005,272,In Service,Alianca Navegacao,A.P. Moller,Alianca Navegacao,Brazil,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Germany,4100,Containerships,
Monte Verde,Fully Cellular Container,67330,64730,2005,272,In Service,Hamburg Sud,A.P. Moller,Hamburg Sud,Singapore,,IFO 380,Diesel 2-Stroke,,5552,,45099,MDO,,,,Category II,1,55,Y,8RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,11.5,40,Sulzer,South Korea,Denmark,4101,Containerships,
Contship Sea,Fully Cellular Container,15182,19500,2007,168,In Service,Contships Management,Contships Management,COSCO Shipping Lines,Liberia,,IFO 180,Diesel 2-Stroke,,1574,3040,16520,,,,,Category II,1,,Y,7RT-flex60C,flex60C,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,Wartsila 2-stroke,20,10.2,25.3,CSSC,China P.R.,Greece,03-670C,Containerships,56
Antwerp Trader,Fully Cellular Container,27059,34444,2005,212,In Service,Lomar Shipping,Lomar Shipping,Maersk,Malta,,IFO 380,Diesel 2-Stroke,,2490,,21249,,,,,Category II,1,,Y,7RTA72U-B,RTA72,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22,11.4,29.8,Sulzer,Germany,Greece,380,Containerships,88
Chiquita Express,Fully Cellular Container,27320,34426,2005,211.85,In Service,Great White Fleet,Chiquita,Great White Fleet,Liberia,,IFO 380,Diesel 2-Stroke,,2490,6900,21559,,,,,Category II,1,,Y,7RTA72U-B,RTA72,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22,11.4,29.8,Sulzer,Germany,United States,381,Containerships,88
Chiquita Trader,Fully Cellular Container,27320,34426,2005,211.85,In Service,Great White Fleet,Chiquita,Great White Fleet,Liberia,,IFO 380,Diesel 2-Stroke,,2490,6900,21559,,,,,Category II,1,,Y,7RTA72U-B,RTA72,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22,11.4,29.8,Sulzer,Germany,United States,382,Containerships,88
Maersk Saigon,Fully Cellular Container,94483,108250,2006,335.48,In Service,Zeaborn Ship Mgmt,Zeaborn,Maersk,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,8300,,68490,,,,,Category II,1,84,Y,12K98ME-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24.5,13.54,42.8,MAN Energy Solutions,South Korea,Germany,4105,Containerships,258
Maersk Seoul,Fully Cellular Container,94483,108250,2006,335.48,In Service,Zeaborn Ship Mgmt,Zeaborn,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,8300,,68490,,,,,Category II,1,84,Y,12K98ME-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24.5,13.54,42.8,MAN Energy Solutions,South Korea,Germany,4106,Containerships,258
Vega Vela,Fully Cellular Container,9966,13760,2005,148,In Service,Vega-Reederei,Vega-Reederei,MSC,Liberia,,IFO 380,Diesel 4-Stroke,,1080,1980,9730,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.2,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,03-0401,Containerships,44
Magnus F,Fully Cellular Container,9966,13916,2006,147.82,In Service,Freese Shipping,Freese Shipping,Unifeeder,Antigua & B.,,IFO 380,Diesel 4-Stroke,,1083,1980,9723,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,03-0402,Containerships,37
Helmuth Rambow,Fully Cellular Container,9966,13760,2005,148,In Service,Reederei Rambow,Reederei Rambow,Sealand,Antigua & B.,,IFO 180,Diesel 4-Stroke,,1118,1980,9723,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,01-0107,Containerships,38.5
Haddock,Fully Cellular Container,9966,13760,2005,148,In Service,Element Shipmgmt,Element Shipmgmt,Sealand,Liberia,,IFO 180,Diesel 4-Stroke,,1118,1980,9736,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,01-0106,Containerships,38.5
CFS Palamedes,Fully Cellular Container,7200,8500,2005,127,In Service,Harren & Partner,Harren & Partner,Caribbean Feeder,Jamaica,,IFO 380,Diesel 4-Stroke,,712,2040,6000,,,,,Category II,1,,Y,8M552C,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.6,24.4,Caterpillar,Germany,Germany,242,Containerships,
CFS Pafilia,Fully Cellular Container,7578,8814,2006,126.52,In Service,Harren & Partner,Harren & Partner,CMA CGM,Jamaica,,IFO 380,Diesel 4-Stroke,,712,2040,7200,,,,,Category II,1,,Y,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.75,24.4,Caterpillar,Germany,Germany,243,Containerships,
CFS Panavera,Fully Cellular Container,7575,8371,2005,127,Idle,Harren & Partner,Harren & Partner,,Jamaica,,IFO 380,Diesel 4-Stroke,,712,2040,6000,,,,,Category II,1,,Y,8M552C,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.2,7.6,20.4,Caterpillar,Germany,Germany,244,Containerships,
AS Constantina,Fully Cellular Container,27786,37883,2005,221.6,In Service,MPC Container Ships,MPC Group,Heung-A Shipping,Madeira,,IFO 380,Diesel 2-Stroke,,2741,4620,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.4,29.8,MAN Energy Solutions,Germany,Germany,110,Containerships,88
Xin Chang Sha,Fully Cellular Container,41482,52212,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,Category II,1,45,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.2,MAN Energy Solutions,China P.R.,China P.R.,C4250-5,Containerships,133
Xin Ri Zhao,Fully Cellular Container,41482,52191,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,Category II,1,45,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.2,MAN Energy Solutions,China P.R.,China P.R.,C4250-6,Containerships,133
Xin Dan Dong,Fully Cellular Container,41482,52210,2006,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,Category II,1,,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.2,MAN Energy Solutions,China P.R.,China P.R.,C4250-19,Containerships,133
Xin Yang Shan,Fully Cellular Container,41482,52242,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4051,,36560,,,,,Category II,1,45,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.52,32.26,MAN Energy Solutions,China P.R.,China P.R.,H1256A,Containerships,133
Xin Quan Zhou,Fully Cellular Container,41482,52216,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4051,,41130,,,,,Category II,1,45,Y,9K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.52,32.26,MAN Energy Solutions,China P.R.,China P.R.,H1257A,Containerships,133
Xin Huang Pu,Fully Cellular Container,41482,52247,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4051,,36560,,,,,Category II,1,45,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.52,32.26,MAN Energy Solutions,China P.R.,China P.R.,H1258A,Containerships,133
Xin Nan Sha,Fully Cellular Container,41482,52191,2005,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4051,,36560,,,,,Category II,1,,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.52,32.26,MAN Energy Solutions,China P.R.,China P.R.,H1359A,Containerships,133
CSL Manhattan,Fully Cellular Container,54592,66633,2005,294.17,In Service,Cyprus Maritime Co,Cyprus Maritime Co,Hapag-Lloyd Cont,Liberia,,IFO 380,Diesel 2-Stroke,,5018,,51480,,,,,Category II,1,,Y,9RTA96C-B,RTA96,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,25.5,13.65,32.26,Sulzer,South Korea,Greece,S221,Containerships,135
SITC Surabaya,Fully Cellular Container,27971,37938,2006,221.6,In Service,SITC,SITC,SITC,Hong Kong,,IFO 380,Diesel 2-Stroke,,2741,,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.8,11.4,29.8,MAN Energy Solutions,Germany,China P.R.,121,Containerships,88
Selenite,Fully Cellular Container,27971,37934,2006,221.6,In Service,Ahrenkiel Steamship,MPC Group,Wan Hai Lines,Marshall Is.,,IFO 380,Diesel 2-Stroke,,2742,4620,21770,,,,,Category II,1,,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.8,11.4,29.8,MAN Energy Solutions,Germany,Germany,127,Containerships,88
Anassa,Fully Cellular Container,18160,23508,2006,175,In Service,Astra Shipmgmt,Astra Shipmgmt,Goto Shipping,Malta,,IFO 180,Diesel 2-Stroke,,1732,3960,15820,,,,,Category II,1,,Y,7S60MC-C7.1,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,10.9,27.4,MAN Energy Solutions,China P.R.,Greece,322,Containerships,54
Archimidis,Fully Cellular Container,89776,103717,2006,317.8,In Service,Capital Product,Capital Maritime,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,7943,12824,68640,IFO 380,,,,Category II,1,83,Y,12RT-flex96C,flex96C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,25,13,43.2,CSSC,South Korea,Greece,4111,Containerships,247.8
X-Press Nile,Fully Cellular Container,6901,9236,2004,133.6,In Service,Sea Consortium,Sea Consortium,X-Press Feeders,Egypt,,IFO 380,Diesel 4-Stroke,,707,,7200,,,,,Category II,1,,Y,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.36,19.4,Caterpillar,Germany,Singapore,208,Containerships,28
Zhong Hang Sheng,Fully Cellular Container,28300,35600,2004,207.95,In Service,Fujian Zhonghang,Fujian Zhonghang,Fujian Zhonghang,China P.R.,,IFO 380,Diesel 2-Stroke,,2742,2520,21770,,,,,Category II,1,,Y,7S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.5,11.5,32.24,MAN Energy Solutions,Poland,China P.R.,8200/8,Containerships,88
EM Astoria,Fully Cellular Container,30024,35600,2004,207.9,In Service,Euroseas,Eurobulk,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,2672,5040,21770,,,,,Category II,1,,Y,7S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.6,11.5,32.24,MAN Energy Solutions,Poland,Greece,8200/9,Containerships,89
Westerland,Fully Cellular Container,30047,35786,2002,205,In Service,Hans Peterson,Hans Peterson,Westwood Shipping,Liberia,,IFO 380,Diesel 2-Stroke,,2764,2990,24830,,,,,Category II,1,,Y,8S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.2,11.5,32.24,MAN Energy Solutions,Poland,Germany,8230/3,Containerships,23
Electra A,Fully Cellular Container,28300,35971,2002,205,In Service,Arkas Shipping,Arkas Shipping,Arkas Line,Turkey,,IFO 380,Diesel 2-Stroke,,2764,,24880,,,,,Category II,1,,Y,8S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.8,11.5,32.24,MAN Energy Solutions,Poland,Turkey,8230/5,Containerships,99
Gisele A,Fully Cellular Container,30123,35971,2004,205,In Service,Arkas Shipping,Arkas Shipping,Maersk,Malta,,IFO 380,Diesel 2-Stroke,,2764,,24880,MDO,,,,Category II,1,,Y,8S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,23,11.5,32.24,MAN Energy Solutions,Poland,Turkey,8230/6,Containerships,99
Janina,Fully Cellular Container,6409,8126,2002,121.8,In Service,Armin Klingenberg,Armin Klingenberg,CMA CGM,Antigua & B.,,IFO 380,Diesel 4-Stroke,,677,2014,5399,,,,,Category II,1,,Y,6M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17,7,20.4,Caterpillar,China P.R.,Germany,A453,Containerships,24
He Sheng,Fully Cellular Container,9850,12920,2002,146.47,In Service,Hong Kong He He,Zhoushan Hefeng Shpg,TS Lines,Hong Kong,,IFO 180,Diesel 4-Stroke,,1102,,9729,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,20,8.31,22.7,MAN Energy Solutions,Romania,China P.R.,556,Containerships,42
Contship Hub,Fully Cellular Container,9800,12900,2003,146.47,In Service,Contships Management,Contships Management,New Golden Sea Shpg,Liberia,,IFO 180,Diesel 4-Stroke,,1100,,9800,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,20,8.4,22.7,MAN Energy Solutions,Romania,Greece,557,Containerships,42
Contship Gem,Fully Cellular Container,9528,12920,2003,146.47,In Service,Contships Management,Contships Management,MSC,Liberia,,IFO 180,Diesel 4-Stroke,,1096,,9800,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,20,8.31,22.7,MAN Energy Solutions,Germany,Greece,242,Containerships,42
Contship Pro,Fully Cellular Container,9528,12920,2003,146.47,In Service,Contships Management,Contships Management,CMA CGM,Cyprus,,IFO 180,Diesel 4-Stroke,,1096,,9800,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,20,8.31,22.7,MAN Energy Solutions,Germany,Greece,243,Containerships,42
Scio Sky,Fully Cellular Container,32284,39307,2002,210.88,In Service,Varship Shipping Co,Varship Shipping Co,Sealand,Liberia,,IFO 380,Diesel 2-Stroke,,2750,1710,21735,,,,,Category II,1,,Y,7S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.5,12,32.26,MAN Energy Solutions,Poland,Greece,8184/8,Containerships,85.5
Copihue,Fully Cellular Container,6386,8745,2000,132.38,In Service,Ultranav Naviera,Ultranav Naviera,Ultranav Naviera,Chile,,IFO 380,Diesel 2-Stroke,,698,,5201,,,,,Category II,1,,Y,7S35MC Mk5,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17,7.34,19.4,MAN Energy Solutions,Germany,Chile,195,Containerships,23
Atlantic Flosta,Fully Cellular Container,25624,33650,2002,207.34,In Service,Nomikos Transworld,Nomikos Transworld,CMA CGM,Marshall Is.,,IFO 380,Diesel 2-Stroke,,2546,4050,19810,,,,,Category II,1,32,Y,7L70MC6.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.6,11.4,29.8,MAN Energy Solutions,Germany,Greece,439,Containerships,77
SPIL Nita,Fully Cellular Container,25371,33500,2002,207.4,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 2-Stroke,,2546,,19810,,,,,Category II,1,32,Y,7L70MC6.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.4,29.8,MAN Energy Solutions,Germany,Indonesia,440,Containerships,78.2
SPIL Nisaka,Fully Cellular Container,25630,33500,2002,207.4,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 2-Stroke,,2474,3040,19810,,,,,Category II,1,32,Y,7L70MC6.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.2,11.4,29.8,MAN Energy Solutions,Germany,Indonesia,441,Containerships,74
