Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
COSCO Prince Rupert,Fully Cellular Container,91051,102742,2011,334,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,8495,12000,68530,,,,,,132.5,N,11K98ME7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24.5,14.61,42.8,MAN Energy Solutions,South Korea,Canada,2087,Containerships,250
COSCO Vietnam,Fully Cellular Container,91051,102875,2011,334,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,8495,12000,68530,,,,,,132.5,N,11K98ME7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24.5,14.61,42.8,MAN Energy Solutions,South Korea,Canada,2088,Containerships,250
MSC Rachele,Fully Cellular Container,91038,100400,2005,334,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8189,6930,68640,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.5,14.5,42.8,MAN Energy Solutions,South Korea,Italy,1536,Containerships,260
CMA CGM Cendrillon,Fully Cellular Container,90931,109021,2009,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,8465,11800,72191,,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.2,15,42.8,MAN Energy Solutions,South Korea,France,1787,Containerships,260
CMA CGM La Scala,Fully Cellular Container,90931,109021,2010,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,8465,11800,72191,,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,15,42.8,MAN Energy Solutions,South Korea,France,1789,Containerships,260
CMA CGM Titus,Fully Cellular Container,90931,109021,2011,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,France,,IFO 380,Diesel 2-Stroke,,8465,11800,72191,,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,15,42.8,MAN Energy Solutions,South Korea,France,1791,Containerships,260
CMA CGM Figaro,Fully Cellular Container,90931,109021,2010,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,Reg Int. Francais,,IFO 380,Diesel 2-Stroke,,8465,11800,72240,IFO 380,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.2,15,42.8,MAN Energy Solutions,South Korea,France,1788,Containerships,260
CMA CGM Almaviva,Fully Cellular Container,90931,109021,2011,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,Reg Int. Francais,,IFO 380,Diesel 2-Stroke,,8465,11800,72191,,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,15,42.8,MAN Energy Solutions,South Korea,France,1792,Containerships,260
OOCL Miami,Fully Cellular Container,90757,101566,2013,335,In Service,OOCL,China COSCO Shipping,OOCL,Hong Kong,,IFO 380,Diesel 2-Stroke,,8888,12000,68520,,,,,,120.7,N,12K98ME-C6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.65,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1564,Containerships,260
Xin Ya Zhou,Fully Cellular Container,90757,102453,2007,334,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,8530,,68520,,,,,,93,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,13,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1381A,Containerships,248
Xin Ou Zhou,Fully Cellular Container,90757,102460,2007,334,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,8530,,68520,,,,,,93,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,13,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1382A,Containerships,248
Xin Mei Zhou,Fully Cellular Container,90757,102396,2008,334,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,8530,,68520,,,,,,93,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,13,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1383A,Containerships,248
Xin Fei Zhou,Fully Cellular Container,90757,102379,2008,334,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,8530,,68520,,,,,,93,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,13,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1384A,Containerships,248
Xin Da Yang Zhou,Fully Cellular Container,90757,102418,2009,334,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,8530,,72240,,,,,,,N,12K98MC-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,13,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1385A,Containerships,248
OOCL Genoa,Fully Cellular Container,90757,101400,2015,335,In Service,OOCL,China COSCO Shipping,OOCL,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,8888,15376,58100,,,,,,,N,10S90ME-C9.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.65,42.8,MAN Energy Solutions,China P.R.,China P.R.,H1667A,Containerships,260
CSCL Asia,Fully Cellular Container,90645,101612,2004,333.99,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,8468,11580,68490,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.9,14.5,42.8,MAN Energy Solutions,South Korea,China P.R.,1488,Containerships,248
Europe,Fully Cellular Container,90645,101612,2004,333.99,In Service,Danaos Shipping,Danaos Shipping,COSCO Shipping Lines,Cyprus,Fitted,IFO 380,Diesel 2-Stroke,,8468,11580,68490,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.9,14.5,42.8,MAN Energy Solutions,South Korea,Greece,1489,Containerships,248
America,Fully Cellular Container,90645,101612,2004,333.99,Repairs,Danaos Shipping,Danaos Shipping,,Cyprus,Fitted,IFO 380,Diesel 2-Stroke,,8468,11580,68490,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.9,14.5,42.8,MAN Energy Solutions,South Korea,Greece,1490,Containerships,248
Seaspan Oceania,Fully Cellular Container,90645,101810,2004,333.99,In Service,Seaspan Corporation,Seaspan Corporation,MSC,Hong Kong,,IFO 380,Diesel 2-Stroke,,8468,11580,68490,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.9,14.5,42.8,MAN Energy Solutions,South Korea,Canada,1491,Containerships,248
CSCL Africa,Fully Cellular Container,90645,101612,2005,333.99,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,8468,11580,68490,,,,,,,N,12K98MC-C6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.9,14.5,42.8,MAN Energy Solutions,South Korea,Canada,1492,Containerships,248
Cornelius Maersk,Fully Cellular Container,90560,104696,2000,346.72,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,9640,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24,14.5,42,MAN Energy Solutions,Denmark,Denmark,170,Containerships,250
A. P. Moller,Fully Cellular Container,90560,104696,2000,346.72,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,9600,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24,14.5,42,MAN Energy Solutions,Denmark,Denmark,177,Containerships,240
Caroline Maersk,Fully Cellular Container,90560,104696,2000,346.72,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,9640,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24,14.5,42,MAN Energy Solutions,Denmark,Denmark,178,Containerships,240
Svendborg Maersk,Fully Cellular Container,90560,104750,1998,346.98,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Diesel 2-Stroke,,9640,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42,MAN Energy Solutions,Denmark,Denmark,164,Containerships,200
Sofie Maersk,Fully Cellular Container,90560,104696,1998,346.72,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Diesel 2-Stroke,,9600,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42,MAN Energy Solutions,Denmark,Denmark,165,Containerships,200
Skagen Maersk,Fully Cellular Container,90560,104696,1999,346.72,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Diesel 2-Stroke,,9640,15000,54900,IFO 380,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42,MAN Energy Solutions,Denmark,Denmark,168,Containerships,240
Aotea Maersk,Fully Cellular Container,90560,104696,1999,346.7,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Diesel 2-Stroke,,9600,15000,54900,,,,,,,N,12K90MC Mk5,K90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,24,14.5,42,MAN Energy Solutions,Denmark,Denmark,166,Containerships,240
YM Ubiquity,Fully Cellular Container,90532,103235,2012,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Taiwan,Pending,IFO 380,Diesel 2-Stroke,,8240,,68640,,,25.6,,,,N,12K98ME6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.6,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,958,Containerships,
YM Unanimity,Fully Cellular Container,90532,103235,2012,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Taiwan,Pending,IFO 380,Diesel 2-Stroke,,8626,,68640,,,25.6,,,,N,12K98ME6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.6,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,959,Containerships,
YM Uniformity,Fully Cellular Container,90532,103235,2012,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Taiwan,Pending,IFO 380,Diesel 2-Stroke,,8240,,68640,,,25.6,,,,N,12K98ME6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.6,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,957,Containerships,
YM Upsurgence,Fully Cellular Container,90532,103235,2012,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Taiwan,Pending,IFO 380,Diesel 2-Stroke,,8240,,68640,,,25.6,,,,N,12K98ME6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.6,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,960,Containerships,
YM Unicorn,Fully Cellular Container,90532,103235,2013,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Taiwan,Pending,IFO 380,Diesel 2-Stroke,,8240,,68640,,,25.6,,,,N,12K98ME6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.6,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,961,Containerships,
YM Uberty,Fully Cellular Container,90507,103614,2008,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8241,,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,875,Containerships,255
YM Utopia,Fully Cellular Container,90507,103614,2008,332,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8241,,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,876,Containerships,255
YM Upward,Fully Cellular Container,90507,103607,2008,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8241,,68640,IFO 380,,,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,877,Containerships,255
YM Utility,Fully Cellular Container,90507,103614,2009,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8241,,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,878,Containerships,255
YM Uniform,Fully Cellular Container,90507,103614,2009,333.2,In Service,Yang Ming Marine,Yang Ming Marine,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8241,,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25,14.5,42.8,MAN Energy Solutions,Taiwan,Taiwan,879,Containerships,255
Conti Cortesia,Fully Cellular Container,90449,100886,2005,333.99,In Service,Conti Reederei,Reederei C-P Offen,MSC,Madeira,,IFO 380,Diesel 2-Stroke,,8463,,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25.2,14.5,42.8,Sulzer,South Korea,Germany,1512,Containerships,260
Conti Champion,Fully Cellular Container,90449,100886,2005,333.99,In Service,Conti Reederei,Reederei C-P Offen,MSC,Madeira,,IFO 380,Diesel 2-Stroke,,8463,,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25.2,14.5,42.8,Sulzer,South Korea,Germany,1513,Containerships,260
Seamax New Haven,Fully Cellular Container,90449,100886,2005,333.99,In Service,MC Seamax Shipping,MC Seamax Shipping,MSC,Marshall Is.,,IFO 380,Diesel 2-Stroke,,8463,6654,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25.2,14.5,42.8,Sulzer,South Korea,United States,1514,Containerships,260
Conti Courage,Fully Cellular Container,90449,100886,2005,333.99,In Service,Conti Reederei,Reederei C-P Offen,MSC,Madeira,,IFO 380,Diesel 2-Stroke,,8463,6654,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25.2,14.5,42.8,Sulzer,South Korea,Germany,1525,Containerships,260
Conti Chivalry,Fully Cellular Container,90449,100886,2006,333.99,In Service,Conti Reederei,Reederei C-P Offen,MSC,Madeira,,IFO 380,Diesel 2-Stroke,,8463,5940,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25.2,14.5,42.8,CSSC,South Korea,Germany,1526,Containerships,260
Conti Contessa,Fully Cellular Container,90449,100886,2006,333.99,In Service,Conti Reederei,Reederei C-P Offen,MSC,Madeira,Fitted,IFO 380,Diesel 2-Stroke,,8463,5940,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25.2,14.5,42.8,CSSC,South Korea,Germany,1527,Containerships,260
Conti Conquest,Fully Cellular Container,90449,100886,2006,333.99,In Service,Ocean Yield,Aker ASA,ONE,Madeira,,IFO 380,Diesel 2-Stroke,,8463,5702,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25.2,14.5,42.8,CSSC,South Korea,Norway,1528,Containerships,260
Conti Crystal,Fully Cellular Container,90449,100886,2006,333.99,In Service,Conti Reederei,Reederei C-P Offen,Yang Ming Marine,Madeira,,IFO 380,Diesel 2-Stroke,,8463,,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25.2,14.5,42.8,CSSC,South Korea,Germany,1529,Containerships,260
Navios Unite,Fully Cellular Container,90389,101411,2006,335,In Service,Navios Containers,Navios Holdings,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,8204,13520,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,21,14.5,42.8,MAN Energy Solutions,South Korea,Greece,1673,Containerships,136.8
YM Utmost,Fully Cellular Container,90389,101597,2006,335,In Service,Navios Containers,Navios Holdings,Yang Ming Marine,Liberia,,IFO 380,Diesel 2-Stroke,,8204,13520,68640,IFO 380,,25.6,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,21,14.5,42.8,MAN Energy Solutions,South Korea,Greece,1674,Containerships,136.8
YM Unison,Fully Cellular Container,90389,101411,2006,335,In Service,MC Seamax Shipping,MC Seamax Shipping,Yang Ming Marine,Marshall Is.,,IFO 380,Diesel 2-Stroke,,8204,13520,68640,,,,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,21,14.5,42.8,MAN Energy Solutions,South Korea,United States,1675,Containerships,136.8
YM Ultimate,Fully Cellular Container,90389,101411,2007,335,In Service,MC Seamax Shipping,MC Seamax Shipping,Yang Ming Marine,Marshall Is.,,IFO 380,Diesel 2-Stroke,,8204,13520,68640,IFO 380,,,,,,N,12K98MC6.1,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,21,14.5,42.8,MAN Energy Solutions,South Korea,United States,1676,Containerships,136.8
MSC Toronto,Fully Cellular Container,89954,105084,2006,324.85,In Service,Reederei C-P Offen,Reederei C-P Offen,MSC,Germany,,IFO 380,Diesel 2-Stroke,,8089,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25,14.5,42.8,CSSC,South Korea,Germany,N-138,Containerships,248
MSC Charleston,Fully Cellular Container,89954,105014,2006,324.85,In Service,Reederei C-P Offen,Reederei C-P Offen,MSC,Germany,,IFO 380,Diesel 2-Stroke,,8089,,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25,14.5,42.8,CSSC,South Korea,Germany,N-139,Containerships,248
MSC Busan,Fully Cellular Container,89954,104904,2005,324.85,In Service,Reederei C-P Offen,Reederei C-P Offen,MSC,Germany,,IFO 380,Diesel 2-Stroke,,8089,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25,14.5,42.8,Sulzer,South Korea,Germany,N-131,Containerships,248
MSC Beijing,Fully Cellular Container,89954,105034,2005,324.85,In Service,Reederei C-P Offen,Reederei C-P Offen,MSC,Germany,,IFO 380,Diesel 2-Stroke,,8089,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25,14.5,42.8,Sulzer,South Korea,Germany,N-132,Containerships,248
MSC Judith,Fully Cellular Container,89954,105083,2006,324.85,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8034,,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25,14.5,42.8,CSSC,South Korea,Italy,N-140,Containerships,248
MSC Vittoria,Fully Cellular Container,89954,105101,2006,324.85,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8034,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Wartsila 2-stroke,25,14.5,42.8,CSSC,South Korea,Italy,N-141,Containerships,248
MSC Maeva,Fully Cellular Container,89954,105007,2005,324.85,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8034,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25,14.5,42.8,Sulzer,South Korea,Italy,N-128,Containerships,248
MSC Lucy,Fully Cellular Container,89954,104954,2005,324.85,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8034,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25,14.5,42.8,Sulzer,South Korea,Italy,N-129,Containerships,248
MSC Rita,Fully Cellular Container,89954,104850,2005,324.85,In Service,MSC,MSC,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,8034,10136,68666,,,,,,,N,12RTA96C-B,RTA96,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,Sulzer,25,14.5,42.8,Sulzer,South Korea,Italy,N-130,Containerships,248
CMA CGM Dalila,Fully Cellular Container,89787,109021,2011,334.04,In Service,CMA CGM,CMA CGM,CMA CGM,Reg Int. Francais,,IFO 380,Diesel 2-Stroke,,8465,11800,72191,IFO 380,,,,,,N,12K98ME-C7.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,25.2,15,42.8,MAN Energy Solutions,South Korea,France,1790,Containerships,260
Maersk Laberinto,Fully Cellular Container,89505,93907,2012,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4224,Containerships,180
Maersk Londrina,Fully Cellular Container,89505,93907,2012,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4226,Containerships,180
Maersk Lota,Fully Cellular Container,89505,93907,2012,299.9,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4222,Containerships,180
Maersk Leon,Fully Cellular Container,89505,93907,2012,299.9,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4223,Containerships,180
Maersk Lins,Fully Cellular Container,89505,94112,2012,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,8850,,47430,IFO 380,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4225,Containerships,180
Maersk Lanco,Fully Cellular Container,89505,93907,2013,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4227,Containerships,180
Maersk Lamanai,Fully Cellular Container,89505,93907,2013,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,8850,,47430,,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4228,Containerships,180
Maersk Labrea,Fully Cellular Container,89505,99798,2013,299.9,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,8850,,47430,IFO 380,,23,,,,N,9S90ME-C8.2,S90,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,22.5,13.5,45.2,MAN Energy Solutions,South Korea,Denmark,4229,Containerships,180
OOCL Washington,Fully Cellular Container,89097,99518,2010,322.97,In Service,OOCL,China COSCO Shipping,OOCL,Hong Kong,,IFO 380,Diesel 2-Stroke,,8063,,68490,IFO 380,,25,,,119.3,N,12K98ME-C6.2,K98,Diesel 2-Stroke,"Neo-Panamax 8-11,999 TEU",,MAN B. & W.,26,14.5,42.8,MAN Energy Solutions,South Korea,China P.R.,1720,Containerships,248
