design_number,ship name,efficiency measure number,efficiency_measures,efficiency measure description,design_speed_kts,cargo type,cargo density (te/m3),cargo capacity (t),design_deadweight_te,design deadweight (m3),design_TEUs,design waterline length (m),design_beam_m,design_draught_m,hull depth (m),lightweight (t),design_displacement_t,installed_main_engine_power_kW,design_main_engine_sfc,design_engine_method,main engine mass (t),main engine volume (m3),design engine margin (%),design shaft power (kW),design propeller open water efficiency (%),design propeller pitch over diameter ratio,design thrust deduction,design wake fraction,design propulsion coefficient,design added resistance (kN),design speed loss due to added resistance (kts),design wave resistance,design increase in viscous resestance due to fouling (%),design total resistance (kN),installed_auxiliary_power_kW,design_auxiliary_engine_SFC_gkWhr,total aux engine mass (te),total auxiliary engine volume (m3),number of auxiliary engines,design auxiliary energy (kW),design heat energy (kW),design main engine fuel (tpd),design aux engine fuel (tpd),design heat fuel (tpd),technology mass (t),technology volume (m3),technology unit purchase cost ($),technology annual through life cost ($),block coefficient,midship coefficient,waterplane_coefficient,longitudinal_centre_of_buoyancy,arrangement propeller diameter (m),arrangement bow space length (m),arrangement length of compartments (m),arrangement length of small compartment (m),arrangement bulkhead/cofferdam thickness (m),arrangement total number of compartments,arrangement number of open compartments,arrangement superstructure length (m),arrangement superstructure position,arrangement engine room position,arrangement overall length (m),arrangement deck height (m),arrangement decks in superstructure,arrangement available deck length (m),arrangement superstructure volume (m3),arrangement bow rake from vertical (radians),arrangement stern slope angle (radians),arrangement flare angle (radians),arrangement deadrise angle (radians),arrangement parallel midbody angle (radians),arrangement stern position over waterline,arrangement propeller position over waterline,arrangement after cutup position over waterline,arrangement parallel midbody aft point over waterline,arrangement parallel midbody fwd point over waterline,arrangement propeller clearance from hull over propeller diameter,arrangement propeller clearance from keel over propeller diameter,arrangement overlap between waterline draught and transom (m),arrangement number of propulsors,arrangement clearance between multiple propulsors over propeller diameter,arrangement transom length over beam at stern,design gz at 0 degrees,design gz at 5 degrees,design gz at 10 degrees,design gz at 15 degrees,design gz at 20 degrees,design gz at 25 degrees,design gz at 30 degrees,design gz at 35 degrees,design gz at 40 degrees,design area under gz at 0 degrees,design area under gz at 5 degrees,design area under gz at 10 degrees,design area under gz at 15 degrees,design area under gz at 20 degrees,design area under gz at 25 degrees,design area under gz at 30 degrees,design area under gz at 35 degrees,design area under gz at 40 degrees,water density,profile 1 / design name,profile 1 / design main energy source,profile 1 / design auxiliary energy source,profile 1 / design heat energy source,profile 1 / design profile avg speed,profile 1 / design profile avg shaft power,profile 1 / design profile avg aux engine power,profile 1 / design profile avg heat fuel power,profile 1 / design profile avg main engine fuel,profile 1 / design profile avg aux engine fuel,profile 1 / design profile avg heat fuel,profile 2 name,profile 2 main energy source,profile 2 auxiliary energy source,profile 2 heat energy source,profile 2 avg speed,profile 2 avg shaft power,profile 2 avg aux engine power,profile 2 avg heat fuel power,profile 2 avg main engine fuel,profile 2 avg aux engine fuel,profile 2 avg heat fuel,profile 3 name,profile 3 main energy source,profile 3 auxiliary energy source,profile 3 heat energy source,profile 3 avg speed,profile 3 avg shaft power,profile 3 avg aux engine power,profile 3 avg heat fuel power,profile 3 avg main engine fuel,profile 3 avg aux engine fuel,profile 3 avg heat fuel,profile 4 name,profile 4 main energy source,profile 4 auxiliary energy source,profile 4 heat energy source,profile 4 avg speed,profile 4 avg shaft power,profile 4 avg aux engine power,profile 4 avg heat fuel power,profile 4 avg main engine fuel,profile 4 avg aux engine fuel,profile 4 avg heat fuel,profile 5 name,profile 5 main energy source,profile 5 auxiliary energy source,profile 5 heat energy source,profile 5 avg speed,profile 5 avg shaft power,profile 5 avg aux engine power,profile 5 avg heat fuel power,profile 5 avg main engine fuel,profile 5 avg aux engine fuel,profile 5 avg heat fuel,all profiles avg speed,all profiles avg shaft power,all profiles avg aux engine power,all profiles avg heat fuel power,all profiles avg main engine fuel,all profiles avg aux engine fuel,all profiles avg heat fuel,WSM version number
10,Dry Bulk Ship Size 3,0,none fitted,,13,Dry Bulk,1.07,53541,53541,50038.31776,1307.592188,181.1851049,31.2,13.4301635,19.49610513,10187.74018,63728.74018,6992.78454,176.401992,Two-stroke 5 Cylinder MAN B&W G50ME-B9.5-TII,269.2222048,244.7474589,0.742718447,5193.670071,62.45181289,0.8,0.207369738,0.353781292,0.78003942,0,0,73.01957208,0,605.7770643,494.1176471,214.4934373,2.050588235,2.668235294,1,420,0,21.98816991,2.162093848,0,0,0,0,0,0.823792674,0.998,0.956391576,2.975853473,6.604914582,12.873,30,0.677866401,0.09,6,4,30.6778664,1,1,183.9,2.8,4,153.1321336,10720.07364,0.267035376,0.136135682,0,0,0.251327412,-0.014253856,0.023,0.038,0.044,0.911726322,0.25,0.035,0,1,1,0.965,0,0.187974798,0.441888647,0.723569259,1.002513533,1.255220982,1.464528375,1.618945976,1.711995757,0,0.469936994,2.514532598,6.532898979,12.65702911,20.80764923,30.74507508,42.11508189,54.48980116,1.024,Simple Containers,HFO,HFO,HFO,11.011,3806.506814,420,0,16.57397479,2.162093848,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,440.44,152260.2726,16800,0,662.9589916,86.48375394,0,0.9.4.8.1 (beta)
11,Dry Bulk Ship Size 3,0,none fitted,,14,Dry Bulk,1.07,53541,53541,50038.31776,1307.592188,181.1306002,31.2,13.69979005,19.88751269,10397.5479,63938.5479,9097.214564,177.1508088,Two-stroke 5 Cylinder MAN B&W S60ME-C8.5-TII,350.2427607,318.4025097,0.742718447,6756.669069,63.91779972,0.9,0.206947148,0.339603277,0.779808861,0,0,124.1618249,0,731.5736406,494.1176471,214.4934373,2.050588235,2.668235294,1,420,0,28.72678538,2.162093848,0,0,0,0,0,0.810238264,0.998,0.951998668,2.704765279,6.71141707,12.873,30,0.677866401,0.09,6,4,30.6778664,1,1,183.9,2.8,4,153.1321336,10720.07364,0.267035376,0.136135682,0,0,0.251327412,-0.015125014,0.023,0.038,0.044,0.90340527,0.25,0.035,0,1,1,0.965,0,0.167536791,0.401077955,0.664504059,0.928667369,1.17081927,1.374038915,1.526663513,1.621720619,0,0.418841977,2.259220819,5.925870744,11.57005946,19.14044448,28.42963812,39.11649148,50.80411059,1.024,Simple Containers,HFO,HFO,HFO,11.858,4769.067423,420,0,20.93119022,2.162093848,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,474.32,190762.6969,16800,0,837.2476087,86.48375394,0,0.9.4.8.1 (beta)
12,Dry Bulk Ship Size 3,0,none fitted,,15,Dry Bulk,1.07,53541,53541,50038.31776,1307.592188,181.0738663,31.2,13.98044384,20.29492812,10615.85747,64156.85747,12197.47344,175.4442764,Two-stroke 6 Cylinder MAN B&W G60ME-C9.5-TII,469.6027273,426.9115703,0.742718447,9059.288524,63.15962593,0.95,0.206519369,0.324931245,0.752264989,0,0,196.8977261,0,883.1591097,494.1176471,214.4934373,2.050588235,2.668235294,1,420,0,38.14560767,2.162093848,0,0,0,0,0,0.796683854,0.998,0.945806784,2.433677084,6.822275318,12.873,30,0.677866401,0.09,6,4,30.6778664,1,1,183.9,2.8,4,153.1321336,10720.07364,0.267035376,0.136135682,0,0,0.251327412,-0.015996173,0.023,0.038,0.044,0.895084218,0.25,0.035,0,1,1,0.965,0,0.147303009,0.360446082,0.605421974,0.854492494,1.085709726,1.282438511,1.43288059,1.529600811,0,0.368257522,2.00588777,5.321673112,10.48501421,17.471751,26.10639591,36.10078994,47.08919492,1.024,Simple Containers,HFO,HFO,HFO,12.705,6183.351563,420,0,26.96956554,2.162093848,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,508.2,247334.0625,16800,0,1078.782622,86.48375394,0,0.9.4.8.1 (beta)
13,Dry Bulk Ship Size 3,0,none fitted,,16,Dry Bulk,1.07,53541,53541,50038.31776,1307.592188,181.0147645,31.2,14.27281128,20.71934784,10843.18233,64384.18233,16166.69233,174.7360752,Two-stroke 6 Cylinder MAN B&W G70ME-C9.5-TII,622.4176548,565.8342316,0.742718447,12007.30062,62.91158379,1.05,0.206085856,0.310055177,0.731421313,0,0,297.2010343,0,1066.984923,494.1176471,214.4934373,2.050588235,2.668235294,1,420,0,50.35460599,2.162093848,0,0,0,0,0,0.783129444,0.998,0.939725612,2.16258889,6.937760455,12.873,30,0.677866401,0.09,6,4,30.6778664,1,1,183.9,2.8,4,153.1321336,10720.07364,0.267035376,0.136135682,0,0,0.251327412,-0.016867331,0.023,0.038,0.044,0.886763166,0.25,0.035,0,1,1,0.965,0,0.127226732,0.319900006,0.546184408,0.779805774,0.999666034,1.189459329,1.33728984,1.435291711,0,0.31806683,1.753950507,4.718911557,9.399348031,15.79754199,23.76952048,33.06004173,43.33472021,1.024,Simple Containers,HFO,HFO,HFO,13.552,7889.275134,420,0,34.40338678,2.162093848,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,542.08,315571.0053,16800,0,1376.135471,86.48375394,0,0.9.4.8.1 (beta)
14,Dry Bulk Ship Size 3,0,none fitted,,17,Dry Bulk,1.07,53541,53541,50038.31776,1307.592188,180.9531444,31.2,14.57763643,21.161852,11080.07724,64621.07724,21501.90792,174.4213174,Two-stroke 6 Cylinder MAN B&W G80ME-C9.5-TII,827.8234548,752.5667771,0.742718447,15969.86365,62.09185274,1.15,0.205646065,0.295239799,0.704823858,0,0,429.3144176,0,1287.058104,494.1176471,214.4934373,2.050588235,2.668235294,1,420,0,66.85163174,2.162093848,0,0,0,0,0,0.769575035,0.998,0.932957474,1.891500695,7.058166391,12.873,30,0.677866401,0.09,6,4,30.6778664,1,1,183.9,2.8,4,153.1321336,10720.07364,0.267035376,0.136135682,0,0,0.251327412,-0.017738489,0.023,0.038,0.044,0.878442114,0.25,0.035,0,1,1,0.965,0,0.107257458,0.279339184,0.486641561,0.704409279,0.912443594,1.094811904,1.239559065,1.338420852,0,0.268143645,1.502778893,4.116078713,8.310309715,14.11346509,21.41271282,29.98567001,39.52951746,1.024,Simple Containers,HFO,HFO,HFO,14.399,10119.69816,420,0,44.20961935,2.162093848,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,575.96,404787.9262,16800,0,1768.384774,86.48375394,0,0.9.4.8.1 (beta)
15,Dry Bulk Ship Size 4,0,none fitted,,13,Dry Bulk,1.07,79496,79496,74295.3271,1941.47193,217.026614,33.3,15.04683117,20.71208462,13063.36775,92559.36775,8928.529986,176.6162419,Two-stroke 5 Cylinder MAN B&W S60ME-C8.5-TII,343.7484045,312.4985495,0.742718447,6631.383922,58.54875169,0.7,0.200527463,0.369046818,0.75618422,0,0,75.19662271,0,749.8142678,800,214.1278457,3.32,4.32,1,680,0,28.10904256,3.494566442,0,0,0,0,0,0.838676916,0.998,0.974233165,3.273538329,7.243498311,15.358,30,0.775074776,0.09,7,5,30.77507478,1,1,219.4,2.8,4,188.5349252,11477.87189,0.267035376,0.136135682,0,0,0.251327412,-0.013297228,0.023,0.038,0.044,0.920863759,0.25,0.035,0,1,1,0.965,0,0.231208617,0.536114866,0.863015847,1.174504297,1.445515713,1.661376747,1.815855298,1.909212683,0,0.578021543,3.074351794,7.912465743,15.16380572,24.65011648,36.03113691,48.87765889,62.72996709,1.024,Simple Containers,HFO,HFO,HFO,11.011,4927.386287,680,0,21.44906637,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,440.44,197095.4515,27200,0,857.962655,139.7826577,0,0.9.4.8.1 (beta)
16,Dry Bulk Ship Size 4,0,none fitted,,14,Dry Bulk,1.07,79496,79496,74295.3271,1941.47193,216.9847907,33.3,15.31198323,21.07706857,13300.74227,92796.74227,11314.40402,176.7305168,Two-stroke 8 Cylinder MAN B&W G50ME-B9.5-TII,435.6045548,396.0041407,0.742718447,8403.416578,60.8434412,0.8,0.200140982,0.354640697,0.767020162,0,0,125.5714381,0,894.9523398,800,214.1278457,3.32,4.32,1,680,0,35.64336372,3.494566442,0,0,0,0,0,0.826267448,0.998,0.971249439,3.02534897,7.348233376,15.358,30,0.775074776,0.09,7,5,30.77507478,1,1,219.4,2.8,4,188.5349252,11477.87189,0.267035376,0.136135682,0,0,0.251327412,-0.0140948,0.023,0.038,0.044,0.913245587,0.25,0.035,0,1,1,0.965,0,0.210924003,0.499004971,0.812364534,1.113456426,1.377094979,1.588484924,1.741252905,1.835481132,0,0.527310007,2.829442448,7.355378638,14.20084237,23.21086195,34.06754915,46.36310604,59.65807339,1.024,Simple Containers,HFO,HFO,HFO,11.858,6037.462362,680,0,26.3830979,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,474.32,241498.4945,27200,0,1055.323916,139.7826577,0,0.9.4.8.1 (beta)
17,Dry Bulk Ship Size 4,0,none fitted,,15,Dry Bulk,1.07,79496,79496,74295.3271,1941.47193,216.9414671,33.3,15.58664745,21.4551461,13546.63056,93042.63056,14757.12798,176.5299241,Two-stroke 7 Cylinder MAN B&W G60ME-C9.5-TII,568.149427,516.4994791,0.742718447,10960.39117,60.87318082,0.85,0.199750884,0.339823762,0.748816425,0,0,194.2530255,0,1063.592894,800,214.1278457,3.32,4.32,1,680,0,46.4360885,3.494566442,0,0,0,0,0,0.813857981,0.998,0.966073715,2.777159611,7.456725745,15.358,30,0.775074776,0.09,7,5,30.77507478,1,1,219.4,2.8,4,188.5349252,11477.87189,0.267035376,0.136135682,0,0,0.251327412,-0.014892371,0.023,0.038,0.044,0.905627414,0.25,0.035,0,1,1,0.965,0,0.190801831,0.46203053,0.761705136,1.052192809,1.30822216,1.514897898,1.665717238,1.760588472,0,0.477004578,2.586090061,6.800505553,13.23951326,21.77103271,32.09938825,43.83817084,56.56822821,1.024,Simple Containers,HFO,HFO,HFO,12.705,7669.567301,680,0,33.56757226,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,508.2,306782.6921,27200,0,1342.70289,139.7826577,0,0.9.4.8.1 (beta)
18,Dry Bulk Ship Size 4,0,none fitted,,16,Dry Bulk,1.07,79496,79496,74295.3271,1941.47193,216.8965611,33.3,15.8713432,21.84703209,13801.48824,93297.48824,19289.18706,175.3856282,Two-stroke 7 Cylinder MAN B&W G70ME-C9.5-TII,742.6337019,675.1215472,0.742718447,14326.43505,60.42099236,0.9,0.199356769,0.324890584,0.725338711,0,0,287.512562,0,1262.479338,800,214.1278457,3.32,4.32,1,680,0,60.30361948,3.494566442,0,0,0,0,0,0.801448513,0.998,0.960481021,2.528970251,7.569180565,15.358,30,0.775074776,0.09,7,5,30.77507478,1,1,219.4,2.8,4,188.5349252,11477.87189,0.267035376,0.136135682,0,0,0.251327412,-0.015689942,0.023,0.038,0.044,0.898009242,0.25,0.035,0,1,1,0.965,0,0.170807997,0.425123586,0.710936347,0.990579554,1.238731781,1.44041986,1.589023627,1.684282874,0,0.427019993,2.343868942,6.246827737,12.27795836,20.32768558,30.12239413,41.2970525,53.45287782,1.024,Simple Containers,HFO,HFO,HFO,13.552,9757.992924,680,0,42.54868112,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,542.08,390319.717,27200,0,1701.947245,139.7826577,0,0.9.4.8.1 (beta)
19,Dry Bulk Ship Size 4,0,none fitted,,17,Dry Bulk,1.07,79496,79496,74295.3271,1941.47193,216.8499848,33.3,16.16662812,22.25349417,14065.80342,93561.80342,24905.68477,174.2104337,Two-stroke 7 Cylinder MAN B&W G80ME-C9.5-TII,958.8688637,871.698967,0.742718447,18497.91151,60.38856385,1,0.19895824,0.310104619,0.707795906,0,0,410.6515068,0,1497.087185,800,214.1278457,3.32,4.32,1,680,0,77.34070047,3.494566442,0,0,0,0,0,0.789039045,0.998,0.954887899,2.280780892,7.685818109,15.358,30,0.775074776,0.09,7,5,30.77507478,1,1,219.4,2.8,4,188.5349252,11477.87189,0.267035376,0.136135682,0,0,0.251327412,-0.016487514,0.023,0.038,0.044,0.890391069,0.25,0.035,0,1,1,0.965,0,0.15090595,0.38821131,0.659949608,0.928473183,1.168446524,1.364840986,1.510931325,1.606294481,0,0.377264876,2.102322904,5.693253476,11.31418447,18.87766669,28.13200178,38.73353502,50.30392785,1.024,Simple Containers,HFO,HFO,HFO,14.399,12220.1157,680,0,53.09132386,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,575.96,488804.6278,27200,0,2123.652954,139.7826577,0,0.9.4.8.1 (beta)
20,Dry Bulk Ship Size 5,0,none fitted,,13,Dry Bulk,1.07,174481,174481,163066.3551,4261.220235,275.5892902,45,18.85573923,25.64195206,24296.57569,198777.5757,13230.02017,177.8928566,Two-stroke 9 Cylinder MAN B&W G50ME-B9.5-TII,509.3557765,463.0507059,0.742718447,9826.180028,55.65279691,0.6,0.208223157,0.371254011,0.715643643,0,0,23.84148747,0,1051.485898,800,214.1278457,3.32,4.32,1,680,0,41.95217363,3.494566442,0,0,0,0,0,0.84,0.998,0.874336697,3.3,8.748016998,19.446,30,0.580059821,0.09,9,7,30.58005982,1,1,277.8,2.8,4,247.1299402,15412.35015,0.267035376,0.136135682,0,0,0.251327412,-0.013212192,0.023,0.038,0.044,0.921676,0.25,0.035,0,1,1,0.965,0,0.428489274,0.943674532,1.470444478,1.955688886,2.36521015,2.680636403,2.896336726,3.016338922,0,1.071223184,5.572855882,13.96733974,26.20878434,41.90025415,60.4278959,81.07191973,103.0944507,1.024,Simple Containers,HFO,HFO,HFO,11.011,7923.372892,680,0,34.50252242,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,440.44,316934.9157,27200,0,1380.100897,139.7826577,0,0.9.4.8.1 (beta)
21,Dry Bulk Ship Size 5,0,none fitted,,14,Dry Bulk,1.07,174481,174481,163066.3551,4261.220235,275.6060496,45,18.7127933,25.44755964,24105.93553,198586.9355,16680.87284,175.6463795,Two-stroke 6 Cylinder MAN B&W G70ME-C9.5-TII,642.2136045,583.8305495,0.742718447,12389.19197,56.16574496,0.65,0.208414621,0.377013096,0.727486377,0,0,62.00099389,0,1251.425736,800,214.1278457,3.32,4.32,1,680,0,52.22680112,3.494566442,0,0,0,0,0,0.845604944,0.998,0.87711384,3.412098884,8.691553354,19.446,30,0.580059821,0.09,9,7,30.58005982,1,1,277.8,2.8,4,247.1299402,15412.35015,0.267035376,0.136135682,0,0,0.251327412,-0.012851956,0.023,0.038,0.044,0.925116875,0.25,0.035,0,1,1,0.965,0,0.441073145,0.965789713,1.499575397,1.989722253,2.402326696,2.719229049,2.934955169,3.05366061,0,1.102682863,5.722522872,14.30040993,26.77259255,42.72702055,61.53672665,82.47025982,104.7791872,1.024,Simple Containers,HFO,HFO,HFO,11.858,9777.922682,680,0,42.12452939,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,474.32,391116.9073,27200,0,1684.981176,139.7826577,0,0.9.4.8.1 (beta)
22,Dry Bulk Ship Size 5,0,none fitted,,15,Dry Bulk,1.07,174481,174481,163066.3551,4261.220235,275.5728281,45,18.99614895,25.83289546,24483.85762,198964.8576,21245.5377,174.0706561,Two-stroke 6 Cylinder MAN B&W G80ME-C9.5-TII,817.9532013,743.5938194,0.742718447,15779.45276,55.70580799,0.65,0.208037287,0.3655262,0.707569196,0,0,106.7553322,0,1446.887839,800,214.1278457,3.32,4.32,1,680,0,65.92175265,3.494566442,0,0,0,0,0,0.834576726,0.998,0.871259795,3.191534518,8.803478834,19.446,30,0.580059821,0.09,9,7,30.58005982,1,1,277.8,2.8,4,247.1299402,15412.35015,0.267035376,0.136135682,0,0,0.251327412,-0.013560752,0.023,0.038,0.044,0.918346652,0.25,0.035,0,1,1,0.965,0,0.416393635,0.922383775,1.442360887,1.92284045,2.329350018,2.643317869,2.85896375,2.980192216,0,1.040984087,5.428911697,13.64673279,25.66563835,41.10321564,59.3582604,79.72225912,101.4675584,1.024,Simple Containers,HFO,HFO,HFO,12.705,12288.0311,680,0,52.53032558,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,508.2,491521.244,27200,0,2101.213023,139.7826577,0,0.9.4.8.1 (beta)
23,Dry Bulk Ship Size 5,0,none fitted,,16,Dry Bulk,1.07,174481,174481,163066.3551,4261.220235,275.5385837,45,19.28822871,26.23009524,24873.51299,199354.513,26217.69785,174.5268737,Two-stroke 5 Cylinder MAN B&W G95ME-C9.5-TII,1009.381367,917.6194248,0.742718447,19472.36782,56.80957187,0.7,0.207657319,0.353498448,0.707166282,0,0,174.0859896,0,1672.960156,800,214.1278457,3.32,4.32,1,680,0,81.5628355,3.494566442,0,0,0,0,0,0.823548508,0.998,0.865213546,2.970970153,8.918850341,19.446,30,0.580059821,0.09,9,7,30.58005982,1,1,277.8,2.8,4,247.1299402,15412.35015,0.267035376,0.136135682,0,0,0.251327412,-0.014269549,0.023,0.038,0.044,0.911576429,0.25,0.035,0,1,1,0.965,0,0.392028048,0.879389816,1.385527464,1.856240791,2.256527838,2.567427114,2.782861943,2.906487456,0,0.980070121,5.138684904,12.99945264,24.56769194,39.4902155,57.19142247,76.9857129,98.16624125,1.024,Simple Containers,HFO,HFO,HFO,13.552,14854.93814,680,0,63.79426759,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,542.08,594197.5254,27200,0,2551.770704,139.7826577,0,0.9.4.8.1 (beta)
24,Dry Bulk Ship Size 5,0,none fitted,,17,Dry Bulk,1.07,174481,174481,163066.3551,4261.220235,275.5032685,45,19.58944121,26.63971463,25275.44592,199756.4459,32588.27728,174.5195036,Two-stroke 7 Cylinder MAN B&W S90ME-C10.5-TII,1254.648675,1140.589705,0.742718447,24203.91468,57.39552272,0.75,0.20727443,0.341115324,0.699918569,0,0,271.0336241,0,1937.088567,800,214.1278457,3.32,4.32,1,680,0,101.3773242,3.494566442,0,0,0,0,0,0.812520289,0.998,0.85961141,2.750405787,9.037829277,19.446,30,0.580059821,0.09,9,7,30.58005982,1,1,277.8,2.8,4,247.1299402,15412.35015,0.267035376,0.136135682,0,0,0.251327412,-0.014978346,0.023,0.038,0.044,0.904806206,0.25,0.035,0,1,1,0.965,0,0.367949471,0.836754193,1.328995152,1.789817566,2.183729509,2.49140219,2.706472386,2.832347552,0,0.919873677,4.851506513,12.35776536,23.47728503,37.88569664,55.03284966,74.25604157,94.86927238,1.024,Simple Containers,HFO,HFO,HFO,14.399,18001.02143,680,0,77.48709866,3.494566442,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,575.96,720040.857,27200,0,3099.483946,139.7826577,0,0.9.4.8.1 (beta)
25,Container Ship Size 1,0,none fitted,,15,Containers,0.34,6944,6944,20423.52941,533.7039436,117.2526903,18.75,7.80582696,10.42058734,3652.909252,10596.90925,2201.148755,190.6957548,Small Engine 3rd GHG Study Equation.,84.74422706,77.04020642,0.742718447,1634.833784,126.2339909,1.5,0.191890135,0.226269714,1.327639026,0,0,56.82932845,0,281.272728,647.0588235,213.4133094,2.685294118,3.494117647,1,550,0,7.482140697,2.817055684,0,0,0,0,0,0.62598464,0.985,0.846190099,0,4.703030196,8.302,12.34,0.682783357,1.6,8,6,13.02278336,1,1,118.6,2.8,7,8.302,4785.872884,0.267035376,0.136135682,0,0,0.251327412,-0.02749129,0.023,0.038,0.044,0.790291971,0.25,0.035,0,1,1,0.965,0,0.178980823,0.409337399,0.651356319,0.877215717,1.069280189,1.21839633,1.322189138,1.383359446,0,0.447452058,2.365699672,6.040777465,11.49059835,18.54987741,26.94226918,36.33972367,46.40906798,1.024,Simple Containers,HFO,HFO,HFO,11.73,834.5356389,550,0,4.06247684,2.817055684,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,469.2,33381.42556,22000,0,162.4990736,112.6822274,0,0.9.4.8.1 (beta)
26,Container Ship Size 1,0,none fitted,,16,Containers,0.34,6944,6944,20423.52941,533.7039436,117.1685672,18.75,8.293205904,11.07122626,3866.104012,10810.10401,3175.225794,192.1583223,Two-stroke 6 Cylinder MAN B&W S30ME-B9.5-TII,122.2461931,111.1329028,0.742718447,2358.298769,113.1136932,1.45,0.190086136,0.21478502,1.172183909,0,0,80.87062454,0,335.8457583,647.0588235,213.4133094,2.685294118,3.494117647,1,550,0,10.87600164,2.817055684,0,0,0,0,0,0.601050283,0.985,0.837554906,0,5.006667278,8.302,12.34,0.682783357,1.6,8,6,13.02278336,1,1,118.6,2.8,7,8.302,4785.872884,0.267035376,0.136135682,0,0,0.251327412,-0.029072976,0.023,0.038,0.044,0.774984769,0.25,0.035,0,1,1,0.965,0,0.155081165,0.368483423,0.599831802,0.820535335,1.012121341,1.164570376,1.274652092,1.344262188,0,0.387702914,2.084317298,5.426313916,10.47681126,17.10979129,25.08182394,34.09130605,43.82522198,1.024,Simple Containers,HFO,HFO,HFO,12.512,1199.590172,550,0,5.886735878,2.817055684,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,500.48,47983.60688,22000,0,235.4694351,112.6822274,0,0.9.4.8.1 (beta)
27,Container Ship Size 1,0,none fitted,,17,Containers,0.34,6944,6944,20423.52941,533.7039436,117.0738439,18.75,8.841999113,11.80385172,4103.320816,11047.32082,4245.337415,184.797999,Two-stroke 5 Cylinder MAN B&W G40ME-C9.5-TII,163.4454905,148.5868095,0.742718447,3153.09041,110.6250087,1.45,0.188232157,0.204403054,1.131284685,0,0,119.5631431,0,407.8727401,647.0588235,213.4133094,2.685294118,3.494117647,1,550,0,13.98443516,2.817055684,0,0,0,0,0,0.576115925,0.985,0.828420018,0,5.348565448,8.302,12.34,0.682783357,1.6,8,6,13.02278336,1,1,118.6,2.8,7,8.302,4785.872884,0.267035376,0.136135682,0,0,0.251327412,-0.030654662,0.023,0.038,0.044,0.759677567,0.25,0.035,0,1,1,0.965,0,0.13153842,0.327518164,0.547195115,0.761444629,0.951141541,1.105540886,1.220659575,1.297659236,0,0.328846049,1.805333556,4.810912164,9.450499311,15.63557631,23.15513623,31.7344896,41.08193556,1.024,Simple Containers,HFO,HFO,HFO,13.294,1561.969882,550,0,7.39323139,2.817055684,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,531.76,62478.79527,22000,0,295.7292556,112.6822274,0,0.9.4.8.1 (beta)
