design_number,ship name,efficiency measure number,efficiency_measures,efficiency measure description,design_speed_kts,cargo type,cargo density (te/m3),cargo capacity (t),design_deadweight_te,design deadweight (m3),design_TEUs,design waterline length (m),design_beam_m,design_draught_m,hull depth (m),lightweight (t),design_displacement_t,installed_main_engine_power_kW,design_main_engine_sfc,design_engine_method,main engine mass (t),main engine volume (m3),design engine margin (%),design shaft power (kW),design propeller open water efficiency (%),design propeller pitch over diameter ratio,design thrust deduction,design wake fraction,design propulsion coefficient,design added resistance (kN),design speed loss due to added resistance (kts),design wave resistance,design increase in viscous resestance due to fouling (%),design total resistance (kN),installed_auxiliary_power_kW,design_auxiliary_engine_SFC_gkWhr,total aux engine mass (te),total auxiliary engine volume (m3),number of auxiliary engines,design auxiliary energy (kW),design heat energy (kW),design main engine fuel (tpd),design aux engine fuel (tpd),design heat fuel (tpd),technology mass (t),technology volume (m3),technology unit purchase cost ($),technology annual through life cost ($),block coefficient,midship coefficient,waterplane_coefficient,longitudinal_centre_of_buoyancy,arrangement propeller diameter (m),arrangement bow space length (m),arrangement length of compartments (m),arrangement length of small compartment (m),arrangement bulkhead/cofferdam thickness (m),arrangement total number of compartments,arrangement number of open compartments,arrangement superstructure length (m),arrangement superstructure position,arrangement engine room position,arrangement overall length (m),arrangement deck height (m),arrangement decks in superstructure,arrangement available deck length (m),arrangement superstructure volume (m3),arrangement bow rake from vertical (radians),arrangement stern slope angle (radians),arrangement flare angle (radians),arrangement deadrise angle (radians),arrangement parallel midbody angle (radians),arrangement stern position over waterline,arrangement propeller position over waterline,arrangement after cutup position over waterline,arrangement parallel midbody aft point over waterline,arrangement parallel midbody fwd point over waterline,arrangement propeller clearance from hull over propeller diameter,arrangement propeller clearance from keel over propeller diameter,arrangement overlap between waterline draught and transom (m),arrangement number of propulsors,arrangement clearance between multiple propulsors over propeller diameter,arrangement transom length over beam at stern,design gz at 0 degrees,design gz at 5 degrees,design gz at 10 degrees,design gz at 15 degrees,design gz at 20 degrees,design gz at 25 degrees,design gz at 30 degrees,design gz at 35 degrees,design gz at 40 degrees,design area under gz at 0 degrees,design area under gz at 5 degrees,design area under gz at 10 degrees,design area under gz at 15 degrees,design area under gz at 20 degrees,design area under gz at 25 degrees,design area under gz at 30 degrees,design area under gz at 35 degrees,design area under gz at 40 degrees,water density,profile 1 / design name,profile 1 / design main energy source,profile 1 / design auxiliary energy source,profile 1 / design heat energy source,profile 1 / design profile avg speed,profile 1 / design profile avg shaft power,profile 1 / design profile avg aux engine power,profile 1 / design profile avg heat fuel power,profile 1 / design profile avg main engine fuel,profile 1 / design profile avg aux engine fuel,profile 1 / design profile avg heat fuel,profile 2 name,profile 2 main energy source,profile 2 auxiliary energy source,profile 2 heat energy source,profile 2 avg speed,profile 2 avg shaft power,profile 2 avg aux engine power,profile 2 avg heat fuel power,profile 2 avg main engine fuel,profile 2 avg aux engine fuel,profile 2 avg heat fuel,profile 3 name,profile 3 main energy source,profile 3 auxiliary energy source,profile 3 heat energy source,profile 3 avg speed,profile 3 avg shaft power,profile 3 avg aux engine power,profile 3 avg heat fuel power,profile 3 avg main engine fuel,profile 3 avg aux engine fuel,profile 3 avg heat fuel,profile 4 name,profile 4 main energy source,profile 4 auxiliary energy source,profile 4 heat energy source,profile 4 avg speed,profile 4 avg shaft power,profile 4 avg aux engine power,profile 4 avg heat fuel power,profile 4 avg main engine fuel,profile 4 avg aux engine fuel,profile 4 avg heat fuel,profile 5 name,profile 5 main energy source,profile 5 auxiliary energy source,profile 5 heat energy source,profile 5 avg speed,profile 5 avg shaft power,profile 5 avg aux engine power,profile 5 avg heat fuel power,profile 5 avg main engine fuel,profile 5 avg aux engine fuel,profile 5 avg heat fuel,all profiles avg speed,all profiles avg shaft power,all profiles avg aux engine power,all profiles avg heat fuel power,all profiles avg main engine fuel,all profiles avg aux engine fuel,all profiles avg heat fuel,WSM version number
46,Container Ship Size 5,0,none fitted,,24,Containers,0.34,68573,68573,201685.2941,5270.403301,272.0021816,35.8,16.12405357,26.08263725,25986.21405,94559.21405,64016.0443,175.0398458,Two-stroke 12 Cylinder MAN B&W G95ME-C9.5-TII,2464.617705,2240.56155,0.742718447,47545.89698,62.04273839,0.95,0.178535042,0.252085601,0.680238806,0,0,625.2731031,0,2619.560766,3058.823529,200.1506709,12.69411765,16.51764706,1,2600,0,199.7382354,12.48940187,0,0,0,0,0,0.607932067,0.985,0.812108272,0,9.885285376,19.341,12.34,0.203658537,1.6,19,17,12.54365854,1,1,276.3,2.8,7,19.341,8801.634322,0.267035376,0.136135682,0,0,0.251327412,-0.028636437,0.023,0.038,0.044,0.779209496,0.25,0.035,0,1,1,0.965,0,0.018667674,0.092657339,0.215711606,0.37497387,0.55288633,0.729089636,0.882324677,0.992337012,0,0.046669184,0.371650899,1.37421661,3.390209316,6.647294488,11.23445023,17.0857101,23.97817601,1.024,Simple Containers,HFO,HFO,HFO,18.768,26417.23011,2600,0,116.9603006,12.48940187,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,750.72,1056689.204,104000,0,4678.412024,499.5760747,0,0.9.4.8.1 (beta)
47,Container Ship Size 5,0,none fitted,,25,Containers,0.34,68573,68573,201685.2941,5270.403301,271.8384471,35.8,16.73833355,27.07631056,26950.87795,95523.87795,75923.07366,173.5023944,Two-stroke 15 Cylinder MAN B&W G95ME-C9.5-TII,2923.038336,2657.307578,0.742718447,56389.46733,61.76530904,0.95,0.177531961,0.246569836,0.671921443,0,0,785.9064314,0,2946.061135,3058.823529,200.1506709,12.69411765,16.51764706,1,2600,0,234.8089824,12.48940187,0,0,0,0,0,0.591595903,0.985,0.805432802,0,10.2679818,19.341,12.34,0.203658537,1.6,19,17,12.54365854,1,1,276.3,2.8,7,19.341,8801.634322,0.267035376,0.136135682,0,0,0.251327412,-0.029672705,0.023,0.038,0.044,0.769180725,0.25,0.035,0,1,1,0.965,0,-0.01164582,0.017759676,0.092920926,0.208708762,0.352490532,0.506461904,0.6499809,0.761904673,0,-0.029114549,-0.042944458,0.278156237,1.264532772,3.189302912,6.217910329,10.3751721,15.52983828,1.024,Simple Containers,HFO,HFO,HFO,19.55,30920.71475,2600,0,135.9006793,12.48940187,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,782,1236828.59,104000,0,5436.027171,499.5760747,0,0.9.4.8.1 (beta)
48,Container Ship Size 5,0,none fitted,,26,Containers,0.34,68573,68573,201685.2941,5270.403301,271.6620883,35.8,17.39997584,28.14659823,27984.76276,96557.76276,89768.40941,178.6980561,Two-stroke 15 Cylinder MAN B&W G95ME-C9.5-TII,3456.083762,3141.894329,0.742718447,66672.65359,61.5362028,0.95,0.176510432,0.241377056,0.66459636,0,0,977.7846036,0,3312.818336,3058.823529,200.1506709,12.69411765,16.51764706,1,2600,0,285.9425663,12.48940187,0,0,0,0,0,0.57525974,0.985,0.798485033,0,10.68018495,19.341,12.34,0.203658537,1.6,19,17,12.54365854,1,1,276.3,2.8,7,19.341,8801.634322,0.267035376,0.136135682,0,0,0.251327412,-0.030708974,0.023,0.038,0.044,0.759151954,0.25,0.035,0,1,1,0.965,0,-0.042480245,-0.059038064,-0.033859874,0.035852718,0.142626336,0.271461007,0.402577636,0.514168343,0,-0.106200613,-0.466196999,-0.846037002,-0.925704577,-0.389875148,1.001909048,3.365658172,6.663967211,1.024,Simple Containers,HFO,HFO,HFO,20.332,36090.60738,2600,0,163.6201848,12.48940187,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,813.28,1443624.295,104000,0,6544.807391,499.5760747,0,0.9.4.8.1 (beta)
49,Container Ship Size 5,0,none fitted,,27,Containers,0.34,68573,68573,201685.2941,5270.403301,271.4716338,35.8,18.11450062,29.30242984,29095.24047,97668.24047,104138.5638,175.6408268,Large Engine 3rd GHG Study Equation.,4009.334706,3644.849733,0.742718447,77345.63234,61.63473835,0.95,0.175468436,0.236438222,0.661346369,0,0,1163.113467,0,3682.699428,3058.823529,200.1506709,12.69411765,16.51764706,1,2600,0,326.0412195,12.48940187,0,0,0,0,0,0.558923576,0.985,0.791235271,0,11.12533389,19.341,12.34,0.203658537,1.6,19,17,12.54365854,1,1,276.3,2.8,7,19.341,8801.634322,0.267035376,0.136135682,0,0,0.251327412,-0.031745242,0.023,0.038,0.044,0.749123183,0.25,0.035,0,1,1,0.965,0,-0.07420372,-0.138459885,-0.165700224,-0.144999523,-0.078437808,0.022039292,0.137762585,0.246484315,0,-0.1855093,-0.902677613,-2.009227597,-3.200227523,-4.121319657,-4.458410468,-4.003807546,-2.698783836,1.024,Simple Containers,HFO,HFO,HFO,21.114,41816.96178,2600,0,186.3821086,12.48940187,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,844.56,1672678.471,104000,0,7455.284344,499.5760747,0,0.9.4.8.1 (beta)
50,Container Ship Size 6,0,none fitted,,24,Containers,0.34,103229,103229,303614.7059,7934.004089,309.0711265,43.9,16.93127052,29.83431952,39950.25546,143179.2555,78750.34728,174.5633695,Two-stroke 15 Cylinder MAN B&W G95ME-C9.5-TII,3031.88837,2756.262155,0.742718447,58489.3356,59.71026267,0.9,0.18644516,0.259891624,0.655717062,0,0,678.8226082,0,3106.327212,3270.588235,200.1906504,13.57294118,17.66117647,1,2780,0,245.0422921,13.35672019,0,0,0,0,0,0.631504425,0.985,0.702656779,0,10.38818154,21.8946,12.34,0.637403156,1.6,21,19,12.97740316,1,1,312.78,2.8,7,21.8946,11166.27677,0.267035376,0.136135682,0,0,0.251327412,-0.027141148,0.023,0.038,0.044,0.793680566,0.25,0.035,0,1,1,0.965,0,0.078484428,0.291580795,0.586430125,0.914034745,1.230203089,1.496496363,1.681177655,1.760164083,0,0.196211071,1.317585201,4.241564489,9.458801976,17.10448342,26.99673978,38.68216573,51.48846421,1.024,Simple Containers,HFO,HFO,HFO,18.768,32161.11077,2780,0,142.1523919,13.35672019,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,750.72,1286444.431,111200,0,5686.095674,534.2688077,0,0.9.4.8.1 (beta)
51,Container Ship Size 6,0,none fitted,,25,Containers,0.34,103229,103229,303614.7059,7934.004089,308.9431015,43.9,17.51571357,30.86415721,41291.26602,144520.266,91906.85605,179.5005391,Two-stroke 15 Cylinder MAN B&W G95ME-C9.5-TII,3538.413958,3216.739962,0.742718447,68260.91736,59.62575746,0.9,0.185475112,0.253641722,0.649095049,0,0,828.9825646,0,3445.13051,3270.588235,200.1906504,13.57294118,17.66117647,1,2780,0,294.0689151,13.35672019,0,0,0,0,0,0.616150442,0.985,0.692782214,0,10.75228955,21.8946,12.34,0.637403156,1.6,21,19,12.97740316,1,1,312.78,2.8,7,21.8946,11166.27677,0.267035376,0.136135682,0,0,0.251327412,-0.028115113,0.023,0.038,0.044,0.784254757,0.25,0.035,0,1,1,0.965,0,0.037229748,0.187934814,0.416826774,0.686846239,0.960919351,1.203716196,1.38341175,1.473449961,0,0.093074369,0.749060143,2.73080115,6.53205062,12.36858019,20.18246744,29.65957779,40.26026145,1.024,Simple Containers,HFO,HFO,HFO,19.55,37236.64103,2780,0,169.3961399,13.35672019,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,782,1489465.641,111200,0,6775.845595,534.2688077,0,0.9.4.8.1 (beta)
52,Container Ship Size 6,0,none fitted,,26,Containers,0.34,103229,103229,303614.7059,7934.004089,308.8061736,43.9,18.14079918,31.96561051,42718.92801,145947.928,106040.6944,175.6408268,Large Engine 3rd GHG Study Equation.,4082.566734,3711.424303,0.742718447,78758.37981,60.28595293,0.95,0.184490028,0.247820757,0.650996453,0,0,1020.64112,0,3833.251535,3270.588235,200.1906504,13.57294118,17.66117647,1,2780,0,331.9964867,13.35672019,0,0,0,0,0,0.60079646,0.985,0.682403538,0,11.14171789,21.8946,12.34,0.637403156,1.6,21,19,12.97740316,1,1,312.78,2.8,7,21.8946,11166.27677,0.267035376,0.136135682,0,0,0.251327412,-0.029089077,0.023,0.038,0.044,0.774828947,0.25,0.035,0,1,1,0.965,0,-0.003300128,0.084345979,0.245419254,0.455107995,0.683839146,0.89981155,1.071531831,1.170353516,0,-0.00825032,0.186113987,1.221392019,3.586258277,7.571396119,13.24012072,20.41800805,28.701551,1.024,Simple Containers,HFO,HFO,HFO,20.332,42333.86906,2780,0,188.7537923,13.35672019,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,813.28,1693354.762,111200,0,7550.151693,534.2688077,0,0.9.4.8.1 (beta)
53,Container Ship Size 6,0,none fitted,,27,Containers,0.34,103229,103229,303614.7059,7934.004089,308.6594109,43.9,18.81078121,33.14617508,44241.52127,147470.5213,124856.808,175.6408268,Large Engine 3rd GHG Study Equation.,4806.987109,4369.988281,0.742718447,92733.45451,60.02235369,0.95,0.18348818,0.242358248,0.643227185,0,0,1277.253065,0,4294.398431,3270.588235,200.1906504,13.57294118,17.66117647,1,2780,0,390.9067349,13.35672019,0,0,0,0,0,0.585442478,0.985,0.671467427,0,11.55911669,21.8946,12.34,0.637403156,1.6,21,19,12.97740316,1,1,312.78,2.8,7,21.8946,11166.27677,0.267035376,0.136135682,0,0,0.251327412,-0.030063042,0.023,0.038,0.044,0.765403137,0.25,0.035,0,1,1,0.965,0,-0.0434185,-0.019796552,0.071311054,0.217647051,0.39752073,0.583079028,0.743580329,0.848671625,0,-0.108546251,-0.375130132,-0.295835257,0.604837641,2.686874721,6.132175941,10.9065219,16.74610261,1.024,Simple Containers,HFO,HFO,HFO,21.114,48895.18154,2780,0,218.477482,13.35672019,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,844.56,1955807.261,111200,0,8739.099278,534.2688077,0,0.9.4.8.1 (beta)
54,Container Ship Size 6,0,none fitted,,28,Containers,0.34,103229,103229,303614.7059,7934.004089,308.501751,43.9,19.53050982,34.41439729,45868.37941,149097.3794,146348.1712,175.6408268,Large Engine 3rd GHG Study Equation.,5634.404592,5122.185993,0.742718447,108695.4864,59.83758987,0.95,0.1824678,0.237190865,0.636736811,0,0,1574.803211,0,4804.837535,3270.588235,200.1906504,13.57294118,17.66117647,1,2780,0,458.1927623,13.35672019,0,0,0,0,0,0.570088495,0.985,0.659912994,0,12.00750762,21.8946,12.34,0.637403156,1.6,21,19,12.97740316,1,1,312.78,2.8,7,21.8946,11166.27677,0.267035376,0.136135682,0,0,0.251327412,-0.031037006,0.023,0.038,0.044,0.755977327,0.25,0.035,0,1,1,0.965,0,-0.083478872,-0.125181884,-0.106509025,-0.026859408,0.100338381,0.25159806,0.397350248,0.505920531,0,-0.208697181,-0.939046253,-1.831228235,-2.430921879,-2.314372968,-1.183685915,1.067680008,4.319232578,1.024,Simple Containers,HFO,HFO,HFO,21.896,56315.39106,2780,0,252.1309332,13.35672019,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,875.84,2252615.643,111200,0,10085.23733,534.2688077,0,0.9.4.8.1 (beta)
55,Container Ship Size 7,0,none fitted,,27,Containers,0.34,158660,158660,466647.0588,12194.33578,347.4876613,54.2,19.96325151,39.36853657,69664.50287,228324.5029,165110.0579,175.6408268,Large Engine 3rd GHG Study Equation.,6356.737229,5778.852026,0.742718447,122630.2857,57.2558621,0.9,0.192414977,0.247330852,0.610944215,0,0,1444.666314,0,5393.874072,3917.647059,208.0070594,16.25823529,21.15529412,1,3330,0,516.9332345,16.62392418,0,0,0,0,0,0.610544868,0.985,0.681469451,0,12.27710569,24.808,12.34,0.414060258,1.6,24,22,12.75406026,1,1,354.4,2.8,7,24.808,13548.89329,0.267035376,0.136135682,0,0,0.251327412,-0.028470697,0.023,0.038,0.044,0.780813494,0.25,0.035,0,1,1,0.965,0,0.006773115,0.20115837,0.511195469,0.869612499,1.21529629,1.494765208,1.663645173,1.688149654,0,0.016932787,0.553694284,2.837474805,7.567483394,14.95378661,24.76718108,36.40012006,48.93872006,1.024,Simple Containers,HFO,HFO,HFO,21.114,64090.71302,3330,0,286.6273167,16.62392418,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,844.56,2563628.521,133200,0,11465.09267,664.9569673,0,0.9.4.8.1 (beta)
56,Container Ship Size 7,0,none fitted,,28,Containers,0.34,158660,158660,466647.0588,12194.33578,347.2488736,54.2,20.65288486,40.72852824,71971.44173,230631.4417,192487.5023,175.6408268,Large Engine 3rd GHG Study Equation.,7410.768839,6737.062581,0.742718447,142964.0187,57.08918241,0.9,0.191448239,0.241088612,0.603958832,0,0,1774.531794,0,5994.339317,3917.647059,208.0070594,16.25823529,21.15529412,1,3330,0,602.6476427,16.62392418,0,0,0,0,0,0.596120604,0.985,0.671110745,0,12.70674727,24.808,12.34,0.414060258,1.6,24,22,12.75406026,1,1,354.4,2.8,7,24.808,13548.89329,0.267035376,0.136135682,0,0,0.251327412,-0.029385686,0.023,0.038,0.044,0.771958439,0.25,0.035,0,1,1,0.965,0,-0.05504895,0.044623965,0.253900939,0.523793408,0.80413836,1.046297159,1.205857707,1.245340705,0,-0.137622376,-0.301307215,0.556564955,3.13555317,7.764866111,14.40130081,22.64743087,31.79007117,1.024,Simple Containers,HFO,HFO,HFO,21.896,73321.18192,3330,0,328.5858508,16.62392418,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,875.84,2932847.277,133200,0,13143.43403,664.9569673,0,0.9.4.8.1 (beta)
57,Container Ship Size 7,0,none fitted,,29,Containers,0.34,158660,158660,466647.0588,12194.33578,346.9936047,54.2,21.39011679,42.1823867,74424.36584,233084.3658,226208.5303,175.6408268,Large Engine 3rd GHG Study Equation.,8709.028415,7917.298559,0.742718447,168009.2482,56.79932289,0.9,0.190465891,0.235194155,0.596003962,0,0,2211.624443,0,6711.963837,3917.647059,208.0070594,16.25823529,21.15529412,1,3330,0,708.2227982,16.62392418,0,0,0,0,0,0.58169634,0.985,0.660224594,0,13.16604276,24.808,12.34,0.414060258,1.6,24,22,12.75406026,1,1,354.4,2.8,7,24.808,13548.89329,0.267035376,0.136135682,0,0,0.251327412,-0.030300674,0.023,0.038,0.044,0.763103383,0.25,0.035,0,1,1,0.965,0,-0.115721669,-0.111710938,-0.006024416,0.171077283,0.380982325,0.580583044,0.726134773,0.77711893,0,-0.289304172,-1.14718986,-1.720805591,-1.323234464,0.484607763,3.840976997,8.559229146,14.13270033,1.024,Simple Containers,HFO,HFO,HFO,22.678,83942.64009,3330,0,377.266095,16.62392418,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,907.12,3357705.604,133200,0,15090.6438,664.9569673,0,0.9.4.8.1 (beta)
58,Container Ship Size 7,0,none fitted,,30,Containers,0.34,158660,158660,466647.0588,12194.33578,346.7201541,54.2,22.17985858,43.73979727,77036.88115,235696.8812,264563.1593,175.6408268,Large Engine 3rd GHG Study Equation.,10185.68163,9259.710574,0.742718447,196495.9387,56.58777516,0.9,0.189466453,0.229593006,0.589295661,0,0,2711.83081,0,7502.929008,3917.647059,208.0070594,16.25823529,21.15529412,1,3330,0,828.305019,16.62392418,0,0,0,0,0,0.567272076,0.985,0.648757528,0,13.6580519,24.808,12.34,0.414060258,1.6,24,22,12.75406026,1,1,354.4,2.8,7,24.808,13548.89329,0.267035376,0.136135682,0,0,0.251327412,-0.031215663,0.023,0.038,0.044,0.754248327,0.25,0.035,0,1,1,0.965,0,-0.175642173,-0.268612192,-0.269694726,-0.189983973,-0.055943962,0.095533826,0.222076409,0.280779654,0,-0.439105433,-1.988846779,-4.006144553,-5.829578118,-6.91935789,-6.960243137,-5.927382984,-4.115051803,1.024,Simple Containers,HFO,HFO,HFO,23.46,95877.14926,3330,0,432.0176849,16.62392418,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,938.4,3835085.97,133200,0,17280.7074,664.9569673,0,0.9.4.8.1 (beta)
59,Container Ship Size 7,0,none fitted,,31,Containers,0.34,158660,158660,466647.0588,12194.33578,346.4265875,54.2,23.02769676,45.41177681,79824.2781,238484.2781,303403.232,175.6408268,Large Engine 3rd GHG Study Equation.,11681.02443,10619.11312,0.742718447,225343.1771,56.68202251,0.9,0.1884484,0.224234931,0.586289433,0,0,3191.976777,0,8284.380865,3917.647059,208.0070594,16.25823529,21.15529412,1,3330,0,949.9070866,16.62392418,0,0,0,0,0,0.552847811,0.985,0.636648913,0,14.18625508,24.808,12.34,0.414060258,1.6,24,22,12.75406026,1,1,354.4,2.8,7,24.808,13548.89329,0.267035376,0.136135682,0,0,0.251327412,-0.032130652,0.023,0.038,0.044,0.745393271,0.25,0.035,0,1,1,0.965,0,-0.235256995,-0.426940909,-0.538362631,-0.561018337,-0.508632566,-0.411198507,-0.309014592,-0.246716533,0,-0.588142489,-2.831779738,-6.312390863,-10.40674986,-14.48342297,-18.05458206,-20.88311108,-23.04497537,1.024,Simple Containers,HFO,HFO,HFO,24.242,108774.9758,3330,0,490.6819965,16.62392418,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,969.68,4350999.032,133200,0,19627.27986,664.9569673,0,0.9.4.8.1 (beta)
60,Container Ship Size 8,0,none fitted,,23,Containers,0.34,192172,192172,565211.7647,14770.01069,389.2315779,59,16.79275437,32.3349345,69881.68653,262053.6865,110900.2437,175.6408268,Large Engine 3rd GHG Study Equation.,4269.659381,3881.508528,0.742718447,82367.6567,52.17912876,0.95,0.198248933,0.307137248,0.60043946,0,0,644.4024785,0,4179.875741,4317.647059,200.8263204,17.91823529,23.31529412,1,3670,0,347.2109597,17.6887823,0,0,0,0,0,0.685912953,0.985,0.822783684,0.218259051,10.30188597,27.678,12.34,0.149354376,1.6,27,25,12.48935438,1,1,395.4,2.8,7,27.678,14442.6894,0.267035376,0.136135682,0,0,0.251327412,-0.023689798,0.023,0.038,0.044,0.827081962,0.25,0.035,0,1,1,0.965,0,0.710668045,1.785003027,2.934438713,3.956722576,4.724120337,5.171622506,5.285153595,5.089784615,0,1.776670112,9.792517903,26.05362982,50.61762982,82.21154355,118.7612015,157.832198,196.9824275,1.024,Simple Containers,HFO,HFO,HFO,17.986,46024.76211,3670,0,204.3002982,17.6887823,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,719.44,1840990.484,146800,0,8172.011928,707.5512919,0,0.9.4.8.1 (beta)
61,Container Ship Size 8,0,none fitted,,24,Containers,0.34,192172,192172,565211.7647,14770.01069,389.0607646,59,17.25777219,33.23033977,71776.61963,263948.6196,129952.3388,175.6408268,Large Engine 3rd GHG Study Equation.,5003.165043,4548.331858,0.742718447,96517.9992,52.0299055,0.95,0.197443616,0.29871963,0.591179258,0,0,803.5635892,0,4621.484783,4317.647059,200.8263204,17.91823529,23.31529412,1,3670,0,406.8600283,17.6887823,0,0,0,0,0,0.672256994,0.985,0.817462916,0,10.59159207,27.678,12.34,0.149354376,1.6,27,25,12.48935438,1,1,395.4,2.8,7,27.678,14442.6894,0.267035376,0.136135682,0,0,0.251327412,-0.02455605,0.023,0.038,0.044,0.818698569,0.25,0.035,0,1,1,0.965,0,0.621440938,1.595480279,2.657288448,3.618158702,4.355496808,4.802812787,4.939715398,4.781909994,0,1.553602346,8.649507735,23.27013025,45.60196924,74.58150477,108.3660208,144.7293732,181.3827252,1.024,Simple Containers,HFO,HFO,HFO,18.768,53382.9594,3670,0,237.2388629,17.6887823,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,750.72,2135318.376,146800,0,9489.554515,707.5512919,0,0.9.4.8.1 (beta)
62,Container Ship Size 8,0,none fitted,,25,Containers,0.34,192172,192172,565211.7647,14770.01069,388.8804479,59,17.74866155,34.17556144,73770.2576,265942.2576,150678.435,175.6408268,Large Engine 3rd GHG Study Equation.,5801.119748,5273.745226,0.742718447,111911.6532,52.21687171,1,0.196575148,0.290927183,0.586310979,0,0,991.4083309,0,5101.860735,4317.647059,200.8263204,17.91823529,23.31529412,1,3670,0,471.750127,17.6887823,0,0,0,0,0,0.658601035,0.985,0.811991165,0,10.89741614,27.678,12.34,0.149354376,1.6,27,25,12.48935438,1,1,395.4,2.8,7,27.678,14442.6894,0.267035376,0.136135682,0,0,0.251327412,-0.025422302,0.023,0.038,0.044,0.810315176,0.25,0.035,0,1,1,0.965,0,0.536000591,1.410863327,2.383926465,3.280640942,3.984279351,4.427647023,4.584795936,4.46274208,0,1.340001477,7.547162751,20.56129555,40.68253023,67.04643331,98.03694763,131.6371726,165.7180075,1.024,Simple Containers,HFO,HFO,HFO,19.55,61109.27626,3670,0,271.9697848,17.6887823,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,782,2444371.05,146800,0,10878.79139,707.5512919,0,0.9.4.8.1 (beta)
63,Container Ship Size 8,0,none fitted,,26,Containers,0.34,192172,192172,565211.7647,14770.01069,388.6898347,59,18.26758211,35.17475801,75870.17562,268042.1756,175287.4042,175.6408268,Large Engine 3rd GHG Study Equation.,6748.56506,6135.059146,0.742718447,130189.1885,52.07155357,1,0.19569831,0.28369321,0.578350059,0,0,1214.594657,0,5629.3419,4317.647059,200.8263204,17.91823529,23.31529412,1,3670,0,548.796881,17.6887823,0,0,0,0,0,0.644945077,0.985,0.806356342,0,11.22070366,27.678,12.34,0.149354376,1.6,27,25,12.48935438,1,1,395.4,2.8,7,27.678,14442.6894,0.267035376,0.136135682,0,0,0.251327412,-0.026288554,0.023,0.038,0.044,0.801931783,0.25,0.035,0,1,1,0.965,0,0.45416428,1.230800524,2.113841704,2.943505129,3.609654759,4.045165711,4.21929165,4.13103575,0,1.135410701,6.483233413,17.92184029,35.84981164,59.59147418,87.75266225,118.5267199,149.9507676,1.024,Simple Containers,HFO,HFO,HFO,20.332,70325.34411,3670,0,313.3698404,17.6887823,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,813.28,2813013.764,146800,0,12534.79362,707.5512919,0,0.9.4.8.1 (beta)
