Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Orawa,Bulk Carrier,24109,38056,2009,189.97,In Service,Polish Steamship Co,Polish Steamship Co,Polish Steamship Co,Bahamas,,IFO 380,Diesel 2-Stroke,,,2220,7368,IFO 380,,,,IC,3,,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14.4,10.4,28.58,CSSC,China P.R.,Poland,345-10,Bulkers,
Kociewie,Bulk Carrier,24109,38981,2009,189.98,In Service,Polish Steamship Co,Polish Steamship Co,Polish Steamship Co,Bahamas,,IFO 380,Diesel 2-Stroke,,,2220,7368,IFO 380,,,,IC,3,,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14.4,10.4,28.58,CSSC,China P.R.,Poland,345-12,Bulkers,
Ugljan,Bulk Carrier,24099,37729,2010,189.96,In Service,Tankerska Plovidba,Tankerska Plovidba,Tankerska Plovidba,Bahamas,,IFO 380,Diesel 2-Stroke,,,1950,7368,IFO 380,,,,IC,3,29,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.45,28.5,CSSC,China P.R.,Croatia,06C-031,Bulkers,
Elar Trader,Bulk Carrier,24099,37782,2010,189.94,In Service,John J. Rigos Marine,John J. Rigos Marine,John J. Rigos Marine,Bahamas,,IFO 380,Diesel 2-Stroke,,,,8730,IFO 380,,,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.57,CSSC,China P.R.,Greece,07C-003,Bulkers,26
Biograd,Bulk Carrier,24099,37729,2010,189.95,In Service,Tankerska Plovidba,Tankerska Plovidba,Tankerska Plovidba,Bahamas,,IFO 380,Diesel 2-Stroke,,,1950,7368,IFO 380,,,,IC,3,29,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.45,28.51,CSSC,China P.R.,Croatia,06C-032,Bulkers,28
Marina R,Bulk Carrier,24099,37785,2010,189.98,In Service,Valerie Ship,Valerie Ship,Valerie Ship,Bahamas,,IFO 380,Diesel 2-Stroke,,,,8730,IFO 380,,,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.57,CSSC,China P.R.,Greece,07C-004,Bulkers,26
CS Calla,Bulk Carrier,24065,37479,2011,189.99,In Service,Campbell Shipping,Campbell Shipping,Emerald Handy Pool,Bahamas,,IFO 380,Diesel 2-Stroke,,,2400,7368,IFO 380,,14,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.5,CSSC,China P.R.,Bahamas,360-1,Bulkers,25.5
CS Candy,Bulk Carrier,24065,37459,2012,190,In Service,Campbell Shipping,Campbell Shipping,Emerald Handy Pool,Bahamas,,IFO 380,Diesel 2-Stroke,,,,7368,IFO 380,,14,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.5,CSSC,China P.R.,Bahamas,360-3,Bulkers,25.5
CS Calvina,Bulk Carrier,24065,37456,2011,189.99,In Service,Campbell Shipping,Campbell Shipping,Emerald Handy Pool,Bahamas,,IFO 380,Diesel 2-Stroke,,,,7368,IFO 380,,14,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14.4,10.4,28.5,CSSC,China P.R.,Bahamas,360-2,Bulkers,25.5
Polesie,Bulk Carrier,24055,38069,2009,190,In Service,Polish Steamship Co,Polish Steamship Co,Polish Steamship Co,Bahamas,,IFO 380,Diesel 2-Stroke,,,2220,7368,IFO 380,,,,IC,3,,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14.4,10.4,28.58,CSSC,China P.R.,Poland,345-13,Bulkers,
Wadowice II,Bulk Carrier,24055,38061,2010,190,In Service,Polish Steamship Co,Polish Steamship Co,Polish Steamship Co,Bahamas,,IFO 380,Diesel 2-Stroke,,,2220,8730,IFO 380,,,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14.4,10.4,28.58,CSSC,China P.R.,Poland,345-14,Bulkers,
Pola Ilaria,Bulk Carrier,24050,37495,2010,189.99,In Service,Pola Maritime,Pola Maritime,Pola Maritime,Malta,,IFO 380,Diesel 2-Stroke,,,,8730,IFO 380,,,,IC,3,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.5,CSSC,China P.R.,Russia,358-2,Bulkers,25.2
BBC Neptune,Bulk Carrier,24050,37506,2010,189.99,In Service,Briese Schiffahrts,Briese Schiffahrts,BBC Chartering,Liberia,,IFO 380,Diesel 2-Stroke,,,1830,7368,IFO 380,,,,IC,3,,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 2-stroke,14,10.4,28.5,CSSC,China P.R.,Germany,358-1,Bulkers,25.2
Serenity,Bulk Carrier,23683,36599,2011,186.4,In Service,Mercury Maritime Ent,Mercury Maritime Ent,Mercury Maritime Ent,Liberia,,IFO 380,Diesel 2-Stroke,,,1800,7860,IFO 380,,,,IC,3,40.5,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,10.9,27.8,MAN Energy Solutions,Vietnam,Greece,S030,Bulkers,24.2
Jia Hong 68,Bulk Carrier,23670,38268,2012,183.5,In Service,Zhejiang Jiahong,Zhejiang Jiahong,Zhejiang Jiahong,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7860,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,12.5,11.3,28.6,MAN Energy Solutions,China P.R.,China P.R.,HXCC1002,Bulkers,
Yao Long,Bulk Carrier,23670,38183,2011,183.5,In Service,Shanghai Shenlong,Shanghai Shenlong,Shanghai Shenlong,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,12,11.3,28.6,MAN Energy Solutions,China P.R.,China P.R.,MYSB003,Bulkers,
Zhong Xing Da 98,Bulk Carrier,23642,37411,2013,189.8,In Service,Zhejiang Zhongyi,Zhejiang Zhongyi,Zhejiang Zhongyi,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,10.2,28.8,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Xin Zhou Xing,Bulk Carrier,23584,40413,2012,179.89,In Service,ZSQ Shipping Ltd,ZSQ Shipping Ltd,ZSQ Shipping Ltd,China P.R.,,IFO 380,Diesel 2-Stroke,,,1980,6480,IFO 380,,,,,0,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.8,11.55,29,MAN Energy Solutions,China P.R.,China P.R.,DFC10-110,Bulkers,20.8
Rui Sheng 6,Bulk Carrier,23477,36899,2010,188,In Service,Zhejiang Kaihong,Zhejiang Kaihong,Zhejiang Kaihong,China P.R.,,IFO 380,Diesel 2-Stroke,,,,5830,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,10.6,28.8,MAN Energy Solutions,China P.R.,China P.R.,FTO802,Bulkers,
Goldeneye,Bulk Carrier,23433,35949,2014,179.89,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10,30,MAN Energy Solutions,China P.R.,Canada,2236,Bulkers,
Cresty,Bulk Carrier,23433,35977,2014,179.92,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10,30,MAN Energy Solutions,China P.R.,Canada,2237,Bulkers,
Carme,Bulk Carrier,23433,35906,2014,179.93,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,10,30,MAN Energy Solutions,China P.R.,Canada,BC36K-CF05,Bulkers,26
Thebe,Bulk Carrier,23433,35989,2014,179.91,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,10,30,MAN Energy Solutions,China P.R.,Canada,CF06,Bulkers,25
Smew,Bulk Carrier,23433,35998,2014,179.96,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10,30,MAN Energy Solutions,China P.R.,Canada,2281,Bulkers,
Musky,Bulk Carrier,23433,35954,2014,179.89,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2400,6400,,,,,IC,3,,Y,5S50ME-B8.2,S50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,10,30,MAN Energy Solutions,China P.R.,Canada,2282,Bulkers,25
Tian Cheng 19,Bulk Carrier,23356,36686,2011,188,In Service,Shandong Tiancheng,Shandong Tiancheng,Shandong Tiancheng,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10.48,29.2,MAN Energy Solutions,China P.R.,China P.R.,MFJ2010-11,Bulkers,
Algoma Discovery,Bulk Carrier,23306,34752,1987,222.44,In Service,Seaway Marine,Algoma Central Corp,Seaway Marine,Canada,,IFO 380,Diesel 2-Stroke,,,,9660,IFO 380,,,,IC,3,,Y,6RTA62,RTA62,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Sulzer,14.25,9.73,23.14,Sulzer,Croatia,Canada,642,Bulkers,32
Zhong Miao 58,Bulk Carrier,23161,39572,2012,189.99,In Service,Zhejiang Zhongmiao,Zhejiang Zhongmiao,Zhejiang Zhongmiao,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10.8,28.6,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Xin Hai Xing 55,Bulk Carrier,23161,39278,2011,189.99,In Service,Zhejiang Xinhaixing,Zhejiang Xinhaixing,Zhejiang Xinhaixing,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10.79,28.6,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hai Da Hai 18,Bulk Carrier,23017,36547,2012,188,In Service,Zhejiang Haida,Zhejiang Haida,Zhejiang Haida,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,10.6,28.8,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Federal Alster,Bulk Carrier,22947,36583,2016,199.77,In Service,Intership Navigation,Hartmann AG,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,8600,,,,,IC,3,,Y,5G50ME-B9.2,G50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,11.25,23.7,MAN Energy Solutions,China P.R.,Germany,103601,Bulkers,
Federal Ruhr,Bulk Carrier,22947,36583,2017,199.92,In Service,Intership Navigation,Hartmann AG,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,8600,,,,,IC,3,,Y,5G50ME-B9.2,G50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,11.27,23.7,MAN Energy Solutions,China P.R.,Germany,103602,Bulkers,
Federal Mosel,Bulk Carrier,22947,36583,2017,199.77,In Service,Intership Navigation,Hartmann AG,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,8600,,,,,IC,3,,Y,5G50ME-B9.2,G50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,11.25,23.7,MAN Energy Solutions,China P.R.,Germany,103603,Bulkers,
Federal Kibune,Open Hatch Carrier,22866,36824,2012,177.85,In Service,Osaka Asahi Kaiun,Osaka Asahi Kaiun,Fednav,Panama,,IFO 380,Diesel 2-Stroke,,,2400,7470,IFO 380,,,,IC,3,,Y,6UEC45LSE,UEC45,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Mitsubishi,15.7,10.87,28.6,Mitsubishi HI,Japan,Japan,588,Bulkers,
Ansac Pride,Open Hatch Carrier,22863,37094,2013,177.8,In Service,Uni-Asia Shpg (HK),Uni-Asia Holding,ANSAC,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2400,7470,IFO 380,,,,IC,3,,Y,6UEC45LSE,UEC45,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Mitsubishi,15.8,10.9,28.6,Mitsubishi HI,Japan,Hong Kong,592,Bulkers,
Nord Montreal,Open Hatch Carrier,22850,36570,2012,177.8,In Service,Norden A/S,Norden A/S,Norden Handysize,Singapore,,IFO 380,Diesel 2-Stroke,,,,8280,IFO 380,,,,IC,3,,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,10.9,28.6,MAN Energy Solutions,Japan,Denmark,590,Bulkers,
Nord Quebec,Open Hatch Carrier,22850,36546,2013,177.8,In Service,Norden A/S,Norden A/S,Norden A/S,Singapore,,IFO 380,Diesel 2-Stroke,,,2400,8280,IFO 380,,,,IC,3,,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,10.85,28.6,MAN Energy Solutions,Japan,Denmark,591,Bulkers,
Johanna G,Bulk Carrier,22792,37228,2004,199.9,In Service,Olof Brodin,Olof Brodin,Olof Brodin,Madeira,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,14.5,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Sweden,340,Bulkers,32
Maria G,Bulk Carrier,22792,37249,2007,200,In Service,Olof Brodin,Olof Brodin,Canadian Forest Nav.,Malta,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,14.5,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Sweden,SB348-1,Bulkers,
Isabelle G,Bulk Carrier,22792,37193,2004,199.99,In Service,Olof Brodin,Olof Brodin,Olof Brodin,Madeira,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,14.5,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Sweden,339,Bulkers,32
Helena G,Bulk Carrier,22790,37251,2007,200,In Service,Olof Brodin,Olof Brodin,Canadian Forest Nav.,Madeira,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,14.5,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,11.27,23.7,MAN Energy Solutions,China P.R.,Sweden,SB348-3,Bulkers,
Imavere,Bulk Carrier,22746,36746,2012,186.4,In Service,Graanul Invest,Graanul Invest,Graanul Invest,Cyprus,,IFO 380,Diesel 2-Stroke,,,1683,8280,IFO 380,,,,IC,3,,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,10.9,27.8,MAN Energy Solutions,Vietnam,Estonia,S063,Bulkers,26.2
Federica,Bulk Carrier,22746,36612,2012,186.4,In Service,Graanul Invest,Graanul Invest,Graanul Invest,Bahamas,,IFO 380,Diesel 2-Stroke,,,1683,8280,IFO 380,,,,IC,3,,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,10.92,27.8,MAN Energy Solutions,Vietnam,Estonia,S062,Bulkers,26.2
Bluebill,Bulk Carrier,22655,37332,2004,199.85,In Service,Canadian Forest Nav.,Canadian Forest Nav.,Canadian Forest Nav.,Cyprus,,IFO 380,Diesel 2-Stroke,,,2235,7860,,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,SS1103,Bulkers,31.5
Wigeon,Bulk Carrier,22655,37238,2007,199.9,In Service,Parakou Shipping,Parakou Shipping,Canadian Forest Nav.,Liberia,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,11,11.27,23.7,MAN Energy Solutions,China P.R.,Hong Kong,SB348-4,Bulkers,27.5
Whistler,Bulk Carrier,22655,37272,2007,199.9,In Service,Parakou Shipping,Parakou Shipping,Canadian Forest Nav.,Liberia,,IFO 380,Diesel 2-Stroke,,,2340,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,11,11.27,23.7,MAN Energy Solutions,China P.R.,Hong Kong,SB348-2,Bulkers,27.5
Federal Danube,Bulk Carrier,22654,37116,2004,199.9,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,00-022,Bulkers,
Greendale,Bulk Carrier,22654,37301,2003,199.9,In Service,Transship Co. Ltd.,Transship Co. Ltd.,Transship Co. Ltd.,Belize,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Ukraine,195,Bulkers,29.5
Federal Weser,Bulk Carrier,22654,37372,2002,199.9,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,00-018,Bulkers,
Federal Ems,Bulk Carrier,22654,37058,2002,199.9,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,00-019,Bulkers,
Federal Leda,Bulk Carrier,22654,37180,2003,199.9,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,00-020,Bulkers,34
Federal Elbe,Bulk Carrier,22654,37038,2003,199.9,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Canada,00-021,Bulkers,34
Pochard S,Bulk Carrier,22654,37020,2003,199.9,In Service,Armador Shipping,Armador Shipping,Armador Shipping,Liberia,,IFO 380,Diesel 2-Stroke,,,2550,7860,IFO 380,,,,IC,3,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,11.27,23.7,MAN Energy Solutions,China P.R.,Turkey,196,Bulkers,29.5
Nunavik,Bulk Carrier,22622,31754,2014,188.8,In Service,Fednav,Fednav,Fednav,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2940,22890,,,,,,0,,Y,7S70ME-C8.2,S70,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,11.75,26.6,MAN Energy Solutions,Japan,Canada,204,Bulkers,35
Rainbow Quest,Bulk Carrier,22549,34627,2011,179.92,In Service,Marine Capital,Marine Capital,Marine Capital,Gibraltar,,IFO 380,Diesel 2-Stroke,,,,7097,,,14,,IC,3,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,10.4,28.8,MAN Energy Solutions,China P.R.,United Kingdom,33,Bulkers,
Last Tycoon,Bulk Carrier,22549,34569,2012,179.93,In Service,Marine Capital,Marine Capital,Marine Capital,Gibraltar,,IFO 380,Diesel 2-Stroke,,,,7097,,,14,,IC,3,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,10.4,28.81,MAN Energy Solutions,China P.R.,United Kingdom,34,Bulkers,
Lila II,Bulk Carrier,22549,34604,2012,179.93,In Service,Arka Global Marine,Arka Global Marine,Arka Global Marine,Liberia,,IFO 380,Diesel 2-Stroke,,,,7097,,,,,IC,3,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,10.4,28.8,MAN Energy Solutions,China P.R.,U.A.E.,35,Bulkers,
Occitan Pessac,Bulk Carrier,22523,34570,2010,179.87,In Service,SGM Shipping,SGM Shipping,SGM Shipping,Malta,,IFO 380,Diesel 2-Stroke,,,,7097,IFO 380,,14,,IC,3,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,10.4,28.8,MAN Energy Solutions,China P.R.,Switzerland,32,Bulkers,
Shi Long Ling,Bulk Carrier,22494,34610,2013,179.88,In Service,Dalian Marine Trans.,Dalian Marine Trans.,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,,10.27,28.8,MAN Energy Solutions,China P.R.,China P.R.,BC350-03,Bulkers,
Qing Feng Ling,Bulk Carrier,22494,34650,2013,179.88,In Service,Dalian Marine Trans.,Dalian Marine Trans.,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.6,10.27,28.8,MAN Energy Solutions,China P.R.,China P.R.," 	BC350-02",Bulkers,
Umiak I,Bulk Carrier,22462,31992,2006,188.8,In Service,Fednav,Fednav,Fednav,Canada,,IFO 380,Diesel 2-Stroke,,,2664,21770,IFO 380,,,,,0,,Y,7S70ME-C7.1,S70,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.3,11.71,26.6,MAN Energy Solutions,Japan,Canada,10003,Bulkers,
Leonor,Bulk Carrier,22414,34938,2011,179.9,In Service,Northsouth Maritime,Northsouth Maritime,Northsouth Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,26,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.7,10.8,28.4,MAN Energy Solutions,China P.R.,Cuba,1184,Bulkers,
Mariana,Bulk Carrier,22414,34938,2012,180,In Service,Northsouth Maritime,Northsouth Maritime,Northsouth Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,26,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.7,10.8,28.4,MAN Energy Solutions,China P.R.,Cuba,1186,Bulkers,
Haydee,Bulk Carrier,22414,34931,2013,180,In Service,Northsouth Maritime,Northsouth Maritime,Northsouth Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,26,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.7,10.8,28.4,MAN Energy Solutions,China P.R.,Cuba,1188,Bulkers,
Lidia,Bulk Carrier,22414,34931,2013,180,In Service,Northsouth Maritime,Northsouth Maritime,Northsouth Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,26,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.7,10.8,28.4,MAN Energy Solutions,China P.R.,Cuba,1189,Bulkers,
