Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Bao Xiang Ling,Bulk Carrier,28780,47514,2013,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.9,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-05,Bulkers,
Bao He Ling,Bulk Carrier,28780,47442,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-06,Bulkers,
Bao Rui Ling,Bulk Carrier,28780,47522,2014,189.9,In Service,Guangzhou Zhenhua,China Shpg Haisheng,Guangzhou Zhenhua,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,223.3,Y,6S50ME-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-15,Bulkers,
Bao An Ling,Bulk Carrier,28780,48834,2014,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,MDO,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,11,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-07,Bulkers,22
Bao Ning Ling,Bulk Carrier,28780,47443,2014,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-08,Bulkers,
Hua Heng 169,Bulk Carrier,28762,45226,2012,199.99,In Service,Huayuan Star Shpg.,Huayuan Star Shpg.,Huayuan Star Shpg.,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6827,,,,,Category II,1,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Wartsila 2-stroke,,10.2,32.26,CSSC,China P.R.,China P.R.,S1172,Bulkers,
Hua Heng 168,Bulk Carrier,28762,43959,2011,199.99,In Service,Huayuan Star Shpg.,Huayuan Star Shpg.,Huayuan Star Shpg.,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Wartsila 2-stroke,,10.2,32.26,CSSC,China P.R.,China P.R.,,Bulkers,
Shang Dian Xiang An 7,Bulk Carrier,28757,43922,2011,199.99,In Service,Shanghai Xiang'an,State Power Invest,Shanghai Xiang'an,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7176,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.2,32.3,MAN Energy Solutions,China P.R.,China P.R.,CX 0407,Bulkers,
Shang Dian Xiang An 8,Bulk Carrier,28757,43966,2011,199.99,In Service,Shanghai Xiang'an,State Power Invest,Shanghai Xiang'an,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.2,32.3,MAN Energy Solutions,China P.R.,China P.R.,CX 0408,Bulkers,
Da Tang 7 Hao,Bulk Carrier,28757,44096,2011,199.99,In Service,Jiangsu Datang Shpg,China Datang Corp,Jiangsu Datang Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7176,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.2,10.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Da Tang 6 Hao,Bulk Carrier,28757,44148,2011,199.99,In Service,Jiangsu Datang Shpg,China Datang Corp,Jiangsu Datang Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,5278,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.2,10.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Da Tang 10 Hao,Bulk Carrier,28757,44069,2011,199.99,In Service,Jiangsu Datang Shpg,China Datang Corp,Jiangsu Datang Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,5280,,,,,Category II,1,,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.2,10.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Shang Dian Xiang An 5,Bulk Carrier,28757,43901,2011,199.99,In Service,Shanghai Xiang'an,State Power Invest,Shanghai Xiang'an,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.2,32.3,MAN Energy Solutions,China P.R.,China P.R.,CX 0405,Bulkers,
Shang Dian Xiang An 6,Bulk Carrier,28757,43958,2011,199.99,In Service,Shanghai Xiang'an,State Power Invest,Shanghai Xiang'an,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.2,32.3,MAN Energy Solutions,China P.R.,China P.R.,CX 0406,Bulkers,
Da Tang 8 Hao,Bulk Carrier,28757,44144,2011,199.99,In Service,Jiangsu Datang Shpg,China Datang Corp,Jiangsu Datang Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,5280,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.2,10.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hua Run Dian Li 7,Bulk Carrier,28751,43984,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,27.5,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,10.3,32.26,MAN Energy Solutions,China P.R.,China P.R.,419-6,Bulkers,
Hua Run Dian Li 9,Bulk Carrier,28751,43403,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,27.5,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.3,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hua Run Dian Li 8,Bulk Carrier,28751,43961,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,27.5,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.3,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Zhe Hai 165,Bulk Carrier,28748,48336,2010,189.98,In Service,Wenzhou Shipping,Zhejiang Shpg Group,Wenzhou Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6476,,,,,Category II,1,,Y,6S42MC7.1,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.2,11.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,HM-0018,Bulkers,
Hua Jiang 9,Bulk Carrier,28746,48516,2010,189.98,In Service,Jiangsu Huajiang,Jiangsu Huajiang,Jiangsu Huajiang,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,12.5,11.79,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Xin Xin 9,Bulk Carrier,28746,48912,2010,189.98,In Service,Xinxin Shipg,Xinxin Shipg,Xinxin Shipg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,11.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Tian Sheng 18,Bulk Carrier,28746,48336,2010,189.89,In Service,Ningbo Tiansheng,Ningbo Tiansheng,Ningbo Tiansheng,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC6,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,HM-0015,Bulkers,
Chang Xin 56,Bulk Carrier,28746,50689,2011,189.98,In Service,Changxin Trans,Changxin Trans,Changxin Trans,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hua Run Dian Li 10,Bulk Carrier,28733,43402,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,27.5,Y,6S46MC-C8.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hua Run Dian Li 3,Bulk Carrier,28733,45567,2012,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.32,32.26,MAN Energy Solutions,China P.R.,China P.R.,419-2,Bulkers,
Hua Run Dian Li 2,Bulk Carrier,28733,45906,2012,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.32,32.26,MAN Energy Solutions,China P.R.,China P.R.,419-1,Bulkers,
Hua Run Dian Li 5,Bulk Carrier,28733,45555,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.32,32.26,MAN Energy Solutions,China P.R.,China P.R.,419-3,Bulkers,
Hua Run Dian Li 6,Bulk Carrier,28733,44020,2013,199.99,In Service,Tianjin Zhonghai,China COSCO Shipping,Tianjin Zhonghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6830,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.5,10.32,32.26,MAN Energy Solutions,China P.R.,China P.R.,419-4,Bulkers,
Bao Guang Ling,Bulk Carrier,28714,47821,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-09,Bulkers,
Bao Xing Ling,Bulk Carrier,28714,47753,2014,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-03,Bulkers,
Bao Yuan Ling,Bulk Carrier,28714,47807,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,,0,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-10,Bulkers,
Bao Ren Ling,Bulk Carrier,28714,47761,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-11,Bulkers,
Bao Ri Ling,Bulk Carrier,28714,47829,2013,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-01,Bulkers,
Bao Yue Ling,Bulk Carrier,28714,47732,2013,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.9,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-02,Bulkers,
Bao Chen Ling,Bulk Carrier,28714,47805,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,32,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-04,Bulkers,
Bao Da Ling,Bulk Carrier,28714,47800,2015,189.9,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9960,,,,,Category II,1,208.8,Y,6S50ME-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,CIS48000-12,Bulkers,
Fu Hai 616,Bulk Carrier,28496,46565,1977,212.86,In Service,Fuhai Shipping,Fuhai Shipping,Fuhai Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,10297,,,,,,0,,Y,7RND76,RND76,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Sulzer,14,12.16,28.4,Sulzer,Croatia,China P.R.,580,Bulkers,
Bara Anugerah,Bulk Carrier,28420,48131,1994,192,In Service,Jaya Samudra,Jaya Samudra,Jaya Samudra,Indonesia,,IFO 380,Diesel 2-Stroke,,,,9179,IFO 380,,,,Category II,1,,Y,6L60MC Mk1,L60,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,11.72,32.05,MAN Energy Solutions,Croatia,Indonesia,379,Bulkers,32.1
Zhong Xing Da 86,Bulk Carrier,28199,44498,2013,189.9,In Service,Zhejiang Zhongyi,Zhejiang Zhongyi,Zhejiang Zhongyi,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7860,,,,,Category II,1,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,10.5,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Chang Fa Hai,Bulk Carrier,28155,48320,1989,192,In Service,Changjiang National,China Merchants,Changjiang National,China P.R.,,IFO 180,Diesel 2-Stroke,,,,9179,IFO 380,,,,Category II,1,,Y,6L60MC Mk1,L60,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,12.08,32.05,MAN Energy Solutions,Croatia,China P.R.,358,Bulkers,26
Chang Hang Fu Hai,Bulk Carrier,27986,46303,2012,189.99,In Service,Shanghai Ming Wah,China Merchants,Shanghai Ming Wah,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,11,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-6,Bulkers,
Chang Hang Xing Hai,Bulk Carrier,27986,46276,2012,189.99,In Service,Shanghai Ming Wah,China Merchants,Shanghai Ming Wah,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,11,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-5,Bulkers,
Ruen,Bulk Carrier,27781,41607,2016,185,In Service,Navibulgar,Navibulgar,Navibulgar,Malta,,IFO 380,Diesel 2-Stroke,,,,6650,IFO 380,,,,IC,3,24.3,Y,5G50ME-B9.5,G50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.5,31,MAN Energy Solutions,China P.R.,Bulgaria,HQ135,Bulkers,19.9
Rila,Bulk Carrier,27781,41536,2017,185,In Service,Navibulgar,Navibulgar,Navibulgar,Malta,,IFO 380,Diesel 2-Stroke,,,,6650,IFO 380,,,,IC,3,24.3,Y,5G50ME-B9.5,G50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.5,31,MAN Energy Solutions,China P.R.,Bulgaria,HQ136,Bulkers,19.9
Rojen,Bulk Carrier,27781,41550,2019,185,In Service,Navibulgar,Navibulgar,Navibulgar,Malta,,IFO 380,Diesel 2-Stroke,,,,6650,IFO 380,,,,IC,3,24.3,Y,5G50ME-B9.5,G50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.5,31,MAN Energy Solutions,China P.R.,Bulgaria,HQ137,Bulkers,19.9
Chang Shun Jing Hai,Bulk Carrier,27629,45542,2011,189.88,In Service,Shanghai Changshun,Shanghai Changshun,Shanghai Changshun,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-4,Bulkers,
Chang Hang Xu Hai,Bulk Carrier,27629,45516,2011,189.88,In Service,CSC Phoenix,CSC Phoenix,CSC Phoenix,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7996,,,,,Category II,1,41.4,Y,6S50MC6.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Chang Hang He Hai,Bulk Carrier,27629,45601,2010,189.99,In Service,CSC Phoenix,CSC Phoenix,CSC Phoenix,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7996,,,,,Category II,1,34.15,Y,6S50MC6.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11,32.26,MAN Energy Solutions,China P.R.,China P.R.,SL712,Bulkers,
Chang Hang Sheng Hai,Bulk Carrier,27629,45542,2012,189.99,In Service,Shanghai Ming Wah,China Merchants,Shanghai Ming Wah,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-2,Bulkers,
Yong An Mao Hai,Bulk Carrier,27629,45143,2011,189.88,In Service,Taizhou Yongan,Taizhou Yongan,Taizhou Yongan,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-1,Bulkers,
Chang Hang Ping Hai,Bulk Carrier,27629,45542,2011,189.99,In Service,Shanghai Ming Wah,China Merchants,Shanghai Ming Wah,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8000,,,,,Category II,1,41.4,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,10.8,32.26,MAN Energy Solutions,China P.R.,China P.R.,BH417-3,Bulkers,
Li Fa 3,Bulk Carrier,27526,41338,2012,189.9,In Service,Weishan Lifa,Weishan Lifa,Weishan Lifa,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,10.3,30.86,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Jing Ye 6,Bulk Carrier,27272,48292,2011,189.88,In Service,Ningbo Jingye Shpg,Jingye Enterprise,Ningbo Jingye Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,,11.7,31,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Bei Lun 11,Bulk Carrier,27146,44294,2013,192,In Service,Ningbo Beilun Shpg.,Zhejiang Energy,Ningbo Beilun Shpg.,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.8,11,30.6,MAN Energy Solutions,China P.R.,China P.R.,XF11-02,Bulkers,
Nordic Barents,Bulk Carrier,27078,43732,1995,190,In Service,Nordic Bulk Carriers,Pangaea Logistics,Nordic Bulk Carriers,Panama,,IFO 180,Diesel 2-Stroke,,,,11474,IFO 380,,,,IA,5,,Y,6L60MC Mk1,L60,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.5,11.52,30.5,MAN Energy Solutions,South Korea,United States,1081,Bulkers,30.5
Tian Run Zhi 58,Bulk Carrier,26682,43714,2012,196.8,In Service,Zhoushan Tianrun,Zhoushan Tianrun,Zhoushan Tianrun,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13,10.49,30.2,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Ming Sheng Hai,Bulk Carrier,25980,40571,2013,193.86,In Service,Minghui Shipping,Minghui Shipping,Minghui Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,7596,,,,,Category II,1,,Y,6RTA48T-D,RTA48,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Wartsila 2-stroke,,10.69,30.5,CSSC,China P.R.,China P.R.,YO42000-001,Bulkers,
Bold Voyager,Bulk Carrier,25905,43469,1991,185.84,In Service,Astrid Enterprises,Astrid Enterprises,Astrid Enterprises,Panama,,IFO 380,Diesel 2-Stroke,,1082,,7114,IFO 380,,,,IC,3,,Y,6L60MC-E Mk1,L60,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14,11.32,30.4,MAN Energy Solutions,Japan,Marshall Is.,649,Bulkers,26.5
Ming Zhou 67,Bulk Carrier,25665,43091,2010,179.98,In Service,Ningbo Marine Co Ltd,Zhejiang Energy,Ningbo Marine Co Ltd,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,13.2,11.29,31,MAN Energy Solutions,China P.R.,China P.R.,HM-0016,Bulkers,
Jian Guo Hai,Bulk Carrier,25622,38767,2016,179.95,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1980,6100,,,,,Category II,1,24.8,Y,5RT-flex50-D,flex50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,WinGD,,10.5,32,CSSC,China P.R.,China P.R.,CX0373,Bulkers,
An Ding Hai,Bulk Carrier,25622,38800,2017,179.95,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1980,6100,,,,,Category II,1,24.8,Y,5RT-flex50-D,flex50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,WinGD,13.8,10.5,32,CSSC,China P.R.,China P.R.,CX0375,Bulkers,
Fu Xing Hai,Bulk Carrier,25622,38800,2016,179.95,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1980,6100,,,,,Category II,1,24.8,Y,5RT-flex50-D,flex50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,WinGD,,10.5,32,CSSC,China P.R.,China P.R.,CX0374,Bulkers,
De Sheng Hai,Bulk Carrier,25622,38800,2017,179.95,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1980,6100,,,,,Category II,1,24.8,Y,5RT-flex50-D,flex50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,WinGD,13.8,10.5,32,CSSC,China P.R.,China P.R.,CX0376,Bulkers,
